orbit,weight,global_packings,anchored_packings,both_orientations,reflection_fixed,status
0,1999990,720484,360242,0,0,unresolved
1,1999989,486490,243245,0,0,unresolved
2,1999989,613874,307471,1068,14,unresolved
3,1999989,552780,276390,0,0,unresolved
4,1999988,1028184,514092,0,0,unresolved
5,1999988,519373,260154,935,13,unresolved
6,1999988,610834,305417,0,0,unresolved
7,1999987,1326756,663378,0,0,unresolved
8,1999987,1653990,826995,0,0,unresolved
9,1999987,826254,414154,2054,24,unresolved
10,1999987,717727,360012,2297,35,unresolved
11,1999987,700039,351188,2337,27,unresolved
12,1999987,661272,330636,0,0,unresolved
13,1999986,850891,427032,3173,25,unresolved
14,1999986,1701124,850562,0,0,unresolved
15,1999986,1086538,543269,0,0,unresolved
16,1999571,500722,250361,0,0,unresolved
17,1999350,883008,442966,2924,20,unresolved
18,1999335,1046490,523245,0,0,unresolved
19,1999090,795967,399306,2645,25,unresolved
20,1999090,740682,370341,0,0,unresolved
21,1999066,1879208,939604,0,0,unresolved
22,1998950,623476,311738,0,0,unresolved
23,1998666,880382,440191,0,0,unresolved
24,1997804,1667188,833594,0,0,unresolved
25,1997664,1150000,576825,3650,32,unresolved
26,1997501,1306186,653093,0,0,unresolved
27,1997442,717597,359718,1839,29,unresolved
28,1997306,90476,45238,0,0,unresolved
29,1997295,200910,100455,0,0,unresolved
30,1996885,1740528,870264,0,0,unresolved
31,1996283,435308,217910,512,10,unresolved
32,1996180,1261176,630588,0,0,unresolved
33,1995909,506942,253471,0,0,unresolved
34,1995646,600959,301463,1967,23,unresolved
35,1995640,886780,443390,0,0,unresolved
36,1995638,750574,375287,0,0,unresolved
37,1995385,1188592,594296,0,0,unresolved
38,1995249,324734,162367,0,0,unresolved
39,1995097,649157,325334,1511,25,unresolved
40,1994925,866442,433221,0,0,unresolved
41,1994915,955665,480277,4889,37,unresolved
42,1994757,949023,476890,4757,39,unresolved
43,1994708,802865,402543,2221,21,unresolved
44,1994390,1149205,576974,4743,43,unresolved
45,1994336,940431,472113,3795,29,unresolved
46,1993334,248824,124412,0,0,unresolved
47,1992921,805744,402872,0,0,unresolved
48,1992517,575578,287789,0,0,unresolved
49,1991174,635310,317655,0,0,unresolved
50,1991019,163200,81600,0,0,unresolved
51,1990971,916974,458487,0,0,unresolved
52,1989223,277300,138650,0,0,unresolved
53,1987477,890968,445484,0,0,unresolved
54,1987056,341927,171369,811,11,unresolved
55,1985753,394188,197094,0,0,unresolved
56,1984582,238823,119540,257,11,unresolved
57,1984468,261588,130794,0,0,unresolved
58,1984109,463052,231526,0,0,unresolved
59,1983839,389538,194769,0,0,unresolved
60,1983234,431398,215699,0,0,unresolved
61,1982796,403508,201754,0,0,unresolved
62,1982434,159930,79983,36,6,unresolved
63,1982105,310458,155443,428,8,unresolved
64,1981793,846320,423160,0,0,unresolved
65,1981771,259950,129975,0,0,unresolved
66,1981437,345137,173207,1277,21,unresolved
67,1981365,730178,365089,0,0,unresolved
68,1981326,99884,49994,104,8,unresolved
69,1981262,627742,313871,0,0,unresolved
70,1981253,266488,133244,0,0,unresolved
71,1980776,448811,224886,961,15,unresolved
72,1980041,178928,89464,0,0,unresolved
73,1980022,111422,55750,78,4,unresolved
74,1979922,206489,103568,647,9,unresolved
75,1979509,262231,131467,703,15,unresolved
76,1979361,126566,63283,0,0,unresolved
77,1979198,210917,105597,277,9,unresolved
78,1978664,482736,241368,0,0,unresolved
79,1978524,391050,195950,850,10,unresolved
80,1978379,588046,294023,0,0,unresolved
81,1978205,70192,35096,0,0,unresolved
82,1977947,293120,146857,594,14,unresolved
83,1977649,103145,51605,65,1,unresolved
84,1977570,80100,40050,0,0,unresolved
85,1977470,386018,193786,1554,22,unresolved
86,1977421,335903,168399,895,15,unresolved
87,1976939,509151,255494,1837,25,unresolved
88,1976883,298726,149363,0,0,unresolved
89,1976880,62882,31452,22,4,unresolved
90,1976452,435658,217829,0,0,unresolved
91,1976315,201062,100740,418,12,unresolved
92,1975774,259818,129909,0,0,unresolved
93,1975686,317164,158582,0,0,unresolved
94,1975240,296576,148288,0,0,unresolved
95,1975082,348518,174899,1280,22,unresolved
96,1974956,355385,178206,1027,13,unresolved
97,1974870,103092,51546,0,0,unresolved
98,1974725,260464,130232,0,0,unresolved
99,1974584,369560,184780,0,0,unresolved
100,1974220,319508,160328,1148,20,unresolved
101,1974204,241769,121060,351,7,unresolved
102,1974168,324476,162238,0,0,unresolved
103,1974099,107172,53586,0,0,unresolved
104,1973728,282374,141187,0,0,unresolved
105,1973722,336646,168323,0,0,unresolved
106,1973568,345580,172790,0,0,unresolved
107,1973461,235274,117637,0,0,unresolved
108,1973203,255528,127764,0,0,unresolved
109,1973019,410432,205216,0,0,unresolved
110,1972860,451542,225771,0,0,unresolved
111,1972659,100318,50159,0,0,unresolved
112,1972642,207992,103996,0,0,unresolved
113,1972641,74975,37500,25,3,unresolved
114,1972623,270000,135000,0,0,unresolved
115,1972423,73084,36542,0,0,unresolved
116,1972417,273770,137434,1098,18,unresolved
117,1972403,77478,38739,0,0,unresolved
118,1972400,262201,131324,447,7,unresolved
119,1972073,206596,103298,0,0,unresolved
120,1971885,184681,92564,447,5,unresolved
121,1971854,191516,95758,0,0,unresolved
122,1971847,366592,183296,0,0,unresolved
123,1971773,256126,128063,0,0,unresolved
124,1971532,390066,195033,0,0,unresolved
125,1971446,277400,138700,0,0,unresolved
126,1971410,146852,73426,0,0,unresolved
127,1971338,445314,222657,0,0,unresolved
128,1971065,249076,124538,0,0,unresolved
129,1970964,228804,114402,0,0,unresolved
130,1970535,222169,111313,457,13,unresolved
131,1970498,380904,190452,0,0,unresolved
132,1970497,220976,110488,0,0,unresolved
133,1970373,322416,161208,0,0,unresolved
134,1970309,210645,105588,531,7,unresolved
135,1970277,148208,74104,0,0,unresolved
136,1970118,182904,91624,344,10,unresolved
137,1970110,124328,62164,0,0,unresolved
138,1969953,59238,29619,0,0,unresolved
139,1969809,551894,275947,0,0,unresolved
140,1969795,400901,201628,2355,19,unresolved
141,1969349,533732,266866,0,0,unresolved
142,1969326,159151,79764,377,9,unresolved
143,1969288,348706,174353,0,0,unresolved
144,1969287,93248,46624,0,0,unresolved
145,1969281,208284,104142,0,0,unresolved
146,1969237,233150,116575,0,0,unresolved
147,1969049,309516,154758,0,0,unresolved
148,1969029,496298,248149,0,0,unresolved
149,1968998,378692,190034,1376,18,unresolved
150,1968781,374568,187284,0,0,unresolved
151,1968760,82346,41173,0,0,unresolved
152,1968700,124484,62242,0,0,unresolved
153,1968634,131714,65966,218,6,unresolved
154,1968414,117050,58525,0,0,unresolved
155,1968369,189898,94949,0,0,unresolved
156,1968301,371356,186910,2464,20,unresolved
157,1967887,362168,181084,0,0,unresolved
158,1967752,231196,115978,760,12,unresolved
159,1967688,84402,42201,0,0,unresolved
160,1967688,58476,29238,0,0,unresolved
161,1967677,289600,144800,0,0,unresolved
162,1967668,354550,177845,1140,18,unresolved
163,1967534,312439,156638,837,19,unresolved
164,1967499,94688,47344,0,0,unresolved
165,1967467,108100,54050,0,0,unresolved
166,1967378,383006,191503,0,0,unresolved
167,1967377,134562,67281,0,0,unresolved
168,1967287,216212,108106,0,0,unresolved
169,1966955,214387,107500,613,7,unresolved
170,1966952,102737,51464,191,5,unresolved
171,1966925,68158,34079,0,0,unresolved
172,1966872,456447,228999,1551,19,unresolved
173,1966760,425306,212653,0,0,unresolved
174,1966585,258734,129367,0,0,unresolved
175,1966544,181860,90930,0,0,unresolved
176,1966491,142474,71340,206,8,unresolved
177,1966475,215058,107529,0,0,unresolved
178,1966473,267908,133954,0,0,unresolved
179,1966410,65648,32824,0,0,unresolved
180,1966288,234400,117200,0,0,unresolved
181,1966024,473044,236522,0,0,unresolved
182,1965863,336444,168222,0,0,unresolved
183,1965862,199116,99558,0,0,unresolved
184,1965832,292392,146196,0,0,unresolved
185,1965771,87074,43537,0,0,unresolved
186,1965764,210574,105287,0,0,unresolved
187,1965763,69728,34864,0,0,unresolved
188,1965634,285210,142605,0,0,unresolved
189,1965632,170464,85232,0,0,unresolved
190,1965494,150768,75384,0,0,unresolved
191,1965473,401276,200638,0,0,unresolved
192,1965450,244128,122064,0,0,unresolved
193,1965419,90685,45390,95,7,unresolved
194,1965233,181158,90807,456,12,unresolved
195,1965187,276026,138013,0,0,unresolved
196,1965159,308636,154318,0,0,unresolved
197,1965133,258604,129302,0,0,unresolved
198,1965130,126780,63461,142,4,unresolved
199,1965121,229106,114553,0,0,unresolved
200,1965109,174344,87172,0,0,unresolved
201,1965099,180982,90491,0,0,unresolved
202,1965091,49894,24947,0,0,unresolved
203,1965076,265144,132572,0,0,unresolved
204,1964824,137650,68825,0,0,unresolved
205,1964812,235764,117882,0,0,unresolved
206,1964762,243340,121670,0,0,unresolved
207,1964759,146052,73026,0,0,unresolved
208,1964680,204398,102199,0,0,unresolved
209,1964604,256959,129022,1085,19,unresolved
210,1964448,284050,142670,1290,14,unresolved
211,1964429,233148,116938,728,18,unresolved
212,1964381,179658,90037,416,8,unresolved
213,1964302,357686,178843,0,0,unresolved
214,1964218,230067,115665,1263,17,unresolved
215,1964160,306860,153430,0,0,unresolved
216,1964144,399812,199906,0,0,unresolved
217,1964051,218763,109779,795,11,unresolved
218,1963989,186076,93038,0,0,unresolved
219,1963900,325553,163992,2431,25,unresolved
220,1963837,170970,85485,0,0,unresolved
221,1963601,265909,133532,1155,11,unresolved
222,1963501,201310,100655,0,0,unresolved
223,1963482,100798,50481,164,6,unresolved
224,1963404,236260,118130,0,0,unresolved
225,1963402,364052,182026,0,0,unresolved
226,1963328,130599,65490,381,11,unresolved
227,1963302,198120,99060,0,0,unresolved
228,1963215,7732,3866,0,0,unresolved
229,1963006,238740,119370,0,0,unresolved
230,1962872,71888,35944,0,0,unresolved
231,1962829,321686,160843,0,0,unresolved
232,1962768,177202,89255,1308,18,unresolved
233,1962745,228010,114005,0,0,unresolved
234,1962743,180106,90053,0,0,unresolved
235,1962730,166412,83206,0,0,unresolved
236,1962607,173874,86937,0,0,unresolved
237,1962559,182010,91005,0,0,unresolved
238,1962550,69834,34917,0,0,unresolved
239,1962503,195655,98273,891,17,unresolved
240,1962302,230080,115040,0,0,unresolved
241,1962260,237053,118969,885,17,unresolved
242,1962106,97201,48655,109,3,unresolved
243,1962068,245474,122737,0,0,unresolved
244,1962060,101213,50763,313,9,unresolved
245,1961981,333940,166970,0,0,unresolved
246,1961896,183446,91723,0,0,unresolved
247,1961856,120922,60461,0,0,unresolved
248,1961772,67693,33884,75,3,unresolved
249,1961731,293016,146508,0,0,unresolved
250,1961707,112501,56368,235,9,unresolved
251,1961655,129612,64806,0,0,unresolved
252,1961594,253502,126751,0,0,unresolved
253,1961497,236142,118071,0,0,unresolved
254,1961452,293651,147542,1433,11,unresolved
255,1961250,164566,82283,0,0,unresolved
256,1961245,101101,50687,273,9,unresolved
257,1961093,74569,37378,187,11,unresolved
258,1960898,98832,49416,0,0,unresolved
259,1960864,319520,159760,0,0,unresolved
260,1960849,50423,25229,35,3,unresolved
261,1960750,177039,88898,757,13,unresolved
262,1960720,228356,114768,1180,22,unresolved
263,1960565,136008,68004,0,0,unresolved
264,1960527,193786,97273,760,16,unresolved
265,1960517,347322,173661,0,0,unresolved
266,1960490,86318,43159,0,0,unresolved
267,1960423,172582,86291,0,0,unresolved
268,1960375,50222,25111,0,0,unresolved
269,1960363,196212,98566,920,18,unresolved
270,1960314,103554,51777,0,0,unresolved
271,1960262,321270,160635,0,0,unresolved
272,1960254,221718,110859,0,0,unresolved
273,1960177,255552,128816,2080,18,unresolved
274,1960106,213802,107687,1572,16,unresolved
275,1960026,96006,48003,0,0,unresolved
276,1959957,221788,110894,0,0,unresolved
277,1959919,162591,81594,597,11,unresolved
278,1959726,148725,74763,801,13,unresolved
279,1959573,217160,108580,0,0,unresolved
280,1959564,105884,52942,0,0,unresolved
281,1959563,56254,28151,48,2,unresolved
282,1959515,209084,105134,1184,20,unresolved
283,1959462,151236,75618,0,0,unresolved
284,1959454,130030,65015,0,0,unresolved
285,1959357,118730,59435,140,6,unresolved
286,1959252,230669,115877,1085,15,unresolved
287,1959029,149098,74549,0,0,unresolved
288,1959019,156334,78167,0,0,unresolved
289,1958972,191784,95892,0,0,unresolved
290,1958872,84086,42043,0,0,unresolved
291,1958859,255138,127569,0,0,unresolved
292,1958661,148097,74287,477,9,unresolved
293,1958540,84168,42216,264,10,unresolved
294,1958538,155891,78327,763,15,unresolved
295,1958529,93096,46548,0,0,unresolved
296,1958437,64222,32111,0,0,unresolved
297,1958358,252392,126196,0,0,unresolved
298,1958219,110548,55274,0,0,unresolved
299,1958205,155089,78014,939,19,unresolved
300,1958205,43782,21908,34,4,unresolved
301,1958192,244808,122404,0,0,unresolved
302,1958134,101574,50787,0,0,unresolved
303,1958117,49812,24906,0,0,unresolved
304,1958097,172208,86104,0,0,unresolved
305,1958035,180042,90598,1154,18,unresolved
306,1957981,63654,31827,0,0,unresolved
307,1957943,229212,115746,2280,24,unresolved
308,1957883,205778,102889,0,0,unresolved
309,1957842,176072,88036,0,0,unresolved
310,1957770,64422,32211,0,0,unresolved
311,1957767,99844,49922,0,0,unresolved
312,1957560,141278,70639,0,0,unresolved
313,1957554,47054,23527,0,0,unresolved
314,1957534,179508,89754,0,0,unresolved
315,1957446,59074,29537,0,0,unresolved
316,1957407,95518,47759,0,0,unresolved
317,1957393,85652,42826,0,0,unresolved
318,1957193,127342,63671,0,0,unresolved
319,1957073,43308,21654,0,0,unresolved
320,1956953,81318,40659,0,0,unresolved
321,1956933,70865,35490,115,7,unresolved
322,1956927,210276,105138,0,0,unresolved
323,1956910,89788,44894,0,0,unresolved
324,1956863,54048,27024,0,0,unresolved
325,1956822,104156,52078,0,0,unresolved
326,1956721,107776,53888,0,0,unresolved
327,1956690,90478,45239,0,0,unresolved
328,1956665,56108,28088,68,4,unresolved
329,1956545,218784,109392,0,0,unresolved
330,1956532,190660,95330,0,0,unresolved
331,1956515,139918,70551,1184,22,unresolved
332,1956296,109022,54511,0,0,unresolved
333,1956261,212046,106023,0,0,unresolved
334,1956195,77568,38784,0,0,unresolved
335,1956024,131165,65967,769,23,unresolved
336,1956005,38144,19072,0,0,unresolved
337,1955901,105804,52902,0,0,unresolved
338,1955834,71554,35777,0,0,unresolved
339,1955590,91090,45545,0,0,unresolved
340,1955551,92194,46097,0,0,unresolved
341,1955549,101772,50886,0,0,unresolved
342,1955523,76944,38472,0,0,unresolved
343,1955387,52710,26355,0,0,unresolved
344,1955366,95806,47903,0,0,unresolved
345,1955359,20972,10486,0,0,unresolved
346,1955341,74046,37166,286,12,unresolved
347,1955303,128391,64506,621,9,unresolved
348,1955282,134484,67242,0,0,unresolved
349,1955235,49476,24738,0,0,unresolved
350,1955099,173242,86621,0,0,unresolved
351,1955039,57578,28789,0,0,unresolved
352,1955028,74592,37416,240,6,unresolved
353,1954909,142958,71941,924,14,unresolved
354,1954896,163046,81523,0,0,unresolved
355,1954779,92612,46306,0,0,unresolved
356,1954727,64960,32480,0,0,unresolved
357,1954681,18293,9153,13,3,unresolved
358,1954564,102504,51252,0,0,unresolved
359,1954558,159794,79897,0,0,unresolved
360,1954532,103444,51722,0,0,unresolved
361,1954481,54492,27246,0,0,unresolved
362,1954446,81787,41074,361,13,unresolved
363,1954443,81710,40964,218,6,unresolved
364,1954422,28628,14314,0,0,unresolved
365,1954387,127120,63560,0,0,unresolved
366,1954324,31228,15614,0,0,unresolved
367,1954298,114746,57373,0,0,unresolved
368,1954267,96416,48321,226,6,unresolved
369,1954261,40047,20073,99,5,unresolved
370,1954214,94594,47297,0,0,unresolved
371,1954188,102565,51626,687,15,unresolved
372,1954088,168786,84393,0,0,unresolved
373,1954006,129599,65051,503,7,unresolved
374,1953965,14324,7162,0,0,unresolved
375,1953932,35072,17536,0,0,unresolved
376,1953876,140087,70732,1377,15,unresolved
377,1953842,46164,23221,278,4,unresolved
378,1953814,157133,79132,1131,7,unresolved
379,1953797,57247,28704,161,7,unresolved
380,1953792,47698,23849,0,0,unresolved
381,1953637,62224,31199,174,4,unresolved
382,1953620,98674,49337,0,0,unresolved
383,1953597,41340,20670,0,0,unresolved
384,1953519,90306,45153,0,0,unresolved
385,1953508,113811,57269,727,15,unresolved
386,1953475,59232,29616,0,0,unresolved
387,1953443,55726,27863,0,0,unresolved
388,1953383,167468,83734,0,0,unresolved
389,1953349,30652,15334,16,4,unresolved
390,1953347,92396,46198,0,0,unresolved
391,1953328,8350,4175,0,0,unresolved
392,1953323,138798,69399,0,0,unresolved
393,1953273,93600,46800,0,0,unresolved
394,1953271,71540,35770,0,0,unresolved
395,1953002,51374,25687,0,0,unresolved
396,1952996,158830,79415,0,0,unresolved
397,1952798,75310,37868,426,8,unresolved
398,1952780,124757,62824,891,13,unresolved
399,1952762,67373,33809,245,9,unresolved
400,1952751,67044,33661,278,6,unresolved
401,1952736,99224,49612,0,0,unresolved
402,1952680,16106,8053,0,0,unresolved
403,1952678,54772,27424,76,4,unresolved
404,1952671,88272,44358,444,10,unresolved
405,1952617,29712,14856,0,0,unresolved
406,1952510,42560,21338,116,4,unresolved
407,1952430,55369,27762,155,5,unresolved
408,1952426,93275,46907,539,17,unresolved
409,1952364,30702,15351,0,0,unresolved
410,1952322,100693,50550,407,9,unresolved
411,1952281,91964,45982,0,0,unresolved
412,1952281,134390,67195,0,0,unresolved
413,1952218,32448,16224,0,0,unresolved
414,1952215,129430,64715,0,0,unresolved
415,1952184,106276,53138,0,0,unresolved
416,1952144,47284,23642,0,0,unresolved
417,1952092,41376,20688,0,0,unresolved
418,1951969,98012,49006,0,0,unresolved
419,1951804,48838,24467,96,4,unresolved
420,1951802,23152,11576,0,0,unresolved
421,1951653,31420,15734,48,4,unresolved
422,1951576,40000,20000,0,0,unresolved
423,1951527,86296,43148,0,0,unresolved
424,1951457,71686,35843,0,0,unresolved
425,1951420,90098,45049,0,0,unresolved
426,1951360,44462,22319,176,6,unresolved
427,1951340,71346,35673,0,0,unresolved
428,1951269,82670,41450,230,8,unresolved
429,1951245,21446,10723,0,0,unresolved
430,1951239,136324,68162,0,0,unresolved
431,1951179,56574,28287,0,0,unresolved
432,1951164,26886,13443,0,0,unresolved
433,1951162,29474,14775,76,0,unresolved
434,1951099,77380,38690,0,0,unresolved
435,1951082,47950,23975,0,0,unresolved
436,1951077,59296,29648,0,0,unresolved
437,1951041,38553,19296,39,3,unresolved
438,1950881,93284,46642,0,0,unresolved
439,1950879,98070,49035,0,0,unresolved
440,1950877,86578,43289,0,0,unresolved
441,1950849,40098,20049,0,0,unresolved
442,1950785,69246,34623,0,0,unresolved
443,1950716,70000,35000,0,0,unresolved
444,1950688,124974,62487,0,0,unresolved
445,1950679,69040,34520,0,0,unresolved
446,1950625,45004,22502,0,0,unresolved
447,1950555,146792,73396,0,0,unresolved
448,1950538,45519,22868,217,7,unresolved
449,1950492,59884,30081,278,4,unresolved
450,1950433,15154,7577,0,0,unresolved
451,1950373,44388,22194,0,0,unresolved
452,1950282,74972,37486,0,0,unresolved
453,1950214,23373,11712,51,3,unresolved
454,1950111,104908,52454,0,0,unresolved
455,1950099,127238,63619,0,0,unresolved
456,1950046,67006,33503,0,0,unresolved
457,1950038,89442,44721,0,0,unresolved
458,1949971,137326,68663,0,0,unresolved
459,1949950,83860,41930,0,0,unresolved
460,1949888,65974,32987,0,0,unresolved
461,1949858,35231,17651,71,5,unresolved
462,1949852,125473,63228,983,11,unresolved
463,1949837,39360,19680,0,0,unresolved
464,1949800,67304,33779,254,10,unresolved
465,1949757,110451,55705,959,11,unresolved
466,1949722,30548,15274,0,0,unresolved
467,1949707,52654,26327,0,0,unresolved
468,1949688,46912,23456,0,0,unresolved
469,1949499,79465,40051,637,9,unresolved
470,1949487,40852,20426,0,0,unresolved
471,1949404,77524,38762,0,0,unresolved
472,1949396,94524,47262,0,0,unresolved
473,1949376,42385,21307,229,7,unresolved
474,1949355,60512,30483,454,4,unresolved
475,1949354,39930,19965,0,0,unresolved
476,1949349,73814,36907,0,0,unresolved
477,1949342,40922,20461,0,0,unresolved
478,1949333,65234,32617,0,0,unresolved
479,1949218,95770,47885,0,0,unresolved
480,1949197,5398,2699,0,0,unresolved
481,1949178,100846,50825,804,14,unresolved
482,1949166,66772,33386,0,0,unresolved
483,1949099,31883,16007,131,5,unresolved
484,1949093,9382,4691,0,0,unresolved
485,1949087,21404,10702,0,0,unresolved
486,1949056,54845,27578,311,9,unresolved
487,1949008,38822,19411,0,0,unresolved
488,1948993,64046,32215,384,6,unresolved
489,1948990,37782,18891,0,0,unresolved
490,1948987,35516,17758,0,0,unresolved
491,1948920,75512,37756,0,0,unresolved
492,1948917,77594,38797,0,0,unresolved
493,1948857,11502,5751,0,0,unresolved
494,1948844,37758,18927,96,4,unresolved
495,1948785,32882,16441,0,0,unresolved
496,1948778,36784,18392,0,0,unresolved
497,1948777,38466,19398,330,10,unresolved
498,1948764,11118,5563,8,2,unresolved
499,1948651,62842,31658,474,10,unresolved
500,1948616,43050,21525,0,0,unresolved
501,1948599,49350,24675,0,0,unresolved
502,1948573,10920,5460,0,0,unresolved
503,1948570,42710,21355,0,0,unresolved
504,1948565,43502,21751,0,0,unresolved
505,1948464,24949,12557,165,7,unresolved
506,1948327,31268,15634,0,0,unresolved
507,1948292,32428,16214,0,0,unresolved
508,1948287,37762,18881,0,0,unresolved
509,1948247,90906,45453,0,0,unresolved
