word_hex	blocker_count	blockers_zero_based
24488841	4	206,1326,1635,1660
24491012	4	84,1141,1206,1268
244d0101	3	84,380,1635
24508422	4	64,306,330,1649
24608422	4	64,197,330,1477
24640422	4	214,330,565,1048
24700422	3	152,330,1649
24708022	4	197,306,330,1477
24708420	3	64,330,1649
24740022	3	330,1255,1487
248004d2	4	1176,1480,1598,1613
248004d4	3	143,1102,1434
24800b22	4	1197,1478,1551,1552
24803422	3	64,1613,1649
24807420	4	64,123,1613,1649
2480840d	4	64,109,130,1654
2480841c	2	64,1654
24808498	4	64,333,1333,1654
248084d0	2	64,109
24808922	4	64,197,438,1551
24808b20	2	64,1551
24811184	4	271,396,1615,1663
24811881	4	39,271,1615,1660
24812181	3	86,271,1558
24812184	3	271,1558,1663
24814222	4	64,348,1551,1613
24814241	4	108,348,420,1625
24814821	4	64,1274,1615,1656
24818421	4	64,109,420,1649
24818424	4	64,93,219,1503
24821412	2	41,1613
24822284	3	267,390,1658
24822482	3	17,169,1613
24824288	4	76,81,322,390
24824441	4	76,109,331,1613
24824488	3	64,76,1613
24824821	3	76,328,1656
24824888	4	57,76,127,226
24828282	4	174,359,390,1551
24828421	4	64,109,1649,1657
24828428	4	64,76,109,187
24828441	4	64,109,420,1635
24828448	4	64,76,109,187
24828481	4	64,109,174,359
24840825	4	110,142,294,1432
24841144	4	242,331,396,1633
24841221	3	139,290,499
24841888	4	127,242,1615,1660
24842124	3	63,142,431
24842128	3	63,64,1558
24842184	4	63,142,271,433
24842188	4	63,271,433,1558
24842218	3	63,208,365
24842821	4	142,328,1649,1664
24842824	4	142,269,294,431
24842881	4	31,142,328,1660
24842884	4	142,267,269,294
248440a1	3	531,801,1476
24844211	4	147,264,322,1114
24844221	3	322,414,499
24844281	3	31,81,322
24844421	4	64,1048,1613,1649
24844422	4	64,1048,1509,1613
24844441	4	109,217,1048,1613
24844442	2	1048,1613
24844814	3	127,142,294
24844824	4	127,142,294,440
24844884	4	127,142,226,294
24848112	2	450,1551
24848282	4	449,1297,1551,1596
24848421	4	64,109,130,1649
24848424	4	21,64,130,1297
24848821	4	64,127,142,1551
24848828	4	64,127,1298,1551
24848881	4	127,142,1551,1660
24848882	4	127,142,226,1551
24848888	4	64,127,155,1551
2484c081	3	127,445,1448
248804c2	4	226,481,1176,1613
248804c4	4	255,1102,1106,1520
248804d0	4	576,957,1304,1501
24881281	4	290,437,1580,1660
24882422	4	64,112,1613,1649
24882481	4	112,1613,1649,1660
24882888	3	57,226,1660
24884141	4	268,331,1501,1635
24888424	4	64,255,1649,1654
24888824	3	64,1551,1654
24902888	4	57,796,1091,1610
24944081	4	322,443,917,1545
24a04221	3	478,531,1532
24b20011	3	41,71,1486
24b20101	3	41,417,478
24d00288	4	132,426,778,823
24d80088	2	132,255
24e14200	1	348
25082112	4	427,476,1162,1241
25202222	3	1585,1596,1658
25220221	3	1586,1657,1658
25222220	2	1657,1658
25440284	4	348,936,1297,1596
25480842	3	1326,1500,1635
25810181	4	271,279,1369,1558
25824048	4	76,331,1110,1576
26012441	4	387,1359,1463,1649
26208821	4	28,80,531,1660
26448204	4	220,348,1297,1298
26824048	4	76,331,1194,1318
27080112	4	476,1241,1466,1597
27082012	4	169,476,1134,1212
27100821	4	28,110,1365,1649
27182001	3	28,476,1649
27200112	3	126,279,476
27210012	4	279,280,476,1263
27211002	2	28,280
27408204	3	220,348,1297
27440084	4	443,1297,1520,1596
27440204	3	348,1297,1596
27448004	1	1297
27448200	4	23,1297,1298,1596
27804048	3	76,1318,1576
27820048	4	76,1110,1194,1564
27824040	2	76,331
28004447	4	138,331,1301,1482
28004474	4	131,245,331,1116
2800828b	4	420,1298,1376,1562
280082b8	4	288,1197,1298,1299
28010721	4	131,420,493,1478
2801e082	1	457
28020b82	3	197,1291,1551
28024434	4	131,158,331,534
2802b048	3	187,1316,1376
2804028b	4	1172,1298,1512,1596
28047024	4	246,457,497,1108
2804820b	3	420,1033,1298
2804828a	4	1033,1172,1298,1596
28048298	4	68,770,1298,1299
28048d04	2	21,61
28072011	4	254,266,1387,1388
28080e18	4	27,1197,1339,1517
280820e2	3	496,1172,1275
280b8204	2	420,495
280c4841	3	358,1039,1502
280d4840	3	358,667,861
281008d8	4	70,1102,1249,1610
281010d1	3	0,70,1512
28101528	4	374,493,1097,1331
28101622	3	493,1253,1572
28101702	4	493,1169,1572,1597
28101898	4	70,211,320,1189
2810204e	4	1102,1111,1249,1275
2810c821	4	457,1039,1531,1550
2810e802	4	457,1133,1275,1451
28110898	3	70,151,1499
281108c2	4	70,80,966,1326
28111121	4	114,493,1311,1584
28111122	3	197,493,1311
28111128	3	493,1311,1584
28111812	4	70,151,247,320
28111882	4	70,204,320,426
28111884	4	70,204,426,1584
28112112	4	266,1275,1524,1558
28112114	4	40,266,1275,1524
28112822	4	16,319,457,1275
28114211	4	201,352,420,501
28114221	4	201,420,457,493
28114241	4	201,348,420,1039
28118441	4	289,387,420,1553
28118488	4	64,178,289,359
28121424	4	233,425,493,1657
28121841	4	70,320,425,1039
28124218	4	85,201,322,501
28124428	4	85,374,457,493
28128211	4	359,420,501,1440
28132011	4	40,104,266,501
28144411	4	245,382,1512,1559
28144412	4	245,379,1559,1645
28144481	4	44,379,1512,1559
28144882	3	70,379,457
28172001	2	145,266
28181442	4	70,329,493,1275
28181884	4	70,1030,1275,1660
28182142	4	321,380,496,1275
28182288	4	27,198,496,1275
28184484	4	255,480,481,1275
28185011	4	70,477,712,1046
28188241	4	402,420,1033,1635
28188448	4	289,329,436,1275
28188821	4	457,494,1521,1649
28189011	4	70,1046,1542,1654
2818d001	3	457,460,1046
28204443	3	481,1482,1574
28204451	4	66,937,1339,1482
28204454	4	66,158,331,937
2820a484	4	21,157,385,1396
28211212	3	247,1583,1584
28212288	4	135,1584,1607,1658
28212441	4	387,420,490,1584
28214421	3	158,1584,1657
28214422	4	158,183,197,481
28214482	4	135,158,204,481
28218211	4	279,420,1583,1584
28218212	4	197,279,420,1583
28218282	4	80,135,197,420
2821a082	4	80,197,385,439
2821e002	4	197,247,457,474
28224248	3	85,331,1658
28224288	4	81,85,135,1658
28224411	3	85,158,1657
28224414	3	85,158,331
28224421	4	85,158,197,1657
28224444	3	85,158,331
28224828	4	85,197,224,457
28224848	4	85,331,490,1039
28224888	1	85
28228121	3	197,279,1657
28228142	4	140,197,331,474
28228421	3	4,197,1657
28241822	4	13,15,197,224
28242112	4	15,197,266,474
28242422	4	17,197,471,502
28242428	4	63,471,498,1298
28244211	2	147,497
28244424	4	21,158,471,497
28244821	3	224,457,1325
28244841	4	13,474,490,1039
28244881	3	491,1512,1660
28244882	4	259,379,481,491
28248811	3	21,251,279
28281442	4	13,140,329,481
28282188	4	223,465,496,1275
28284111	3	279,1046,1563
28284114	3	331,1046,1563
28284221	4	1563,1573,1653,1659
28284411	3	27,481,1046
28284441	2	329,481
28284442	4	183,329,481,1573
28284481	4	45,481,1512,1660
28284482	3	183,481,1573
28284841	4	490,1039,1563,1660
28284881	4	481,1030,1563,1660
28288248	4	402,420,1298,1304
28288288	4	402,1049,1298,1632
28288424	4	21,197,385,495
282e0801	4	251,1343,1392,1660
282e1002	4	140,197,251,391
28324048	4	85,331,1039,1533
28400474	3	131,1116,1508
28402454	4	27,387,506,1436
28407204	2	348,497
2840820b	2	420,1298
2840828a	3	164,1298,1596
28408298	4	164,895,1298,1299
28408984	4	61,495,656,1423
28408d04	2	61,495
28411148	4	140,355,1584,1633
28411282	4	426,1512,1596,1628
28412218	4	27,266,1298,1617
28412228	2	371,1298
28412881	2	165,1512
28414481	3	107,138,1512
28420470	4	173,176,683,957
28420b80	3	611,838,1291
28421412	3	176,413,1512
28421414	4	176,413,495,1512
28422424	4	431,432,495,1038
28422441	4	133,387,432,1512
28422488	4	85,187,432,1512
28428224	4	197,495,1298,1630
28438204	4	348,420,495,1298
28440074	2	245,1298
2844008b	4	1172,1298,1512,1596
2844020b	3	1298,1512,1596
2844022a	4	1182,1197,1298,1596
28440283	4	1298,1512,1552,1596
28440289	4	1298,1308,1512,1596
2844028a	4	1172,1298,1512,1596
28440d04	2	61,1512
28442054	3	266,497,863
28442482	4	432,502,1512,1596
28444441	3	1034,1048,1512
28444481	4	107,491,1048,1512
28444811	2	408,1512
28444812	4	378,408,1277,1326
28444881	4	200,408,491,1512
28447004	2	497,1512
28447200	4	497,1298,1512,1596
2844800b	2	1298,1512
28448089	4	1298,1376,1512,1550
28448209	4	23,420,1298,1512
2844820a	3	1033,1298,1596
28448212	4	164,1033,1298,1596
28448218	1	1298
28448222	4	197,1033,1298,1596
28448248	4	23,420,1033,1298
28448288	3	1298,1512,1596
28448481	3	61,1298,1512
28448904	4	21,61,495,1298
28448d00	3	61,1298,1512
28481441	4	329,1512,1635,1636
28481448	4	329,1512,1517,1623
28481824	4	224,495,1294,1636
28481828	4	224,1294,1298,1517
28482211	4	27,400,1617,1653
28484281	4	81,1512,1573,1659
28484282	4	481,1573,1596,1597
28484481	4	107,255,481,1512
28484484	4	255,481,495,1512
28484811	4	27,408,1046,1294
28488224	3	220,495,1298
28488228	3	132,495,1298
284a0284	2	220,495
284a8204	3	220,495,1298
284b0084	3	480,495,1566
284b0204	2	348,495
284b8200	3	420,495,1298
28502112	4	266,976,1275,1451
28524048	3	85,331,1039
28620441	4	85,1445,1512,1657
28624048	4	85,331,1260,1314
28704048	2	85,1314
28720048	3	85,1260,1533
28724040	3	85,331,1039
288002b8	4	1197,1298,1299,1373
288040b2	3	1251,1258,1484
288040b8	4	211,358,477,1108
28804292	4	81,954,1258,1573
288042a1	4	81,420,1539,1552
288042b0	3	81,738,954
28804445	4	255,331,420,1570
28811182	4	204,271,426,1558
28812224	4	420,497,1503,1504
28812424	4	64,387,403,1503
28812441	4	387,420,486,1558
28812824	4	224,451,457,1503
28814411	3	243,358,420
28814412	4	243,358,1613,1631
28814418	3	64,243,358
28821484	4	187,331,385,1512
28821488	4	92,187,432,1512
28822228	4	187,1038,1298,1658
28822488	4	17,52,187,432
28823048	2	187,331
28824007	2	81,331
28824016	3	331,1258,1262
28824034	4	119,331,447,1503
28824083	4	81,86,331,1638
28824092	4	81,331,1258,1324
288240b0	2	81,331
28824112	4	197,266,331,1046
28824114	3	266,331,1046
28824142	2	197,331
28824221	4	81,331,420,1630
28824241	4	81,331,420,1039
28824281	4	81,86,331,420
28824421	4	81,331,1509,1657
28824444	3	158,255,331
28824484	4	81,158,255,331
28824812	4	331,362,408,416
28824842	4	331,340,1039,1326
28824844	4	294,331,370,1039
28828248	4	187,331,420,1298
28828418	4	64,187,1631,1654
28829048	4	187,331,420,1316
2882b040	3	187,331,420
28840292	4	397,1258,1322,1596
28841812	3	70,224,397
28841822	3	224,297,397
28842121	4	196,266,496,1558
28842222	4	365,497,1298,1596
28842282	4	365,497,1291,1596
28842421	4	196,1512,1579,1649
28842424	4	21,447,497,1503
28842481	4	34,1512,1555,1579
28842888	4	187,358,498,1032
28844228	3	358,497,1298
28844421	3	358,1512,1579
28848221	4	21,420,1298,1579
28880815	3	27,1406,1654
288820a2	4	496,729,1275,1632
28884421	4	183,255,358,1649
28884828	4	183,224,358,457
28884848	4	186,331,340,358
28884888	4	226,358,1032,1632
288d4040	3	331,358,420
28940284	4	21,426,497,1302
28a80441	4	329,420,540,937
28b08204	2	21,420
28b40084	2	21,491
28b40204	2	21,497
28b48200	4	21,420,1033,1298
28c01824	4	224,451,1055,1503
28d00112	4	151,446,1598,1633
28d10012	4	151,426,1053,1487
28d11002	4	151,224,426,1633
28e82001	3	89,224,1653
29042888	4	498,1108,1172,1596
29114201	4	201,420,1345,1574
29222220	4	197,1653,1657,1658
29284081	4	481,865,1574,1660
29480842	3	340,1172,1326
2a012441	4	98,387,420,1376
2a012444	4	387,1113,1242,1622
2a042888	4	68,155,498,1376
2a081288	2	290,1517
2a280288	4	290,402,599,1607
2b002888	3	498,1108,1376
2b042880	2	498,1596
2b104201	4	201,361,1567,1574
2b114004	3	201,1062,1212
2b280088	4	402,481,498,1172
2b288040	4	402,575,937,1631
2b420011	2	176,1564
2b420101	3	176,184,321
2b800422	2	1509,1631
2b808420	2	64,1631
2b840022	4	498,1473,1561,1631
2c022222	4	197,1291,1484,1658
2c128081	4	359,445,1380,1560
2c128082	4	197,330,359,1215
2c140414	3	21,1559,1560
2c222024	4	197,246,431,1658
2c222220	3	197,1653,1658
2c480842	4	340,1262,1326,1635
2c810181	4	271,420,1422,1558
2d022220	1	1658
2d041401	4	53,1512,1559,1657
2d100418	4	94,1079,1363,1559
2d108108	4	271,359,494,1559
2d140018	3	498,1387,1559
2d200224	4	1098,1297,1407,1658
2d202220	2	1653,1658
2d220220	3	197,1657,1658
2d222020	3	197,1657,1658
2d408840	4	511,925,1326,1635
2d480802	1	1326
2d480840	2	1326,1635
2d800181	3	271,1422,1570
2d810081	3	271,420,1566
2e012404	4	387,1242,1282,1406
2e028801	4	359,416,1338,1466
2e044102	3	147,184,443
2e081208	3	290,1088,1171
2e100282	3	201,290,359
2e120082	2	359,1194
2e200441	4	50,387,1363,1416
2e208801	2	359,1660
2e881004	4	290,396,1215,1536
3000036c	4	1112,1116,1299,1478
30000c9c	4	1116,1299,1323,1480
300600c9	4	1319,1388,1506,1556
300900c6	4	1268,1300,1319,1506
30412211	2	1504,1617
30428828	4	236,1116,1298,1388
30444442	3	1048,1319,1454
30884821	4	226,943,1532,1664
30888884	4	226,335,1632,1654
31402211	4	143,149,1596,1617
32044288	4	840,1285,1299,1595
32248082	4	45,155,283,1319
32404288	2	1299,1595
32882028	4	52,720,1038,1664
32882408	3	52,1614,1664
34101488	4	170,1056,1331,1585
34224802	3	226,452,1321
34444440	2	348,1048
34482024	3	431,1268,1649
34820284	4	81,390,1299,1319
38042422	4	196,470,471,502
38118401	4	289,420,1331,1574
38202844	3	144,490,1116
38480228	4	839,1055,1298,1573
38888880	3	226,340,1632
400122e1	4	31,90,371,1430
40014127	2	1311,1491
4001821e	4	354,1193,1261,1284
4001d218	4	51,354,1073,1346
4001e424	4	130,207,225,461
4002222b	3	123,1630,1661
400241e2	3	5,302,1181
40027828	2	19,123
40028728	4	130,263,1112,1198
40028887	4	5,256,405,1261
4002b114	3	1,1066,1222
40041247	4	23,49,90,1437
400418e4	4	297,1043,1052,1279
4004481b	4	241,1192,1386,1661
4004d121	3	130,216,1325
40074222	3	1182,1267,1307
4008182e	1	32
40084d22	4	183,1198,1609,1645
4008b222	1	292
4010e248	4	111,1111,1193,1295
40114074	2	148,245
40114854	4	148,215,1039,1266
40118984	4	232,1237,1423,1626
4012404e	2	1039,1666
4012484c	4	19,1039,1082,1666
40141047	4	49,71,1255,1619
40141087	4	49,254,316,1252
40141d08	3	18,94,261
401420d2	3	164,291,419
4014e208	4	105,111,216,414
40191248	4	199,830,1053,1625
401b1208	4	94,395,462,1620
401e0484	3	285,436,1332
4020d844	2	8,1314
402101d8	4	274,1190,1308,1606
40214027	2	1251,1491
40214125	4	393,1325,1432,1491
40214a28	4	137,148,672,1117
40214c28	4	137,148,374,1601
40214e08	4	69,137,339,1606
4021a128	3	51,393,806
4021b108	3	1,51,453
402240e2	4	302,338,1251,1321
40247082	4	31,353,391,1479
40248071	4	23,130,1477,1542
40248425	4	130,1405,1540,1542
4024842c	4	130,155,471,1122
40264128	4	123,302,344,1325
4028182a	4	32,369,1179,1661
40292884	4	106,1237,1300,1646
402a4128	4	123,302,344,942
402c4128	4	344,407,697,1325
402e0128	1	344
402e4108	4	190,285,344,407
40312211	4	31,284,1456,1516
40312218	4	284,1169,1195,1606
40381184	3	305,1334,1646
40407828	3	19,123,1314
4040e184	4	55,220,427,1430
40410d11	4	1423,1598,1601,1662
404120e1	2	371,1477
40412268	4	19,371,1112,1182
40412511	3	1418,1598,1662
40412911	4	165,1423,1489,1662
40412d01	4	165,1418,1459,1662
40415218	4	37,354,1073,1603
4041c214	4	220,348,354,1408
40423828	3	19,123,1630
40425828	4	19,123,1314,1630
40426828	2	19,123
40427028	4	19,123,1314,1630
40427808	2	19,123
40427820	3	19,123,1630
40428017	4	164,256,1115,1267
404280d4	4	164,220,256,1425
40428328	4	263,1112,1298,1630
40428528	4	130,263,1109,1198
40428628	4	130,263,1298,1630
40428720	2	263,1630
40428813	3	164,256,1115
40428815	4	256,1423,1436,1438
40428891	4	164,256,1385,1423
404288d0	3	19,164,256
40443444	3	1403,1418,1655
404440b8	3	1549,1550,1595
40444498	3	1323,1549,1595
404444a2	4	316,379,1253,1549
404444b0	1	1549
40444b40	2	23,1527
4044b440	2	23,1655
40461184	4	273,1238,1334,1540
40481072	3	22,164,1196
40481158	3	0,22,1107
40481e80	4	205,220,437,1517
40484285	4	220,1419,1501,1659
4048e180	3	206,220,427
40494441	4	82,1036,1433,1501
40498828	3	118,1179,1313
404a2211	4	400,1538,1617,1630
404d8808	2	118,155
404e0211	3	23,400,1630
40648111	4	23,117,279,450
40702488	4	74,83,432,1332
40782408	2	83,1623
4080e812	4	105,206,221,291
40818194	4	254,274,464,727
4081828a	3	51,1175,1284
408410e4	2	297,1425
4084401b	4	105,241,1289,1501
40852488	4	51,314,727,1555
40872408	1	314
40880b28	4	175,347,1112,1373
4088182c	4	32,175,1077,1328
40882407	2	112,334
40882a28	2	175,1664
40882b08	2	175,223
40882b20	4	175,738,806,1664
40883222	4	278,292,882,1147
408842c1	4	81,1501,1580,1659
408842d0	4	38,571,960,1501
4088b220	4	129,292,615,882
4088d408	1	1614
40912211	4	108,284,291,1373
40928828	3	398,1111,1178
40a12218	4	284,1068,1122,1606
40a28828	3	155,288,398
40b01184	4	211,305,1302,1334
40b10211	4	284,1373,1434,1516
40b12011	4	284,291,1398,1456
40b28808	3	155,398,1035
40b44440	2	1034,1035
40c14128	4	37,153,630,1109
40d01421	4	171,1508,1619,1630
40d04118	4	37,211,1114,1373
40e18404	3	194,1218,1398
40e41208	3	117,272,1035
41004788	4	263,339,1181,1295
41007144	3	421,1043,1437
41008e44	4	23,205,1295,1436
41010782	4	339,439,1253,1481
4101084d	4	148,205,1328,1566
41014681	4	107,339,1410,1435
41014832	3	148,1270,1303
41014868	4	148,1182,1328,1499
4101b880	2	51,165
41021494	4	94,893,1323,1340
41032121	4	393,1369,1492,1620
41078104	3	232,273,349
41087104	3	7,410,421
4108812a	4	464,494,1198,1490
41088c44	3	62,205,1436
41088e04	4	182,205,220,1521
410b2021	4	1313,1431,1500,1620
410e4088	4	285,1172,1324,1556
41111111	4	94,114,279,1311
41111112	4	94,114,1310,1311
41111884	4	51,444,1328,1499
41111888	4	51,94,1328,1499
41112122	4	393,439,1311,1620
41112211	3	284,419,1620
41112212	4	159,284,419,1620
41114281	4	59,201,339,1499
41118441	4	23,1553,1622,1624
41121412	4	73,94,159,1645
41121414	2	40,94
41121448	3	94,199,261
41122222	3	73,159,1620
41124118	4	37,94,1042,1666
41128182	3	73,464,1490
41128282	3	73,159,1440
41132021	4	1332,1446,1533,1620
41142112	3	419,1042,1335
41144214	4	49,216,419,1114
41144218	4	94,216,419,1114
41181184	3	114,305,1310
41181818	4	2,32,94,252
41182228	4	198,360,466,1620
41182288	4	51,198,419,1620
41182828	4	252,369,1279,1620
41184148	4	37,421,1490,1505
41201b02	4	227,456,1169,1227
41211412	3	94,487,1643
41211414	3	94,487,1643
41211441	4	487,1553,1643,1657
41211442	4	227,487,1553,1628
41211444	4	205,487,1553,1622
41211448	4	51,94,487,1553
41212441	4	225,487,1513,1622
41218224	4	137,388,393,444
41220b01	4	456,1312,1365,1407
41221118	4	1,94,363,456
41221221	4	456,1040,1630,1657
41221248	4	29,94,199,456
41221812	4	94,405,452,456
41221818	3	94,363,456
41221841	4	456,1039,1312,1657
41221848	4	19,94,456,1312
41221a08	4	94,456,1082,1085
41222448	4	19,94,133,225
41224148	4	225,302,421,456
41224421	4	14,107,225,1657
41224424	4	87,158,225,1657
41224448	4	94,225,1034,1036
41228448	4	94,225,263,1312
41240261	4	23,31,272,338
41241484	4	74,385,487,1555
41242128	4	203,272,344,393
41242228	4	31,36,272,338
41242844	4	106,205,272,419
41244118	4	230,407,468,1543
41244811	3	148,285,468
41248144	4	23,222,474,500
41248212	3	23,36,222
41248214	4	23,36,222,1297
41248218	4	23,36,155,222
41248882	4	155,222,285,1276
41251041	4	23,487,1394,1475
41281482	4	305,391,481,487
41281822	4	32,369,456,487
41281828	4	32,369,456,487
41284211	4	99,466,1501,1659
41284212	4	99,466,481,1645
41284218	4	99,230,466,1659
41284828	4	148,285,369,466
41288248	4	23,205,402,1490
41291048	4	51,140,487,891
412d0401	3	487,1394,1444
412d1008	4	51,487,1073,1356
412d1040	4	140,487,704,891
41308144	3	500,1057,1210
4140028e	4	220,1175,1253,1596
4140201e	4	195,1191,1293,1296
4140220e	1	1596
4140221a	4	400,1191,1193,1596
4140222a	4	272,371,1184,1596
41402d01	1	1662
41411184	4	51,195,273,339
41411212	3	354,1603,1628
41411214	4	195,354,444,1628
41411424	4	53,138,444,487
41412111	3	195,279,1662
41412114	4	195,1296,1524,1662
41412118	4	37,51,195,1662
41412241	4	23,202,371,1628
41412288	4	51,339,371,1596
41412812	4	101,148,221,1662
41414481	4	107,138,339,1036
41420813	4	256,275,1115,1443
41421184	4	195,273,456,1334
41421444	3	94,205,1036
41421448	4	19,94,263,1036
41421484	3	94,107,273
4142204c	4	19,1060,1066,1110
41422422	4	169,225,272,1620
41422848	2	19,179
41424112	3	153,195,337
41424114	3	153,195,337
41424122	2	153,302
41424124	3	153,195,302
41424884	4	107,256,267,285
41428418	4	94,225,263,349
41428812	4	164,182,256,349
41428822	3	118,256,398
41428824	3	118,256,398
41441184	4	195,273,389,401
41441811	4	20,23,117,401
41441812	4	20,117,401,475
41441814	4	20,117,195,401
41441822	4	118,216,272,401
41441841	2	23,401
41441842	4	23,401,1326,1628
41441844	3	23,205,401
41441848	3	19,23,401
41441884	3	273,285,401
41442424	3	130,272,431
41442428	4	130,272,1335,1549
41444122	3	153,216,272
41444211	4	23,354,400,1114
41444441	4	23,107,1034,1036
41444442	3	23,1034,1036
41444448	3	23,1034,1036
41448141	4	23,500,1490,1635
41448144	4	23,61,195,500
41448181	4	23,273,464,1490
41448248	3	23,263,1298
41448411	4	23,130,349,382
41481128	4	22,153,299,1490
41481148	3	22,421,1490
41482181	4	65,427,1490,1513
41482188	4	51,65,427,1490
41482218	3	7,182,400
41482411	4	7,112,400,1662
41482848	3	19,205,1623
41482881	3	206,285,427
41482882	4	231,285,427,1596
41484121	4	22,153,466,1490
41484222	4	153,185,442,466
41484412	4	7,481,1036,1645
41484888	4	285,1499,1517,1595
41488484	4	62,205,220,1280
41608144	4	23,195,500,1090
41642028	4	272,1529,1549,1586
41708140	2	23,500
41710042	3	304,500,1628
41710802	1	304
418001b2	4	464,1190,1198,1481
41801829	4	3,347,1328,1582
4180182c	4	32,1085,1293,1328
41803144	4	421,1043,1264,1296
41805144	4	331,421,1219,1437
41806144	4	331,421,1068,1296
41807104	4	421,1068,1219,1296
41808194	3	195,464,1296
41808c44	4	205,248,1328,1436
41808e40	3	23,205,1579
4181004d	3	1103,1328,1566
41810702	2	339,346
41811144	4	161,421,1103,1328
41811422	4	53,171,487,1311
41811805	4	161,1328,1360,1415
41811821	4	148,161,1328,1615
41812442	4	112,221,421,1622
41814282	2	339,1307
41814821	3	148,1328,1656
41814822	4	148,221,1328,1634
41814828	4	37,148,1328,1499
41818112	4	279,464,1103,1490
41818222	4	388,438,464,1284
41818881	4	51,464,1328,1336
41818884	3	51,464,1328
41821442	4	33,94,405,421
41821448	3	94,314,421
41822284	4	116,179,346,1296
41822288	4	51,116,179,346
41824112	4	12,346,421,464
41824142	4	33,302,331,421
41824224	3	38,116,466
41824284	4	81,116,285,339
41824422	3	225,1281,1509
41828181	4	12,174,464,1490
41828828	4	179,398,464,1328
41841484	4	20,297,487,1555
41842121	4	196,272,421,464
41842128	4	272,421,464,1289
41842222	3	272,365,1596
41842228	3	208,272,365
41844142	4	421,1034,1289,1527
41844218	3	20,105,1114
41848248	4	23,365,1035,1103
41848484	4	130,286,464,1555
41881212	4	20,292,395,1580
41881221	4	437,466,1580,1630
41881222	4	185,292,466,1580
41881228	3	175,466,1580
41881281	4	305,437,1501,1580
41882428	3	112,272,1620
41882488	4	51,112,1555,1565
41884222	3	129,185,466
41884228	4	129,175,466,1659
41884421	4	112,334,466,1501
41888112	4	56,182,464,1490
41888121	4	265,464,494,1490
41888842	4	205,221,340,1490
41888844	3	205,340,1328
418e0042	4	133,242,285,1172
418e0802	4	101,242,285,405
41921408	4	94,314,1087,1147
41a42021	4	31,272,1343,1582
41b02201	4	29,31,272,284
41c21048	4	19,94,421,681
41d04018	4	37,94,211,1114
41d21400	1	94
41e00424	3	194,272,1109
41e40024	3	272,1122,1540
42002472	4	1184,1198,1269,1609
42011454	4	261,1263,1541,1602
4201e024	4	111,207,1269,1554
42020e12	2	69,405
4202a111	4	1,1332,1366,1513
4204081b	4	155,241,1603,1661
42047082	4	353,405,1301,1476
42048322	2	429,1170
42048819	4	130,155,241,1366
42072408	3	19,314,1332
42082407	3	334,1332,1513
42082446	4	205,334,1300,1513
42082b08	3	19,175,1513
4208d048	2	111,1614
4208d408	2	83,1614
420b8280	4	79,220,527,963
420c4118	4	175,407,1107,1368
42101232	3	49,1311,1507
42101298	3	94,211,1507
42101944	4	261,425,1043,1266
42101c44	4	205,261,425,1405
42101d04	4	248,261,1240,1405
42110232	4	284,1311,1487,1507
42110298	4	284,603,1507,1606
42112482	4	319,461,1332,1624
42112828	4	19,146,319,1620
42112881	4	88,319,1332,1336
42118411	4	104,382,1332,1624
421200b1	4	302,472,1332,1507
42122484	4	192,399,1332,1666
4212b001	4	1,111,233,1332
42141144	4	49,261,425,1633
42141148	4	95,261,1035,1633
42141288	4	49,155,257,1507
42142228	3	111,146,1507
42142484	4	44,146,419,1332
42144824	4	146,216,440,1666
42182488	4	83,96,198,1332
42188814	4	220,252,383,1521
421d0041	4	380,407,1513,1520
421d4001	1	407
42200472	3	1185,1198,1609
42200474	3	1293,1541,1646
42208454	4	192,555,1436,1541
42208464	4	130,192,428,1554
42208470	2	555,878
42208858	4	19,155,381,772
4220a111	4	1,235,279,1513
42211284	4	135,220,280,1507
42212128	4	393,1513,1606,1652
42212218	4	284,1037,1606,1607
42214248	4	46,47,111,1606
42218811	4	79,155,279,381
42218812	3	79,155,381
42218818	4	79,155,381,1606
42224811	3	14,69,1039
42228112	4	1,79,126,197
42241144	4	227,261,353,1513
42241244	4	13,49,353,425
42241248	4	13,155,353,1035
42241821	4	155,353,1325,1514
42241822	4	155,353,405,1514
42241828	2	155,353
42241888	4	155,163,353,405
42242412	4	214,317,350,353
42242422	4	146,272,353,1652
42242442	4	353,1034,1513,1655
42242482	4	31,155,353,1332
42242812	4	106,155,353,1661
42244422	4	353,1034,1325,1509
42244442	4	46,190,353,1034
42246082	4	31,155,353,1476
42247080	3	31,155,353
4224800d	2	130,155
42248019	3	130,155,1384
42248031	4	130,155,1325,1542
4224804c	4	130,155,1035,1107
42248054	4	155,1107,1263,1541
42248058	4	155,1035,1107,1260
42248064	4	130,155,1255,1554
42248070	1	155
42248184	3	155,220,1334
42248188	2	95,155
42248228	4	130,155,1040,1298
42248288	4	31,155,220,257
42248421	4	45,130,155,1325
42248424	4	130,155,192,312
42248811	3	155,251,381
42248818	3	155,251,381
42248828	4	118,130,155,398
42248881	4	31,45,155,257
42281211	4	150,437,1507,1513
42281214	4	150,220,1507,1646
42282428	4	83,1513,1646,1652
42282448	4	19,83,1513,1623
422b8080	4	45,79,155,220
42382408	3	83,1332,1513
42411482	4	273,405,1602,1603
42412222	4	207,371,1429,1603
42412284	2	220,371
42412414	4	207,1524,1602,1662
42412424	4	207,371,431,1662
