source_index	toggle_count	clauses	coherent_five_sets	formula_sha256	core_bytes	core_sha256	proof_bytes	proof_sha256	solver_seconds	proof_check_seconds
95	15	57089	30276	e74491f6329a7a703bc7e455b84181f2363700acb6dc81f6eb6d4e79ad43f2b5	6454	70f1c9057a4028f1a11ad6b93fdf1b3757692d46244985a8a8c6f19f1fcd1ac9	9189	e7c74d51274be5f7bb06d1c3869a73502576e24a2c5d53e0de7fb52e5274bc11	0.14729353398433886	0.28354353600298055
96	15	57118	30349	d65c420911fb1890f78daa80239e35907535f49b2f147a672b75f70dcfa12275	7753	f3ed0f5eb2320eeeb168a6f3593f021cdf055524bf7530392533d526842f2803	11198	4b11a11fb3f169e3a64cbb438cd2df3845c3d877e4ffaaa410007636cb737dbe	0.195414918998722	0.41039311699569225
97	16	57052	30297	861dd735859adaa70c7c40448ddb80779ca98665a391febcf76495eef81b154b	5425	4585a2ca903c2b049b31782573b2793630e2c375481d949c6ff7909bec5460a7	7689	8154fbbc24d76273d8bac74e33be3b86c38537be10074303ee99e230881766cb	0.11430681400815956	0.2650183819932863
98	16	57091	30297	66d885539b0496a9a30469f2ec4792997f10c774b0d6e5ff017465eb8afb1983	5790	a3ad138bed6ba39b412982128651de22b71c4ad65ae3d4af37fb3c9e7140839e	8351	86e54ff3cefa2f770fd75833d6b5487565e5bfb4e39dc8d6425c05f27ec450d0	0.11506405399995856	0.4043553929950576
99	15	57129	30297	048b97c8484b3ec4987c56cf9b770bcc0f4275bf23cf21b9c36af466ea42ed26	6689	14508d62ef620e3fc1e8ed740c59fbf2f72e299c4abe81ae9f8bb80dcc14acf8	9767	af528b636d8a108adf5ac0fed1d2bf84225394907d57ecdc2af436788351bac1	0.11729624000145122	0.30305578399566
100	16	57001	30225	53e47d2736f6126123e118192e75ebba78f0d46671a5dc33721053ea3dff8efc	5472	acf3cd1267a0e5885dbbfcb02cecead14559ca48881922da52baf6b72e269226	7812	b052dbcf2db6a2ce1d1229c0b1f2c872d8137c4c7cc18cc6853650a5f62038fe	0.1144706449995283	0.2561085910128895
101	15	56783	30194	9d890df46bb3b66d5a48e16e3f55df73f6ac2c7136da9d797fd7904630fa58f2	5817	5f6481706aee896a44507b097e175e94214dfa73f32ae9e7caf2ba9ad827dd30	8573	dd4df6076b8e6b70c072ee126385ec64ae56f7dc7906d7831feb99ab62edfba4	0.1586633060069289	0.4640836149919778
102	15	57027	30328	f31706781b87df8e71acab9deb69ab8cf837d5307076e9ef7227e27f04ac3071	5670	9217a50580a98b67d0df436d87d0d90bff33eb4a3c65a74befd42361e68db4f9	7539	fa9250f51e68e36a7be26520ee9167bcff99da0d6eef5a6699f2082d25396062	0.13634160297806375	0.3048997190198861
103	15	57041	30319	0954bf1ef51400868b05e9f21b5dc7d6dc75eedcb0451d43a8b5817a021ebbfb	5373	fa4a496a1976ba26e52c60229caa1d56e719d05612fcb8ff0af8a5201a32d8a0	7189	a9d35656965e99994b78f3f9850625eca1120ea3c99d8e136dab0fa9c6d3ac3e	0.12776747401221655	0.2920995760068763
104	13	57204	30355	af5d9e209298c74a6e2b693ac92b95fdc4c4ffda0a0e3173d765713277e7f738	7207	140f6672e7f207c5683c71c181639278e32e7e503ef269c41fdb1269e7edc14f	10360	a969229f462a245784f88bb15d14ce0fd8c7959f3680f25c571208e726b2c903	0.11526327198953368	0.2990135040017776
105	13	57387	30451	f6662a765457f943f3f5d25d7814e8aaf2d4ba24c81754e3f64e3f70fc607373	5998	fa6bef0b042a35bc617452ca905a5f8f1d00a2f8c4e71b15bc2a84f6f1498ffb	8747	0cffb28ac4bf1e8c3aec56c882d9f1c6aac8d98f928c9247f8b045f234afa480	0.1688280669914093	0.34706713899504393
106	13	57305	30418	604b209db2f489702a393c47d73cae9c29b2306446074c1bc331ffef5facb772	6824	cfcda99f6070eb0c1d8945165ecb11af9ccd85c3954adb007b40949899d9a88a	9767	1dcec4b641f3d1ce777cdba43bbc31eeab1a03d6ca3713777a9fe659a18984a7	0.11691929199150763	0.26692043102229945
107	15	57008	30351	6c7b5722aa88240667814f8bdea23b51742ea801d19ae7597b7f1faefce7a1cb	6891	0d41c50b9eb9a45b33d075bad4a5604d3e1ccad129183ea658df395338e68681	9952	68c6230222dfd9e4d9f1a3239aa953baa053bdca2a2cd08a3710c41244b4732d	0.24996751701110043	0.3249812499852851
108	15	56936	30219	51b76e8c0ae893e2845008e25ac1ef19766a8b3f2a412ae33a06b78efdf5e495	6825	777ee55a4ff5fb140c511ac19b72e88a7e3148a1fb8056ec1f204a350ec8af41	9887	b8311ded33bf4467c46c0d6a73dc2a966f2f878bfcef79681fe23e42ae744929	0.11690546700265259	0.2860409819986671
109	14	56795	30173	edf36484ee8c349f078c771dc39ba633654f9be356ac363b9fb19280ecd84ab8	6727	5fc54c8ad1771cf09cf8a6d2245286d85da1293d62788a671e8ead147df427da	9675	79e2d4072c868d79e176703e4effcf133aa5d54fd17bf4b257984294d1574a8c	0.1560585160041228	0.27974304600502364
110	15	57178	30361	6f6ea3b0496db4b0fac0444bbf61189584cba0d9a046045fbd81afad9f3cfbb6	5004	f4fdfdf6348635fbd56b248cc2a94b842fd701d19c1bbabf067d086128ad3693	7161	2bd2031f69f92165fbae1d059694db7d98813815a1533f2e612e60e43c233de3	0.11989624600391835	0.3216860969841946
111	13	57402	30452	6615807da7f94b8d0f5f758a343aeca0a5a3679786d7010da32c62b6e3bfd8b6	6597	95f3c62939c4e3ee82e779313dfc1c8a88d6bffbc02e0ad76a94518f5822654c	9448	b32bb731a0bf8a574d2a604e3eb1236eb1c73e09b2831981fd88aa8240484887	0.11516457199468277	0.2829934479959775
112	14	57236	30344	ef1b8b4981e7f5afcfb196545fd693f1215eef0376083f5ded4b9e917ca4bfdb	7476	3eac63efdc3a6e36835c0d5e1aae7c21a0913b5f76bb5e0d2bfac1a313ffcf4b	10610	2a1e9faad2546829729bd5b2305e34f2949b56d4bf22a499cedb62c70fc88b08	0.24239953397773206	0.37545681500341743
113	13	57266	30426	f0e24ce47e262f9991a8da75d4ac6b2112a56d6bb0dffebf303d626f4d4fd51c	7277	c7e9a8c1d5bcf74ddb4d006d7d7fc38eb11bf45e3c2f0801cf09d9f756bba8df	10491	2a901008afd82e37b2704ea5ec0b0999eda8269dbe5e912f825cdcc4aa57b096	0.15403114500804804	0.27216795898857526
114	14	57101	30356	4366509f2abfc04f3e52a0cea358fb7aa2d1181841ec3f15339e741c6623a70c	6320	66f0a30f73b85420d310236899a980cdea34a0bb49ecbf4fd2929eb9ecd1a885	8418	ce648f66492b1296114342fce761f82cb8f7038891c54a5c0f6cebf724fe0c43	0.11643438099417835	0.27544260400463827
115	14	57040	30314	4e96af0c914c2cbc66df70dae2ec5d673f5241aa47b34768df07fb62b5332172	6790	a0865cabd0bd54117bfb07f18eedc208591f621921c7afc21d1efb9fdabd3a6b	9784	40c0b8790423d4da9a7875fb283b05e210c565326cb2de5072345b7b1dc12cfd	0.13958329500746913	0.30875565600581467
116	15	56903	30258	4e58a930e5021a919c6b1415ff27458d245be4892922b4290c6a1f4e246883bb	5458	5e7954781fa7e38ade0c16913fe832f25bc1d193301ed4f40eb87fb643a9fac3	7549	17b0c02cd8c550da2704f09751f41d7475c2501865b9ef3c235af980828268dd	0.15899623098084703	0.326139331999002
117	15	56983	30351	66fbe58a2305def8e21a4cb7a5432024736938a9e7c7bb999c1bddbb9b9c9857	5801	a5ca3fd99609ca9599ff99838080bc045094080b1f541d91e39eb03efe8f4cb7	8185	870e088d7bff2f78a4b2db8f048a5f406532e1d09c7b654238989a15c7692dfe	0.11709071201039478	0.36201840298599564
118	16	57077	30308	1aaadbd2018cd44b90edaa8261dd96b4d7895f4fde317b984784c0e63d6e2c4d	5823	17ac4cdb3aa8c9e2eb6b49d6d42c5d26019be464014837354ebbee46d90e0401	7872	a61a542ceec5c359f86b085baeef6d06c7aba2653a49376196c6eccc735a0c50	0.11588091400335543	0.26368166698375717
119	14	57142	30325	c431701169f6d3416ad49a8acd77eb7d9bc23768dcad1c10add87991f53e3e6e	5391	17f5ed13d543d5881a8308de50e38d5f2d1ac6569afb0e712ef2bf7f00501972	7545	25239cd6dfe317306d4e9976dccdd455a70091f6e0de46c07231437067933508	0.12594194599660113	0.312642375996802
120	14	57085	30312	56abc02245cd7232282fa39493986e47ad4d98314b63985fd1b9dbd49ac7ff6a	6194	fb80e0d86cb6c750a6df8ece1a25fbf385051d6642359dfff4f48b4f9bc09404	9462	486dc43ea43eea5a7edae32f1c84cd5ed746b4de42f680678baf42095a1cdcce	0.11886674701236188	0.480571918975329
121	15	56998	30266	11df2f195ece0cdde9ee294bead32f762d4e5dad2822d689f4a392d459f0749e	5034	780f7ee4316207879e6e6fa2d030378625246cd5f32bcea9d36922da81d6f885	7217	466cf49151b751abfd92d22277a4bef1293f808acd7bbc30f24a1c448ed3fb87	0.25302890699822456	0.38304192197392695
122	14	57217	30356	89d2f452ac218facc549e6789175fbd5c41871c7cfb69f5e2ee0687e3e955358	6184	3d0669baf14a2903791aba1f889a09f9e8cd0b2e172bc43c0e2f08facb4b3720	9027	49e72bed7894c82b01eb9e37960ddcdefa1d7eea4205af5d39e4b0c178cb7d5a	0.13642913900548592	0.2866793689900078
123	14	57115	30313	809a60b37b0d1b2cb4fbb920c56952504a9778d9f489d1d9f1fcfb57a3b9010f	6464	5b2db46b9111e7793c1718e875d5a8dfcb2cb1867969b73c2018228a03ddb3c5	9295	9a1fc863295fc553199b007b9ab29ca37bc2233f6b108e4f1c82c672ef21d962	0.22339224998722784	0.30710973200621083
124	14	57191	30350	8b02d1f94c814a90cf0a55c5c17056a6c2079a11e56a0e15828ef0985a401366	6042	225f3701752f758d655e39df66d4687e776b0dd4e3e4c1a3903e6ba1dddfaf0b	8973	ee1aeb28ba7cba09ed14c152984406e6b42e030eee3d2940ebbe9bb86635ea6e	0.1410526959807612	0.264937980013201
125	14	56934	30312	9fdc86b9e22b8064dd55b677d7a2b66d5d977aa6c202686876e372edcf33a816	6087	d0ed5abf111d4730d301a8b1a5a9cb69fd0f6fd268c9c0271e1f271daacf2d9a	9216	efe7b5813d38436bf337a37dc6bfb5f2e97ec00585d8a864f0e15f63430d3f91	0.11959710100200027	0.33606126700760797
126	15	56983	30305	6029f310452f84bbf5e4cb456f66b77b6f270dcd186cfd0cfcc7e419e5c71d06	6498	718aada9d556e1df9914a8d62b5b2df1d96a978935ca3964440b2677defe22dc	9168	0d6fcd475950e5e904ac1ebfc5cd4a524e10ce4cb5f766bd9e0db54b3b9f2e72	0.24542467400897294	0.3099620019784197
127	16	56886	30254	fcd03f5eac02fda0c351f58b6a5ecf9a26920429f69666d47d5dbdc0e293c80a	4954	6230d8bceead7ec66c40d6f9cebdc9c26258b62fc1430a3ea6d99ee301b7fa80	7154	df8ed464869d29cc94ab4d8c4d8c07dfce43f265e7e0268a1c045fa570ee081b	0.11088068099343218	0.3337458410242107
128	14	57029	30338	080daa1982cbec13b82cfb4c8e494a2740b92110dc312015391e3ff84eaff63e	6165	81c99ec6f616436375c9ff1ee87cb94ca12e2b543f30ffd7cabe3c1bd9f5e311	8638	2febbe7cb4276a053c6672ddb88de928e88969ba03607ee50a2c4bf725169951	0.12619790399912745	0.2622735379845835
129	15	56741	30194	a797856e0309df65b54e3b99f0288f35cf0a7e8e82cd7ac02c38e299542c467c	6563	fde961c8963ee995e8c58375d891329018a277687ecc0ae57a1b1eae7ba154ac	9786	566ed2a125e8d12563a05975b6eadb9c61c2510526fee9e76a39a31072ce6528	0.21171233299537562	0.3907375169801526
130	15	57204	30332	1d26499dd1ce1efd5e7401395d3b8fb57e2ac1dac9d1b96ffb10bb9a7ed5adb4	5642	61cf9d8ca8e5a07a5384e624b48a0a6f86da59ac70c83faf9a61701d05485a2a	8274	90131e2be4d7909e0cef3d420ed6a69321114b8fa302863e8e94b881b45fddae	0.12274327100021765	0.2640534270030912
131	16	57061	30274	5a26c93df53c49f9e93ee9c2c46fe3e75b273803633ae281c3a3b8e7c78166e4	5378	adae0f8e9df7305adabfd4e792cb563ffbf5c170ff4b7eb84f67b9f3c71948b6	7513	8b57276645e868c3920865bc544f21f9e8ba284ef68e30d862b879111daf9c67	0.14859626299585216	0.26491614498081617
132	14	57013	30306	16216ca3a4aa726ca48dd040e595a41158d4d2c90a76a1828274c0265fa4d167	5578	c8942817b847a6621bbf1f02c603c6d526307a895802421ffeb68d1021179d8a	8084	1b1da607861b592d0d927d4ebbf93581bc9649748261bd394bbcddbcb25f854f	0.13045816001249477	0.30393146301503293
133	15	56868	30246	f4bad8bb5a1647a5c993167a8c055e4366c531642936476846fa4ba980da8c00	6954	e2f481c7399547c13ea4277946c5a079b71187d02cb4f1ed1616e60f7f533aeb	9879	1d24fd447d018382668e4de5e6701419c59c6eeb51617d68d6a5feee0f544c55	0.11559881799621508	0.26004771402222104
134	15	57015	30341	b8d3f95fc2f2385c25d3695256f51bcd2e98034ac68b7d5d1332730adf5463d8	5227	741c63e4f513be626c42f86956f7df345c881e0e02e72344ff93739e4548482e	7227	9842a788fe1c37496227713d4784901acbe395b466fb7c2628b2f707b2753f77	0.20203124100225978	0.2642139570089057
135	14	56686	30173	77dc877269d1676400af30ad35a32f98031dd0fca05fcc6e01e11e492d21e107	4722	c982f8c42b860b7006f97678d51aada7ba6bb439c2f44fd6de66b4bd46a88719	6821	e19c0342b0c69896d6f8eccc91b997dc06309feda38940e4d8b924af649b555a	0.11305692899622954	0.26549049399909563
136	14	57113	30356	9ce2d0fc4def744c4adec8222d0a1163b8047edf5f633ab1171a63502bd7a628	5630	191df47d7917d4d2d31e5f0680ab7002ae9cbd763ec8ede8919be62b8285fb37	7645	9798a483c4ea5f13ff30bf330573a73f714671d340952b5f7debce2ecc515875	0.1125770480139181	0.2931264749786351
137	15	56898	30246	6e23e8c633c89fb0ce4817e3bd0a71bf87f8de1124570437bb55a4aed9f46032	6444	5f3709c09f4e8203a6df9d5d40291744ea007cf9568833f8614234bbae42936f	9364	88ec727dd15bbb56d8580f06ae57a9462bf59e81e1f19aa85dbbb3b8e0440a6d	0.11361333401873708	0.3723232689953875
138	14	57013	30321	f43eb38d31395712d7285d19e6672b691bb4c3fedea128cb05fb5b36e1ef5fbd	6767	87a3ca43c61f32239b56092b88d37bdea0857be4b9a636a28b6165d56ba0194a	9595	2ef8d69026e21bd1528be9bc63f17233394455675b46d1a851a87edc6afb7636	0.11480733100324869	0.4994990150153171
139	15	56868	30266	75a56f28d3e8097649b9f5380d2ed2e886f939efe8f08f414b0da477e9dee834	6468	70ccf6f5b768b53ba6d65d1394c5824d8039c97868de8e08e3aac868df0db59f	9179	180621c70888a8a17ff7143c9ef9d43d17eb34c567d9eb07df9f2254b1f4af1f	0.20412260899320245	0.3302942939917557
140	15	56938	30258	c5cb315206554f25116b3d181a24d21d4fb51c20ba5067963700068e8b4161b8	5670	9b0f8b4fa4556fd202dd066107c84f2386228626ec2196f768fe94ed666f34b5	7907	363402001d34adcf88b551079b9ec955cd0ae753c4ee13b100ba7c8436493ff3	0.24651433300459757	0.3721908580046147
141	16	56905	30254	8b12f1b049dcd935754d0a89673c19b02568019583947eb470dcfbc487beb0c5	6310	875a783af95e6156ad5f8da82bf03f24e367116c36433b0d9670f87a484c4f1d	9452	d0db63443627e9420a96a35f97558e8c2c145709364b317a6bfc38109f9f1707	0.11438953501055948	0.3964071850059554
142	17	56828	30213	f06c772dfafc108eef42c2d4f97f984f90c3d8861263cf5b52a632d9a48dae36	6064	b228d785e9f70b20e50bc491bcb830f407eaa0b3b4f91dbbf367de76aed4364d	8796	ef4d110472dc1d973017528631fccf0580538a777ede11e319fba1f5401cf89c	0.2685904990066774	0.33300416500424035
143	15	57057	30341	6dd48645bd50174f9048bf88debdaa796d913af534e838869d5c4d099cb8ee85	6415	7ea0bb7a33e56e1c316d2f489cf61e0e420ab456e047ea1f0cc63b037b6f944a	8981	0f1e33da602c2c6688a7ebbb7bec7e980967098acb4079d7377663d4ed9fb9c7	0.11523352601216175	0.40546718501718715
144	14	57005	30289	14c398b7caa1638179282bdbc1cc5182635d99f674260798c2120222576e906d	6015	af8ebd04c7870c41f048565ba6c5bcf30a904fca7c6d14f753076cc0efa85c4e	8719	abaf68bb405bf1469a15ddf5cd2b17420dae2fb4a96e8324bd6cf0bdefa6dce3	0.1134621000092011	0.30995653598802164
145	15	56860	30215	df01e11dfd35a52533ae52c20213cb98b298866d405cb1b087732c5169120e37	6305	0f6fca90ea8e46dd4ef0f53ee85982029f6afbc0c0769eb99a75ce8b9a43baeb	8979	f76e769c7c9356e6d610acefd8bacb25ebbcf1b4eebb38d80826766aa15efbda	0.11402587799238972	0.3889924919931218
146	15	56788	30194	54338e21f98645f783bd413d2f32344c8aef03a29de2dec7966a2d914cac14dd	4598	4a4a8b5a54b4f90d8b4652347d67330f70b9c6ce4156ed46beb4c2a6ed6da461	6548	3dad43d74cff863ebd237018a21c24b66f9465c00b5821861e3d71c8c2cfc9de	0.15734537498792633	0.5071695579972584
147	14	56765	30155	dfd67e0b80768fdc1e0133eb8b79551a8e5b3420ed6e1bcbfb9af113ffba89a5	5575	e6aa2223dae3ff00cd629807c422429eb33f5f560ac1b2f5203d5629fb597830	7995	effd36c66aa274012a4958c00ced437e7a6e0dc711635b29e2e51766719c1aa3	0.11318365699844435	0.29409528299584053
148	14	56888	30233	08a67be34fc9e93afcbb949bf0075badb2f141a75ed35ffc8ae0bd078a53a7a3	6530	ea02be823795abe79a96ab5d351f05c7507bf450609831cf1497ed8dfb4a2ad2	9351	90740c43fbd7592b42bd982e1dbe12fc63727306efbff82dd2d474f9d757349f	0.1978528480103705	0.31135449299472384
149	13	57078	30289	bcdb23bff2e183adf360500d0eb3e16471fa6f1355b9fd1bf290926313e708f1	6032	55d0ce686011fd41e55139c0d4a6dff01888edf8d9174ab83c88fc541c6573d0	8696	178f6db93075f5af30ee62b5250947fa95839cce92f94f50a7b9e2cfd8c47ae2	0.1948580500029493	0.29825122698093764
150	14	56926	30192	22a2dfe65eb1471ba0799ae0af6cc2a8e8392cc102a66b8354f3836883c7480a	6730	77895de2732b6164a0dbb8fba95f65689bea581b996787445bb95a2156173299	10090	655ddb0425908d523a7765f75b1aecec1e6c2cacae35f736d4faa952fcc584dd	0.17575466699781828	0.3614052690099925
151	14	56738	30192	c7c82722bda322097d3fb1567d97a941f739bca0f0a769c0db3d938543423423	7129	a3aadcfabf8be5ea40fcb9edb0219f3ed88d8b19753edfc2f4a7e501e2450135	10231	ccfbfa3b695b6e9c71970595bdc7fa9065bc6702b3c72488c6d2ccebf80813aa	0.24839686398627236	0.35498122801072896
152	15	56578	30109	bbddac17d7a2f7bbf16d70cbe8ca47c05848013f4f55dfb7cc0831ccfde5a9bc	7198	0f5bec9b627e34eb49081fea6d2a4ce8ad2259e5ce389d5ee78d9cf40f804b96	10927	fd1809c8b69b0e25d3980eed4126f7947051e632b9a5c906204027f4be30d2ca	0.11250667201238684	0.3283190590154845
153	14	56962	30298	a50a796ad3ac7d39fb761e0366a9d035722317dd7f3a25322727e09c2b11143c	6606	755e4cde9a2b8faba0298761b65e971b4a7f02b5c103867282733989d8c067eb	9495	1ecaf22c443bdc2373c00cd5672330ca80086e1ca532fdda4c9fb34efd34baa4	0.1120630809746217	0.3291770399955567
154	15	56891	30242	42d8559a7bd1463bab48d63368d079c75578c7b07bd4ed9ea010a194198bb612	6670	d879493ed0bfdaf7d4bf8abacd61d1f06f3630874bfc6f815ed61008a7264b32	9505	d89a5642c902e6c8ab0dec665cd61c8aa655330b4bf907cfb7900e1687ff50b8	0.13171608999255113	0.302854021982057
155	14	57016	30298	c75f2cc94c55a9840817492df9da7aa6edf361aa94ebae7076b1881e54f4ef6d	6378	787574405de3727e30ed44cd35269f2d1365db44505cef10504f6e9c67917e52	9655	14f1c7945bcfcfd5c40ef6b506f124df79b6618d4aff2b4f4f486951c6cba4ea	0.12656193098518997	0.26968662900617346
156	15	56960	30242	ed4f133951db1ead050e9e49164d0735a9f17f84bd61d57a2258a6f97a11ee2a	6280	4538b9935df86693d360d998b2a79eebd93f976701e3dec5eb1653b53bf3eefa	9455	e28b67c90c32a52f022436cd58b6d6e6ad091447c652865c3f44488f4534570e	0.24589572500553913	0.44734519900521263
157	15	56932	30239	9e9ab7d35d24edace785bcbd42cf4ed1fe38d711b308d3cafeca0e758d185558	5989	e844d5e1e571b42ef8d419d0beb783c2603e6975d6412abef79eef55c5996538	8502	22fb70538b3919997e469d00599e179bcf81699e03b30e8f650a87782d6acb0a	0.19745595499989577	0.29347154099377804
158	14	56920	30269	d85f321266c173f166549070627bddda5a1d29f5e974756c128db6238fba0a2f	6350	321ba3e08ad113d37170ce619b55b67c13af8c6f45ab9b7b7658bf257c65f266	9429	79275e95a58292a77471bf286bd0a7b477f4917a8aef3f506dbc5ea28f8f66cc	0.11962610701448284	0.336782389000291
159	14	56873	30246	dbebdab10a9a938ab835f3b6ec3bdaf9e164c0415efc60f7aa0d8a92c04dcc09	6293	90f1f7b6f28c07d5dcf7bd7ea140b4ffc64417496de7c175fe7b87224050bead	8941	0cfa88be09c9def144ea589a87ef3dc83647a7e417ba514591b400d584c44333	0.11592375001055188	0.2710232909885235
160	13	57085	30322	6cdae95b77f2ce3421a929684047df80a490cc2f0e8b1e7df2f326f959be655f	5868	b87ea36b1421feb67a1932de62ec584ab000ef5f47d7ea3b6eba93a781b5e501	8608	fafab2bb12499ed2cb6cc574918464126b1d018ce80762ee1f3c34f7bf1916e0	0.1169218489958439	0.31056407300638966
161	13	57270	30457	5bdc80e9c37b31f411860c35b76cc4263e5ff76ce2e43021eae16034e45a4bf7	5888	02a25ff16d1a6a9cdf4c8007ea297dbd7defc1774bfd8208d837f9e378245ffc	8363	52a118c84d7b76cf8ad66b0851a10ac4564d6a309d128d7ec7589680d75cd7a4	0.11456744599854574	0.27321308900718577
162	14	56804	30191	0c31dbed69bbaa3a9ef72a612ba05b04d63454d1e47478152694ea14f8a5513d	7086	f941e19c16c43475208406781c25a7f226e02a32b3a9567966f55f295a1b7120	10335	4d9a0163771aa123f5baf06bf882271f734e5ee4d978312441bdc2931e1f462b	0.12619850400369614	0.41581974501605146
163	14	57013	30338	cbb86bfa8a3599695b1b711de86a8fee8d273802b1710516d4968fb4aac1b2d6	6435	7275ef3428e7ccc1b6b5dc37663557c00a7b58c6de7fedea675f5d486555a3d0	9496	6971257b558d9c792f3b3373997e8d61d43b8e042a3d25e0860abab7726ecaf0	0.11631343202316202	0.3148557090025861
164	14	57106	30363	769a42dc224050c5194503a117b3b1bca7ead165ab2c18f9a80de770245ecb55	6275	eae2c97301edb9f087ec9a1987e51c7508b10d3f5c8cb4a38f1267b51c5f3268	9096	2d3e9ddb13912ed997e77a533ec0b36d37db39541440ef1b20a25cb1a1602e08	0.1160170290095266	0.28775513797882013
165	16	56150	29816	85f5f491507fe1a592d6991ff57b588e921b601048904d8c072b6487299a0700	5112	dd6fe666e9b42ec8bd9dd3d6d54dd7f5d0506d545894a48b32dfbb8cbce5ca9c	7283	785e51d7e253dcf1235075496aff459747be680beeb46fca4fd1aa68a39c6b01	0.11455087701324373	0.2663070510025136
166	16	56347	29953	d199ba2d4d8b7c0529742e0d09d2ea97c31f8c8fb68bb84c1c52114f3b0d536a	5717	7f4f7dbe2c00eac4617ac14aa9a1925e13747928bbdf26dc77bae661e93dcfce	8064	da4c754966b136bb0f9043bd917e67cfd589ffda2185462fb0f2235422dd9e98	0.11186179801006801	0.2877900229941588
