parent	radius	flips	target_kind	target_index
321	1	33,37	base	257
321	1	36,37	base	318
322	1	2,3	base	250
322	1	4,5	base	146
322	1	30,31	base	325
322	1	32,33	base	310
322	1	34,35	base	318
322	1	36,37	base	323
323	1	2,3	base	249
323	1	4,5	base	145
323	1	30,31	base	322
323	1	32,33	base	324
323	1	34,35	base	311
323	1	36,37	base	319
324	1	2,3	base	251
324	1	4,5	base	144
324	1	30,31	base	325
324	1	32,33	base	312
324	1	34,35	base	320
324	1	32,36	base	284
324	1	33,37	base	284
324	1	36,37	base	323
325	1	2,3	base	252
325	1	4,5	base	147
325	1	30,31	base	313
325	1	32,33	base	321
325	1	34,35	base	324
325	1	30,36	base	283
325	1	31,37	base	283
325	1	36,37	base	322
326	1	19,32	base	268
326	1	23,32	base	274
326	1	6,35	base	175
326	1	24,40	base	272
326	1	38,40	base	290
326	1	40,41	base	327
327	1	19,32	base	269
327	1	22,32	base	276
327	1	34,36	base	326
327	1	5,37	base	260
327	1	34,39	base	293
