record	roots	branches_unsat	base_clauses	source_clauses	source_reported_proof_bytes
1692	43	903	233693	251796	1113085
1693	43	903	233541	251644	1122399
1694	43	903	233480	251583	1113221
1695	43	903	233755	251858	1152876
1696	43	903	233697	251800	1253791
1697	43	903	233595	251698	1101371
1698	43	903	233193	251296	1086881
1699	43	903	234217	252320	1240167
1700	43	903	232971	251074	1112078
1701	43	903	233624	251727	1150427
1702	43	903	233190	251293	1128208
1703	43	903	233514	251617	1064634
1704	43	903	233711	251814	1098022
1705	43	903	233367	251470	1153882
1706	43	903	233351	251454	1141615
1707	43	903	233696	251799	1217155
1708	43	903	233574	251677	1153751
1709	43	903	233363	251466	1126148
1710	43	903	233517	251620	1110053
1711	43	903	233645	251748	1065290
1712	43	903	233252	251355	1128163
1713	43	903	233587	251690	1138898
1714	43	903	233547	251650	1148089
1715	43	903	233552	251655	1152822
1716	43	903	233736	251839	1227355
1717	43	903	233285	251388	1181127
1718	43	903	233505	251608	1141711
1719	43	903	233823	251926	1208580
1720	43	903	233312	251415	1084734
1721	43	903	233333	251436	1194622
1722	43	903	233421	251524	1098623
1723	43	903	233403	251506	1159777
1724	43	903	233335	251438	1138277
1725	43	903	233462	251565	1065032
1726	43	903	233449	251552	1083413
1727	43	903	233416	251519	1092632
1728	43	903	233843	251946	1177860
1729	43	903	233617	251720	1157770
1730	43	903	233972	252075	1258886
1731	43	903	233673	251776	1227569
1732	43	903	233685	251788	1087516
1733	43	903	233423	251526	1080035
1734	43	903	233396	251499	1096799
1735	43	903	233626	251729	1132224
1736	43	903	232987	251090	1102731
1737	43	903	233560	251663	1262777
1738	43	903	233723	251826	1150184
1739	43	903	233719	251822	1050687
1740	43	903	233507	251610	1108833
1741	43	903	234384	252487	1170316
1742	43	903	233464	251567	1041930
1743	43	903	233322	251425	1104547
1744	43	903	233760	251863	1127339
1745	43	903	233753	251856	1205689
1746	43	903	232998	251101	1132654
1747	43	903	233926	252029	1266024
1748	43	903	233343	251446	1161420
1749	43	903	233160	251263	1145391
1750	43	903	233320	251423	1050595
1751	43	903	233359	251462	1089094
1752	43	903	233589	251692	1116868
1753	43	903	233104	251207	1072448
1754	43	903	233798	251901	1142811
1755	43	903	233624	251727	1111030
1756	43	903	233607	251710	1126048
1757	43	903	233908	252011	1186986
1758	43	903	233302	251405	1154068
1759	43	903	233553	251656	1136719
1760	43	903	233131	251234	1094478
1761	43	903	233330	251433	1068167
1762	43	903	233376	251479	1076663
1763	43	903	233553	251656	1145039
1764	43	903	233410	251513	1104310
1765	43	903	233622	251725	1186063
1766	43	903	233973	252076	1090077
1767	43	903	232979	251082	1109455
1768	43	903	233962	252065	1178083
1769	43	903	233685	251788	1107753
1770	43	903	233263	251366	1075478
1771	43	903	233487	251590	1180056
1772	43	903	233510	251613	1108121
1773	43	903	233891	251994	1223671
1774	43	903	233134	251237	1120510
1775	43	903	233472	251575	1195082
1776	43	903	233610	251713	1182064
1777	43	903	233458	251561	1089205
1778	43	903	233833	251936	1170977
1779	43	903	233527	251630	1139225
1780	43	903	233454	251557	1159416
1781	43	903	233445	251548	1155316
1782	43	903	233779	251882	1199936
1783	43	903	233412	251515	1102277
1784	43	903	233824	251927	1217692
1785	43	903	233732	251835	1264239
1786	43	903	233753	251856	1095891
1787	43	903	233480	251583	1291002
1788	43	903	233665	251768	1208814
1789	43	903	232996	251099	1046329
1790	43	903	233352	251455	1197490
1791	43	903	233600	251703	1050300
1792	43	903	233569	251672	1096036
1793	43	903	233607	251710	1112538
1794	43	903	233139	251242	1078022
1795	43	903	233813	251916	1131287
1796	43	903	233458	251561	1117400
1797	43	903	233964	252067	1185898
1798	43	903	233394	251497	1133104
1799	43	903	233806	251909	1173637
1800	43	903	233321	251424	1093378
1801	43	903	233848	251951	1090937
1802	43	903	232987	251090	1018601
1803	43	903	233583	251686	1111401
1804	43	903	233881	251984	1137328
1805	43	903	233666	251769	1173763
1806	43	903	233583	251686	1128180
1807	43	903	233637	251740	1122303
1808	43	903	233583	251686	1167716
1809	43	903	233387	251490	1196118
1810	43	903	234027	252130	1099775
1811	43	903	233608	251711	1179106
1812	43	903	233603	251706	1071272
1813	43	903	233436	251539	1094327
1814	43	903	233369	251472	1115762
1815	43	903	233275	251378	1107095
1816	43	903	233487	251590	1195231
1817	43	903	233856	251959	1153518
1818	43	903	233831	251934	1272141
1819	43	903	233056	251159	1085800
1820	43	903	233343	251446	1097777
1821	43	903	233209	251312	1053063
1822	43	903	233315	251418	1331099
1823	43	903	233359	251462	1092629
1824	43	903	233279	251382	1096070
1825	43	903	233409	251512	1414874
1826	43	903	233375	251478	1076680
1827	43	903	233978	252081	1163137
1828	43	903	233766	251869	1179628
1829	43	903	234019	252122	1127327
1830	43	903	233603	251706	1231941
1831	43	903	233796	251899	1226448
1832	43	903	233208	251311	1121759
1833	43	903	233511	251614	1152840
1834	43	903	233428	251531	1092945
1835	43	903	232845	250948	1020586
1836	43	903	233942	252045	1179338
1837	43	903	233209	251312	1103107
1838	43	903	233287	251390	1174093
1839	43	903	233871	251974	1169830
1840	43	903	233212	251315	1085219
1841	43	903	233434	251537	1172598
1842	43	903	233620	251723	1203380
1843	43	903	233145	251248	1125015
1844	43	903	233773	251876	1065410
1845	43	903	233741	251844	1139559
1846	43	903	233622	251725	1127778
1847	43	903	233700	251803	1187344
1848	43	903	233526	251629	1187023
1849	43	903	233131	251234	1093195
1850	43	903	233856	251959	1172669
1851	43	903	233762	251865	1259139
1852	43	903	233342	251445	1109682
1853	43	903	233486	251589	1178832
1854	43	903	233632	251735	1129339
1855	43	903	233171	251274	1107475
1856	43	903	233278	251381	1132254
1857	43	903	233622	251725	1100414
1858	43	903	233676	251779	1076545
1859	43	903	233537	251640	1083675
1860	43	903	233523	251626	1108197
1861	43	903	233508	251611	1198589
1862	43	903	233759	251862	1163126
1863	43	903	233434	251537	1119885
1864	43	903	233435	251538	1115959
1865	43	903	233647	251750	1164299
1866	43	903	233407	251510	1055730
1867	43	903	233699	251802	1242642
1868	43	903	233741	251844	1145042
1869	43	903	234118	252221	1192258
1870	43	903	233663	251766	1101344
1871	43	903	234102	252205	1194486
1872	43	903	233523	251626	1132071
1873	43	903	233279	251382	1112068
1874	43	903	233257	251360	1068879
1875	43	903	233596	251699	1185350
1876	43	903	233980	252083	1151866
1877	43	903	233647	251750	1147949
1878	43	903	233755	251858	1060998
1879	43	903	233561	251664	1103658
1880	43	903	232802	250905	1049185
1881	43	903	233392	251495	1049342
1882	43	903	233566	251669	1102002
1883	43	903	233847	251950	1259104
1884	43	903	233516	251619	1196209
1885	43	903	232941	251044	1183372
1886	43	903	233870	251973	1131399
1887	43	903	233650	251753	1177709
1888	43	903	233541	251644	1125289
1889	43	903	233104	251207	1196933
1890	43	903	233921	252024	1275297
1891	43	903	234027	252130	1234350
1892	43	903	233533	251636	1085880
1893	43	903	233755	251858	1095065
1894	43	903	233666	251769	1097513
1895	43	903	233300	251403	1103602
1896	43	903	233898	252001	1175110
1897	43	903	233637	251740	1142529
1898	43	903	233958	252061	1146113
1899	43	903	233506	251609	1184175
1900	43	903	233390	251493	1183068
1901	43	903	233665	251768	1193615
1902	43	903	233478	251581	1102750
1903	43	903	233230	251333	1098639
1904	43	903	233449	251552	1120205
1905	43	903	233984	252087	1126822
1906	43	903	233868	251971	1211877
1907	43	903	233547	251650	1183135
1908	43	903	233330	251433	1189388
1909	43	903	233457	251560	1125029
1910	43	903	233462	251565	1174154
1911	43	903	233040	251143	1070165
1912	43	903	233856	251959	1174830
1913	43	903	233537	251640	1094106
1914	43	903	233720	251823	1108197
1915	43	903	233654	251757	1222184
1916	43	903	233587	251690	1224089
1917	43	903	233608	251711	1119990
1918	43	903	233589	251692	1063143
1919	43	903	233862	251965	1166668
1920	43	903	234130	252233	1347222
1921	43	903	232941	251044	1100771
1922	43	903	233649	251752	1225414
1923	43	903	232777	250880	1140677
1924	43	903	233690	251793	1218890
1925	43	903	233732	251835	1132539
1926	43	903	232910	251013	1087572
1927	43	903	233613	251716	1210152
1928	43	903	233722	251825	1165285
1929	43	903	233476	251579	1161617
1930	43	903	233344	251447	1055083
1931	43	903	233553	251656	1149221
1932	43	903	233442	251545	1147266
1933	43	903	233533	251636	1181264
1934	43	903	233051	251154	1029739
1935	43	903	233525	251628	1157992
1936	43	903	234384	252487	1244335
1937	43	903	233990	252093	1227076
1938	43	903	233209	251312	1157158
1939	43	903	233417	251520	1124916
1940	43	903	233425	251528	1184567
1941	43	903	233640	251743	1130949
1942	43	903	233423	251526	1289114
1943	43	903	233742	251845	1228052
1944	43	903	233802	251905	1211968
1945	43	903	233487	251590	1163038
1946	43	903	233709	251812	1145402
1947	43	903	233375	251478	1140039
1948	43	903	233237	251340	1125114
1949	43	903	233453	251556	1156371
1950	43	903	233186	251289	1072275
1951	43	903	233459	251562	1105116
1952	43	903	233489	251592	1177004
1953	43	903	233587	251690	1174308
1954	43	903	233442	251545	1185219
1955	43	903	233305	251408	1166297
1956	43	903	233801	251904	1126960
1957	43	903	233826	251929	1249999
1958	43	903	233741	251844	1176281
1959	43	903	233399	251502	1152082
1960	43	903	233777	251880	1180885
1961	43	903	233299	251402	1126641
1962	43	903	233367	251470	1082808
1963	43	903	233651	251754	1107218
1964	43	903	233789	251892	1109749
1965	43	903	233690	251793	1227657
1966	43	903	233751	251854	1154740
1967	43	903	232971	251074	1079581
1968	43	903	233572	251675	1191187
1969	43	903	234062	252165	1126814
1970	43	903	233964	252067	1201705
1971	43	903	233826	251929	1174432
1972	43	903	233450	251553	1091488
1973	43	903	233486	251589	1155434
1974	43	903	233271	251374	1108694
1975	43	903	233510	251613	1094661
1976	43	903	233632	251735	1137886
1977	43	903	233817	251920	1222011
1978	43	903	233096	251199	1130102
1979	43	903	233586	251689	1116482
1980	43	903	233402	251505	1133428
1981	43	903	233798	251901	1171886
1982	43	903	233503	251606	1164321
1983	43	903	233495	251598	1111146
1984	43	903	233736	251839	1203763
1985	43	903	233657	251760	1054844
1986	43	903	233690	251793	1184525
1987	43	903	233815	251918	1063742
1988	43	903	233319	251422	1114828
1989	43	903	233612	251715	1128949
1990	43	903	233281	251384	1068494
1991	43	903	233762	251865	1119541
1992	43	903	233527	251630	1195978
1993	43	903	233393	251496	1069015
1994	43	903	233761	251864	1244370
1995	43	903	232967	251070	1033205
1996	43	903	232863	250966	1072464
1997	43	903	233647	251750	1190227
1998	43	903	233450	251553	1234414
1999	43	903	233730	251833	1161566
2000	43	903	233464	251567	1125684
2001	43	903	233755	251858	1117938
2002	43	903	233519	251622	1239421
2003	43	903	233375	251478	1128661
2004	43	903	233479	251582	1072681
2005	43	903	233817	251920	1134781
2006	43	903	233437	251540	1129550
2007	43	903	233022	251125	1024325
2008	43	903	233787	251890	1215555
2009	43	903	233554	251657	1079865
2010	43	903	233524	251627	1122392
2011	43	903	233519	251622	1131003
2012	43	903	233712	251815	1187763
2013	43	903	233996	252099	1126208
2014	43	903	233510	251613	1169672
2015	43	903	233614	251717	1071043
2016	43	903	233603	251706	1198864
2017	43	903	234134	252237	1254731
2018	43	903	233729	251832	1242217
2019	43	903	233759	251862	1190793
2020	43	903	233332	251435	1083079
2021	43	903	233538	251641	1211396
2022	43	903	233305	251408	1172286
2023	43	903	233223	251326	1169788
2024	43	903	233145	251248	1116509
2025	43	903	233537	251640	1176036
2026	43	903	233740	251843	1126731
2027	43	903	233587	251690	1265096
2028	43	903	233605	251708	1171383
2029	43	903	233026	251129	1071644
2030	43	903	233698	251801	1148476
2031	43	903	233344	251447	1258485
2032	43	903	233511	251614	1073570
2033	43	903	233599	251702	1171040
2034	43	903	233888	251991	1164356
2035	43	903	233413	251516	1077756
2036	43	903	233559	251662	1130677
2037	43	903	233893	251996	1151366
2038	43	903	233469	251572	1176191
2039	43	903	233503	251606	1153617
2040	43	903	233418	251521	1091994
2041	43	903	233325	251428	1097503
2042	43	903	233546	251649	1084243
2043	43	903	233487	251590	1142227
2044	43	903	233071	251174	1052669
2045	43	903	233679	251782	1252841
2046	43	903	233513	251616	1058479
2047	43	903	233796	251899	1137720
2048	43	903	233276	251379	1118423
2049	43	903	233011	251114	1080094
2050	43	903	233434	251537	1170456
2051	43	903	233402	251505	1115569
2052	43	903	233545	251648	1115415
2053	43	903	233411	251514	1235197
2054	43	903	233212	251315	1068292
2055	43	903	233279	251382	1099197
2056	43	903	233899	252002	1154382
2057	43	903	233666	251769	1149184
2058	43	903	233565	251668	1212631
2059	43	903	233451	251554	1143831
2060	43	903	233808	251911	1140252
2061	43	903	233298	251401	1050983
2062	43	903	233487	251590	1103336
2063	43	903	233450	251553	1106545
2064	43	903	233506	251609	1251295
2065	43	903	233713	251816	1191035
2066	43	903	233847	251950	1154235
2067	43	903	233204	251307	1215927
2068	43	903	233524	251627	1078854
2069	43	903	233907	252010	1211962
2070	43	903	233764	251867	1089211
2071	43	903	233337	251440	1125488
2072	43	903	233489	251592	1098049
2073	43	903	233109	251212	1058616
2074	43	903	233470	251573	1152403
2075	43	903	233197	251300	1063943
2076	43	903	232802	250905	1063751
2077	43	903	233694	251797	1162567
2078	43	903	233605	251708	1214910
2079	43	903	234019	252122	1236154
2080	43	903	233635	251738	1068179
2081	43	903	233655	251758	1170600
2082	43	903	233419	251522	1209634
2083	43	903	233669	251772	1123011
2084	43	903	233610	251713	1113812
2085	43	903	233552	251655	1252433
2086	43	903	233789	251892	1090811
2087	43	903	233787	251890	1263135
2088	43	903	233720	251823	1192527
2089	43	903	233553	251656	1124346
2090	43	903	233675	251778	1115149
2091	43	903	233074	251177	1103187
2092	43	903	233314	251417	1140203
2093	43	903	233631	251734	1224608
2094	43	903	234063	252166	1246391
2095	43	903	233424	251527	1131392
2096	43	903	233781	251884	1167709
2097	43	903	233525	251628	1093104
2098	43	903	233685	251788	1103590
2099	43	903	233871	251974	1176043
2100	43	903	233204	251307	1055242
2101	43	903	233516	251619	1139121
2102	43	903	233376	251479	1124318
2103	43	903	233828	251931	1183609
2104	43	903	233344	251447	1147265
2105	43	903	233399	251502	1060896
2106	43	903	233650	251753	1123292
2107	43	903	233625	251728	1139084
2108	43	903	233605	251708	1136056
2109	43	903	233335	251438	1172948
2110	43	903	233511	251614	1115646
2111	43	903	233759	251862	1225766
2112	43	903	233389	251492	1118764
2113	43	903	233392	251495	1155904
2114	43	903	233487	251590	1170847
2115	43	903	233477	251580	1170209
2116	43	903	233437	251540	1327742
2117	43	903	233330	251433	1165585
2118	43	903	233466	251569	1125160
2119	43	903	233575	251678	1135440
2120	43	903	233179	251282	1082782
2121	43	903	233465	251568	1104503
2122	43	903	233335	251438	1113213
2123	43	903	233593	251696	1002177
2124	43	903	233672	251775	1064609
2125	43	903	233219	251322	1020579
2126	43	903	233676	251779	1192582
2127	43	903	232901	251004	1090062
2128	43	903	233717	251820	1110280
2129	43	903	233386	251489	1132379
2130	43	903	233303	251406	1116918
2131	43	903	233276	251379	1053920
2132	43	903	232998	251101	1065275
2133	43	903	233713	251816	1164812
2134	43	903	233335	251438	1085578
2135	43	903	233583	251686	1110633
2136	43	903	233546	251649	1076915
2137	43	903	233606	251709	1125042
2138	43	903	233311	251414	1132582
2139	43	903	233405	251508	1120242
2140	43	903	233682	251785	1214645
2141	43	903	233452	251555	1084338
2142	43	903	233251	251354	1132327
2143	43	903	234063	252166	1247618
2144	43	903	233426	251529	1117998
2145	43	903	233770	251873	1164592
2146	43	903	233096	251199	1129488
2147	43	903	233453	251556	1118126
2148	43	903	233821	251924	1186277
2149	43	903	233587	251690	1123257
2150	43	903	233839	251942	1147313
2151	43	903	233637	251740	1107487
2152	43	903	233434	251537	1087417
2153	43	903	233083	251186	1026002
2154	43	903	233591	251694	1110940
2155	43	903	233418	251521	1080367
2156	43	903	233458	251561	1059499
2157	43	903	233593	251696	1220056
2158	43	903	233576	251679	1165742
2159	43	903	233508	251611	1105119
2160	43	903	233612	251715	1152105
2161	43	903	233593	251696	1105415
2162	43	903	232845	250948	994388
2163	43	903	233263	251366	1158176
2164	43	903	233424	251527	1214215
2165	43	903	233333	251436	1101678
2166	43	903	233744	251847	1115095
2167	43	903	234024	252127	1173558
2168	43	903	233620	251723	1161569
2169	43	903	233596	251699	1075507
2170	43	903	233348	251451	1136016
2171	43	903	233417	251520	1110159
2172	43	903	234011	252114	1176714
2173	43	903	233092	251195	1036766
2174	43	903	234030	252133	1149723
2175	43	903	233588	251691	1205367
2176	43	903	233518	251621	1192876
2177	43	903	233651	251754	1124033
TOTAL	93654	1966734	508658864	548087198	2482356972
