orbit,packings,calls,queries,options,leaves,found
770,5229,20833,20833,15604,0,0
771,2401,14165,14165,11764,0,0
772,1356,7573,7573,6217,0,0
773,5974,25930,25930,19956,0,0
774,985,6684,6683,5699,1,0
775,1637,9905,9905,8268,0,0
776,792,4325,4325,3533,0,0
777,5817,26070,26070,20253,0,0
778,2063,10955,10955,8892,0,0
779,617,4131,4131,3514,0,0
780,1223,7221,7221,5998,0,0
781,2256,10071,10071,7815,0,0
782,3318,14812,14812,11494,0,0
783,1266,6768,6768,5502,0,0
784,4443,19646,19646,15203,0,0
785,2715,12489,12489,9774,0,0
786,3744,15049,15049,11305,0,0
787,1632,9231,9231,7599,0,0
788,995,5485,5485,4490,0,0
789,1114,5842,5842,4728,0,0
790,1110,6989,6989,5879,0,0
791,3207,15050,15050,11843,0,0
792,744,4821,4821,4077,0,0
793,3777,18670,18670,14893,0,0
794,596,3778,3778,3182,0,0
795,1580,10051,10051,8471,0,0
796,2848,14271,14271,11423,0,0
797,738,4421,4421,3683,0,0
798,2852,14310,14310,11458,0,0
799,7248,31446,31446,24198,0,0
800,918,5511,5511,4593,0,0
801,337,2160,2160,1823,0,0
802,1040,5430,5430,4390,0,0
803,1028,6743,6743,5715,0,0
804,2021,8663,8663,6642,0,0
805,4668,18851,18851,14183,0,0
806,3769,15674,15674,11905,0,0
807,2802,15085,15085,12283,0,0
808,421,2657,2657,2236,0,0
809,2067,11054,11054,8987,0,0
810,2588,12625,12625,10037,0,0
811,5629,25133,25133,19504,0,0
812,849,5041,5041,4192,0,0
813,815,4273,4273,3458,0,0
814,610,3506,3506,2896,0,0
815,1853,8506,8506,6653,0,0
816,487,3029,3029,2542,0,0
817,1614,8773,8772,7159,1,0
818,2302,10599,10599,8297,0,0
819,212,1322,1322,1110,0,0
820,7824,32979,32979,25155,0,0
821,2329,10118,10118,7789,0,0
822,1653,8605,8605,6952,0,0
823,2228,10518,10518,8290,0,0
824,2112,11182,11182,9070,0,0
825,701,4078,4078,3377,0,0
826,3722,15298,15298,11576,0,0
827,584,3976,3976,3392,0,0
828,3299,15970,15969,12671,1,0
829,1259,7444,7444,6185,0,0
830,314,2222,2222,1908,0,0
831,711,3809,3809,3098,0,0
832,4355,16769,16769,12414,0,0
833,1173,5394,5394,4221,0,0
834,441,2258,2258,1817,0,0
835,867,4645,4645,3778,0,0
836,214,1569,1569,1355,0,0
837,3640,14286,14286,10646,0,0
838,948,4212,4212,3264,0,0
839,2049,9137,9137,7088,0,0
840,1341,6248,6248,4907,0,0
841,889,3963,3963,3074,0,0
842,3035,12643,12643,9608,0,0
843,993,6159,6159,5166,0,0
844,1115,5926,5926,4811,0,0
845,3254,13367,13367,10113,0,0
846,501,2338,2338,1837,0,0
847,2319,10675,10675,8356,0,0
848,1979,8885,8885,6906,0,0
849,1460,8076,8076,6616,0,0
850,1184,5837,5837,4653,0,0
851,1919,8512,8512,6593,0,0
852,556,2788,2788,2232,0,0
853,694,3605,3605,2911,0,0
854,179,1252,1252,1073,0,0
855,1363,8101,8101,6738,0,0
856,157,1320,1320,1163,0,0
857,3275,13515,13515,10240,0,0
858,1668,8939,8939,7271,0,0
859,1225,6459,6459,5234,0,0
860,1358,7090,7090,5732,0,0
861,907,4189,4189,3282,0,0
862,1623,7518,7518,5895,0,0
863,244,1568,1568,1324,0,0
864,2679,12566,12566,9887,0,0
865,393,2586,2586,2193,0,0
866,1137,5304,5304,4167,0,0
867,1656,7371,7371,5715,0,0
868,959,4550,4550,3591,0,0
869,455,2596,2596,2141,0,0
870,785,3864,3864,3079,0,0
871,6078,22481,22481,16403,0,0
872,4285,14611,14611,10326,0,0
873,4873,18301,18301,13428,0,0
874,797,3836,3836,3039,0,0
875,852,4650,4650,3798,0,0
876,1483,7059,7059,5576,0,0
877,2381,11627,11627,9246,0,0
878,4697,17369,17369,12672,0,0
879,1849,8063,8063,6214,0,0
880,468,2875,2875,2407,0,0
881,6292,26089,26089,19797,0,0
882,796,4370,4370,3574,0,0
883,3825,15430,15430,11605,0,0
884,2321,10191,10191,7870,0,0
885,624,3297,3297,2673,0,0
886,275,1561,1561,1286,0,0
887,3444,13694,13694,10250,0,0
888,4152,15659,15659,11507,0,0
889,2506,12308,12308,9802,0,0
890,1122,5795,5795,4673,0,0
891,1540,7479,7479,5939,0,0
892,867,3794,3794,2927,0,0
893,1587,7678,7678,6091,0,0
894,1358,6636,6636,5278,0,0
895,1879,8867,8867,6988,0,0
896,5014,19231,19231,14217,0,0
897,489,2809,2809,2320,0,0
898,308,1658,1658,1350,0,0
899,755,4101,4101,3346,0,0
900,640,3775,3775,3135,0,0
901,1765,8635,8635,6870,0,0
902,2744,9162,9162,6418,0,0
903,1000,5845,5845,4845,0,0
904,3286,13032,13032,9746,0,0
905,543,2522,2522,1979,0,0
906,510,2699,2699,2189,0,0
907,1353,6982,6982,5629,0,0
908,6419,24736,24735,18317,0,0
909,3818,15430,15430,11612,0,0
910,748,4042,4042,3294,0,0
911,2429,9746,9746,7317,0,0
912,6156,25893,25893,19737,0,0
913,654,3670,3670,3016,0,0
914,3093,11969,11969,8876,0,0
915,786,3728,3728,2942,0,0
916,576,2833,2833,2257,0,0
917,392,1818,1818,1426,0,0
918,435,2447,2447,2012,0,0
919,1456,6735,6735,5279,0,0
920,429,2575,2575,2146,0,0
921,2831,11428,11428,8597,0,0
922,378,1797,1797,1419,0,0
923,1676,7756,7756,6080,0,0
924,1435,6589,6589,5154,0,0
925,3090,13153,13152,10063,1,0
926,2088,10201,10201,8113,0,0
927,2683,12029,12029,9346,0,0
928,2739,11629,11629,8890,0,0
929,2199,9692,9692,7493,0,0
930,1285,6701,6701,5416,0,0
931,2460,10747,10747,8287,0,0
932,1936,7771,7771,5835,0,0
933,749,3278,3278,2529,0,0
934,474,2197,2197,1723,0,0
935,2722,10823,10823,8101,0,0
936,486,2317,2317,1831,0,0
937,4451,15744,15744,11293,0,0
938,1369,5644,5644,4275,0,0
939,2955,12728,12728,9773,0,0
940,4524,16602,16602,12078,0,0
941,1292,6369,6369,5077,0,0
942,928,4282,4282,3354,0,0
943,2161,9300,9300,7139,0,0
944,893,3864,3864,2971,0,0
945,1297,5972,5972,4675,0,0
946,649,2663,2663,2014,0,0
947,487,2506,2506,2019,0,0
948,1119,4310,4310,3191,0,0
949,5236,19401,19401,14165,0,0
950,559,2926,2926,2367,0,0
951,1237,4993,4993,3756,0,0
952,1253,5488,5488,4235,0,0
953,618,3023,3023,2405,0,0
954,1636,7597,7597,5961,0,0
955,4954,17161,17160,12207,0,0
956,789,2974,2974,2185,0,0
957,1592,7052,7052,5460,0,0
958,3820,14178,14178,10358,0,0
959,601,2990,2990,2389,0,0
960,819,4145,4145,3326,0,0
961,1156,5208,5208,4052,0,0
962,6758,24832,24832,18074,0,0
963,4576,17244,17244,12668,0,0
964,1503,5764,5764,4261,0,0
965,626,2845,2845,2219,0,0
966,2147,9362,9362,7215,0,0
967,2825,9978,9978,7153,0,0
968,398,2337,2337,1939,0,0
969,3717,14750,14750,11033,0,0
970,2667,11034,11034,8367,0,0
971,783,2954,2954,2171,0,0
972,534,2531,2531,1997,0,0
973,1268,5515,5515,4247,0,0
974,1381,5321,5321,3940,0,0
975,719,3322,3322,2603,0,0
976,867,3780,3780,2913,0,0
977,1540,6387,6387,4847,0,0
978,559,2306,2306,1747,0,0
979,3629,14208,14208,10579,0,0
980,784,3912,3912,3128,0,0
981,938,3526,3526,2588,0,0
982,3306,12320,12320,9014,0,0
983,3455,12017,12017,8562,0,0
984,176,925,925,749,0,0
985,705,2745,2745,2040,0,0
986,2490,9204,9204,6714,0,0
987,988,3765,3765,2777,0,0
988,1180,4610,4610,3430,0,0
989,109,543,543,434,0,0
990,4437,16174,16174,11737,0,0
991,2435,9862,9862,7427,0,0
992,298,1487,1487,1189,0,0
993,2007,8145,8145,6138,0,0
994,3560,12428,12428,8868,0,0
995,486,2562,2562,2076,0,0
996,636,2893,2893,2257,0,0
997,2535,10809,10809,8274,0,0
998,1942,7225,7225,5283,0,0
999,1569,5575,5575,4006,0,0
1000,1653,6064,6064,4411,0,0
1001,270,1157,1157,887,0,0
1002,839,3767,3767,2928,0,0
1003,1359,6152,6152,4793,0,0
1004,130,632,632,502,0,0
1005,740,2887,2887,2147,0,0
1006,1693,6561,6561,4868,0,0
1007,1690,5699,5699,4009,0,0
1008,6407,22027,22023,15620,0,0
1009,240,1235,1235,995,0,0
1010,1365,5214,5214,3849,0,0
1011,2964,11012,11012,8048,0,0
1012,827,3523,3523,2696,0,0
1013,1774,7234,7234,5460,0,0
1014,235,1119,1119,884,0,0
1015,252,1161,1161,909,0,0
1016,1380,5264,5264,3884,0,0
1017,292,1640,1640,1348,0,0
1018,1015,3961,3961,2946,0,0
1019,605,2374,2374,1769,0,0
1020,922,3634,3634,2712,0,0
1021,518,2456,2456,1938,0,0
1022,2659,10084,10084,7425,0,0
1023,540,2035,2035,1495,0,0
1024,899,4209,4209,3310,0,0
1025,2865,10744,10744,7879,0,0
1026,809,3085,3085,2276,0,0
1027,715,3816,3816,3101,0,0
1028,910,3602,3602,2692,0,0
1029,2737,9598,9598,6861,0,0
1030,1186,4488,4488,3302,0,0
1031,1269,4814,4814,3545,0,0
1032,5779,18520,18517,12741,0,0
1033,1031,4155,4155,3124,0,0
1034,685,2670,2670,1985,0,0
1035,329,1381,1381,1052,0,0
1036,639,2925,2925,2286,0,0
1037,1017,3888,3888,2871,0,0
1038,2529,7816,7816,5287,0,0
1039,3270,11054,11054,7784,0,0
1040,1350,5257,5257,3907,0,0
1041,536,2214,2214,1678,0,0
1042,1091,3950,3950,2859,0,0
1043,1054,4036,4036,2982,0,0
1044,1295,4584,4584,3289,0,0
1045,3007,8973,8973,5966,0,0
1046,494,2341,2341,1847,0,0
1047,2191,7273,7273,5082,0,0
1048,218,1064,1064,846,0,0
1049,982,3757,3757,2775,0,0
1050,488,2065,2065,1577,0,0
1051,1229,4869,4869,3640,0,0
1052,631,2832,2832,2201,0,0
1053,3003,9921,9921,6918,0,0
1054,1932,7400,7400,5468,0,0
1055,3833,12157,12157,8324,0,0
1056,1064,4263,4263,3199,0,0
1057,3244,10147,10147,6903,0,0
1058,598,2430,2430,1832,0,0
1059,437,1720,1720,1283,0,0
1060,492,1947,1947,1455,0,0
1061,387,1661,1661,1274,0,0
1062,825,3718,3718,2893,0,0
1063,372,1652,1652,1280,0,0
1064,224,1051,1051,827,0,0
1065,671,2692,2692,2021,0,0
1066,3211,11055,11055,7844,0,0
1067,4852,15554,15553,10702,0,0
1068,871,3321,3321,2450,0,0
1069,718,2902,2902,2184,0,0
1070,1610,5381,5381,3771,0,0
1071,738,2879,2879,2141,0,0
1072,746,2626,2626,1880,0,0
1073,276,1445,1445,1169,0,0
1074,468,2140,2140,1672,0,0
1075,156,747,747,591,0,0
1076,603,2266,2266,1663,0,0
1077,837,3265,3265,2428,0,0
1078,1929,6590,6590,4661,0,0
1079,1672,5368,5368,3696,0,0
1080,138,673,673,535,0,0
1081,921,3396,3396,2475,0,0
1082,408,1763,1763,1355,0,0
1083,838,3474,3474,2636,0,0
1084,817,3411,3411,2594,0,0
1085,1779,5324,5324,3545,0,0
1086,1204,4545,4545,3341,0,0
1087,2375,7918,7918,5543,0,0
1088,48,310,310,262,0,0
1089,3738,12325,12325,8587,0,0
1090,31,187,187,156,0,0
1091,1233,4476,4476,3243,0,0
1092,1493,4862,4862,3369,0,0
1093,1185,4152,4152,2967,0,0
1094,161,697,697,536,0,0
1095,2270,7519,7519,5249,0,0
1096,1066,4460,4460,3394,0,0
1097,563,1928,1928,1365,0,0
1098,201,882,882,681,0,0
1099,329,1250,1250,921,0,0
1100,1287,4294,4294,3007,0,0
1101,1173,4366,4366,3193,0,0
1102,5239,17126,17126,11887,0,0
1103,150,720,720,570,0,0
1104,3622,12177,12177,8555,0,0
1105,264,1037,1037,773,0,0
1106,1841,6504,6504,4663,0,0
1107,1027,3559,3559,2532,0,0
1108,245,1008,1008,763,0,0
1109,221,890,890,669,0,0
1110,394,1409,1409,1015,0,0
1111,588,2325,2325,1737,0,0
1112,92,543,543,451,0,0
1113,1125,3819,3819,2694,0,0
1114,2465,7214,7214,4749,0,0
1115,574,2068,2068,1494,0,0
1116,1570,4780,4780,3210,0,0
1117,123,511,511,388,0,0
1118,3858,11245,11244,7387,0,0
1119,1277,4768,4768,3491,0,0
1120,1275,3813,3813,2538,0,0
1121,4022,12884,12884,8862,0,0
1122,35,188,188,153,0,0
1123,1367,5340,5340,3973,0,0
1124,956,3226,3226,2270,0,0
1125,323,1412,1412,1089,0,0
1126,213,859,859,646,0,0
1127,1237,4014,4014,2777,0,0
1128,929,3296,3296,2367,0,0
1129,1394,4944,4944,3550,0,0
1130,212,880,880,668,0,0
1131,1647,5316,5316,3669,0,0
1132,410,1733,1733,1323,0,0
1133,2859,8114,8113,5255,0,0
1134,160,628,628,468,0,0
1135,1013,3339,3339,2326,0,0
1136,1137,4363,4363,3226,0,0
1137,842,2662,2662,1820,0,0
1138,2068,7306,7306,5238,0,0
1139,2114,6221,6221,4107,0,0
1140,627,2277,2277,1650,0,0
1141,3671,11688,11688,8017,0,0
1142,1228,3571,3571,2343,0,0
1143,759,2579,2579,1820,0,0
1144,259,900,900,641,0,0
1145,96,524,524,428,0,0
1146,2565,7948,7948,5383,0,0
1147,2357,7154,7154,4797,0,0
1148,3542,11261,11259,7719,0,0
1149,382,1580,1580,1198,0,0
1150,75,343,343,268,0,0
1151,807,2822,2822,2015,0,0
1152,1860,5938,5938,4078,0,0
1153,749,2702,2702,1953,0,0
1154,195,821,821,626,0,0
1155,18,94,94,76,0,0
1156,802,2245,2245,1443,0,0
1157,336,1146,1146,810,0,0
1158,751,2799,2799,2048,0,0
1159,2745,8074,8074,5329,0,0
1160,103,365,365,262,0,0
1161,1694,5681,5681,3987,0,0
1162,972,2988,2988,2016,0,0
1163,3378,10671,10671,7293,0,0
1164,2295,7496,7496,5201,0,0
1165,441,1692,1692,1251,0,0
1166,1382,4200,4200,2818,0,0
1167,312,1239,1239,927,0,0
1168,511,1509,1509,998,0,0
1169,1408,4418,4418,3010,0,0
1170,128,562,562,434,0,0
1171,1290,4249,4249,2959,0,0
1172,439,1475,1475,1036,0,0
1173,346,1402,1402,1056,0,0
1174,288,882,882,594,0,0
1175,176,779,779,603,0,0
1176,202,770,770,568,0,0
1177,379,1275,1275,896,0,0
1178,428,1782,1782,1354,0,0
1179,86,380,380,294,0,0
1180,397,1420,1420,1023,0,0
1181,762,2428,2428,1666,0,0
1182,261,887,887,626,0,0
1183,324,1111,1111,787,0,0
1184,3715,11162,11160,7447,0,0
1185,1902,6105,6105,4203,0,0
1186,1008,3820,3820,2812,0,0
1187,43,204,204,161,0,0
1188,1519,4481,4481,2962,0,0
1189,313,1132,1132,819,0,0
1190,3251,9703,9703,6452,0,0
1191,1578,5732,5732,4154,0,0
1192,134,554,554,420,0,0
1193,207,783,783,576,0,0
1194,696,2361,2361,1665,0,0
1195,262,1068,1068,806,0,0
1196,610,1987,1987,1377,0,0
1197,33,140,140,107,0,0
1198,1015,3266,3266,2251,0,0
1199,138,572,572,434,0,0
1200,1305,4420,4420,3115,0,0
1201,1493,5339,5339,3846,0,0
1202,3427,9716,9716,6289,0,0
1203,369,1263,1263,894,0,0
1204,1614,5099,5099,3485,0,0
1205,902,2729,2729,1827,0,0
1206,3308,10809,10809,7501,0,0
1207,683,2548,2548,1865,0,0
1208,335,1045,1045,710,0,0
1209,2822,8201,8201,5379,0,0
1210,1437,3984,3984,2547,0,0
1211,399,1536,1536,1137,0,0
1212,959,2805,2805,1846,0,0
1213,1158,3948,3948,2790,0,0
1214,135,477,477,342,0,0
1215,189,817,817,628,0,0
1216,111,415,415,304,0,0
1217,176,563,563,387,0,0
1218,1416,4337,4337,2921,0,0
1219,176,855,855,679,0,0
1220,964,2808,2808,1844,0,0
1221,370,1298,1298,928,0,0
1222,1023,2984,2984,1961,0,0
1223,2715,6524,6522,3809,0,0
1224,473,1507,1507,1034,0,0
1225,359,1190,1190,831,0,0
1226,2188,7157,7157,4969,0,0
1227,1011,2817,2817,1806,0,0
1228,109,404,404,295,0,0
1229,384,1174,1174,790,0,0
1230,269,943,943,674,0,0
1231,953,3030,3030,2077,0,0
1232,2023,5972,5972,3949,0,0
1233,1559,4146,4146,2587,0,0
1234,175,689,689,514,0,0
1235,487,1648,1648,1161,0,0
1236,2260,6436,6436,4176,0,0
1237,349,1151,1151,802,0,0
1238,2401,5999,5999,3598,0,0
1239,1138,3873,3873,2735,0,0
1240,262,795,795,533,0,0
1241,485,1644,1644,1159,0,0
1242,1336,4063,4063,2727,0,0
1243,154,492,492,338,0,0
1244,140,530,530,390,0,0
1245,455,1309,1309,854,0,0
1246,776,2200,2200,1424,0,0
1247,147,450,450,303,0,0
1248,1019,3250,3250,2231,0,0
1249,1232,3807,3807,2575,0,0
1250,2198,6254,6254,4056,0,0
1251,26,108,108,82,0,0
1252,307,1021,1021,714,0,0
1253,838,2938,2938,2100,0,0
1254,912,2667,2667,1755,0,0
1255,120,510,510,390,0,0
1256,154,517,517,363,0,0
1257,1541,4187,4187,2646,0,0
1258,877,2915,2915,2038,0,0
1259,2541,7327,7327,4786,0,0
1260,234,766,766,532,0,0
1261,98,410,410,312,0,0
1262,2085,5771,5771,3686,0,0
1263,201,742,742,541,0,0
1264,72,250,250,178,0,0
1265,1138,3894,3894,2756,0,0
1266,648,2257,2257,1609,0,0
1267,86,277,277,191,0,0
1268,1097,3354,3354,2257,0,0
1269,2362,6498,6498,4136,0,0
1270,281,960,960,679,0,0
1271,252,1028,1028,776,0,0
1272,378,1350,1350,972,0,0
1273,39,175,175,136,0,0
1274,779,2043,2043,1264,0,0
1275,315,972,972,657,0,0
1276,463,1434,1434,971,0,0
1277,349,1104,1104,755,0,0
1278,106,383,383,277,0,0
1279,246,736,736,490,0,0
1280,113,437,437,324,0,0
1281,2585,8167,8167,5582,0,0
1282,3448,8180,8179,4732,0,0
1283,240,825,825,585,0,0
1284,164,534,534,370,0,0
1285,42,178,178,136,0,0
1286,576,1593,1593,1017,0,0
1287,2235,5735,5734,3500,0,0
1288,645,2021,2021,1376,0,0
1289,210,739,739,529,0,0
1290,983,3113,3113,2130,0,0
1291,905,2469,2469,1564,0,0
1292,175,600,600,425,0,0
1293,1012,2948,2948,1936,0,0
1294,208,651,651,443,0,0
1295,103,368,368,265,0,0
1296,200,705,705,505,0,0
1297,530,1497,1497,967,0,0
1298,343,1045,1045,702,0,0
1299,95,357,357,262,0,0
1300,3352,9371,9370,6019,0,0
1301,1198,3256,3256,2058,0,0
1302,679,2365,2365,1686,0,0
1303,1007,2801,2801,1794,0,0
1304,795,2133,2133,1338,0,0
1305,1302,4169,4169,2867,0,0
1306,1373,3590,3590,2217,0,0
1307,317,902,902,585,0,0
1308,533,1710,1710,1177,0,0
1309,416,1218,1218,802,0,0
1310,1153,3302,3302,2149,0,0
1311,1200,3507,3507,2307,0,0
1312,410,1175,1175,765,0,0
1313,263,851,851,588,0,0
1314,400,1249,1249,849,0,0
1315,775,2202,2202,1427,0,0
1316,579,1973,1973,1394,0,0
1317,156,494,494,338,0,0
1318,970,3094,3094,2124,0,0
1319,207,716,716,509,0,0
1320,2423,6179,6179,3756,0,0
1321,1897,5698,5698,3801,0,0
1322,1223,3447,3447,2224,0,0
1323,559,1610,1610,1051,0,0
1324,480,1376,1376,896,0,0
1325,81,260,260,179,0,0
1326,751,2204,2204,1453,0,0
1327,25,114,114,89,0,0
1328,792,2279,2279,1487,0,0
1329,1088,3116,3116,2028,0,0
1330,867,2695,2695,1828,0,0
1331,252,957,957,705,0,0
1332,885,2584,2584,1699,0,0
1333,328,921,921,593,0,0
1334,642,2276,2276,1634,0,0
1335,219,654,654,435,0,0
1336,370,1046,1046,676,0,0
1337,1953,5024,5024,3071,0,0
1338,865,2440,2440,1575,0,0
1339,433,1189,1189,756,0,0
1340,36,125,125,89,0,0
1341,181,577,577,396,0,0
1342,2255,5928,5928,3673,0,0
1343,891,2928,2928,2037,0,0
1344,147,416,416,269,0,0
1345,418,1200,1200,782,0,0
1346,2034,5099,5099,3065,0,0
1347,1168,3577,3577,2409,0,0
1348,83,348,348,265,0,0
1349,102,297,297,195,0,0
1350,244,717,717,473,0,0
1351,136,416,416,280,0,0
1352,1018,3215,3215,2197,0,0
1353,1058,2883,2883,1825,0,0
1354,76,260,260,184,0,0
1355,117,376,376,259,0,0
1356,216,679,679,463,0,0
1357,94,371,371,277,0,0
1358,39,178,178,139,0,0
1359,918,2347,2347,1429,0,0
1360,429,1114,1114,685,0,0
1361,1416,3751,3751,2335,0,0
1362,288,816,816,528,0,0
1363,2143,5200,5198,3057,0,0
1364,889,2300,2300,1411,0,0
1365,328,1036,1036,708,0,0
1366,204,572,572,368,0,0
1367,837,2407,2407,1570,0,0
1368,911,2473,2473,1562,0,0
1369,372,954,954,582,0,0
1370,480,1350,1350,870,0,0
1371,643,2011,2011,1368,0,0
1372,84,238,238,154,0,0
1373,104,311,311,207,0,0
1374,450,1341,1341,891,0,0
1375,67,223,223,156,0,0
1376,571,1569,1569,998,0,0
1377,709,2056,2056,1347,0,0
1378,412,1473,1473,1061,0,0
1379,31,106,106,75,0,0
1380,99,317,317,218,0,0
1381,304,860,860,556,0,0
1382,83,326,326,243,0,0
1383,112,359,359,247,0,0
1384,780,2741,2741,1961,0,0
1385,1644,4350,4350,2706,0,0
1386,2266,5598,5598,3332,0,0
1387,211,667,667,456,0,0
1388,253,792,792,539,0,0
1389,864,2411,2411,1547,0,0
1390,706,1858,1858,1152,0,0
1391,366,1141,1141,775,0,0
1392,867,2198,2198,1331,0,0
1393,235,752,752,517,0,0
1394,272,811,811,539,0,0
1395,1071,3173,3173,2102,0,0
1396,26,119,119,93,0,0
1397,837,2645,2645,1808,0,0
1398,67,224,224,157,0,0
1399,67,187,187,120,0,0
1400,157,434,434,277,0,0
1401,334,851,851,517,0,0
1402,1002,2402,2402,1400,0,0
1403,32,128,128,96,0,0
1404,563,1824,1824,1261,0,0
1405,137,460,460,323,0,0
1406,18,65,65,47,0,0
1407,1439,3907,3907,2468,0,0
1408,61,194,194,133,0,0
1409,415,1247,1247,832,0,0
1410,449,1339,1339,890,0,0
1411,227,606,606,379,0,0
1412,358,1123,1123,765,0,0
1413,73,207,207,134,0,0
1414,125,355,355,230,0,0
1415,420,1201,1201,781,0,0
1416,846,2243,2243,1397,0,0
1417,942,2853,2853,1911,0,0
1418,56,144,144,88,0,0
1419,189,493,493,304,0,0
1420,265,826,826,561,0,0
1421,229,735,735,506,0,0
1422,1462,3121,3121,1659,0,0
1423,441,1166,1166,725,0,0
1424,586,1649,1649,1063,0,0
1425,195,555,555,360,0,0
1426,102,295,295,193,0,0
1427,553,1545,1545,992,0,0
1428,472,1469,1469,997,0,0
1429,102,308,308,206,0,0
1430,91,240,240,149,0,0
1431,79,227,227,148,0,0
1432,157,508,508,351,0,0
1433,200,641,641,441,0,0
1434,45,154,154,109,0,0
1435,37,104,104,67,0,0
1436,67,189,189,122,0,0
1437,162,494,494,332,0,0
1438,242,759,759,517,0,0
1439,33,123,123,90,0,0
1440,2070,4942,4942,2872,0,0
1441,737,1979,1979,1242,0,0
1442,1045,2295,2295,1250,0,0
1443,86,252,252,166,0,0
1444,578,1606,1606,1028,0,0
1445,367,1031,1031,664,0,0
1446,133,424,424,291,0,0
1447,2290,5318,5318,3028,0,0
1448,39,140,140,101,0,0
1449,249,823,823,574,0,0
1450,371,1042,1042,671,0,0
1451,878,2048,2048,1170,0,0
1452,384,1124,1124,740,0,0
1453,610,1567,1567,957,0,0
1454,32,102,102,70,0,0
1455,2472,5121,5121,2649,0,0
1456,441,1137,1137,696,0,0
1457,409,1035,1035,626,0,0
1458,454,1181,1181,727,0,0
1459,482,1324,1324,842,0,0
1460,112,254,254,142,0,0
1461,474,1312,1312,838,0,0
1462,476,1131,1131,655,0,0
1463,573,1667,1667,1094,0,0
1464,55,143,143,88,0,0
1465,240,655,655,415,0,0
1466,354,898,898,544,0,0
1467,171,586,586,415,0,0
1468,1174,3182,3182,2008,0,0
1469,165,403,403,238,0,0
1470,73,212,212,139,0,0
1471,386,893,893,507,0,0
1472,1776,4371,4371,2595,0,0
1473,189,540,540,351,0,0
1474,775,1982,1982,1207,0,0
1475,151,496,496,345,0,0
1476,83,206,206,123,0,0
1477,53,183,183,130,0,0
1478,114,301,301,187,0,0
1479,199,480,480,281,0,0
1480,8,17,17,9,0,0
1481,93,275,275,182,0,0
1482,84,268,268,184,0,0
1483,1634,3254,3253,1620,0,0
1484,295,771,771,476,0,0
1485,148,458,458,310,0,0
1486,47,140,140,93,0,0
1487,766,1834,1834,1068,0,0
1488,1091,2935,2935,1844,0,0
1489,34,111,111,77,0,0
1490,743,2106,2106,1363,0,0
1491,40,114,114,74,0,0
1492,277,715,715,438,0,0
1493,392,1056,1056,664,0,0
1494,570,1367,1367,797,0,0
1495,127,317,317,190,0,0
1496,673,1824,1824,1151,0,0
1497,1407,3104,3104,1697,0,0
1498,180,551,551,371,0,0
1499,292,823,823,531,0,0
1500,675,1541,1541,866,0,0
1501,102,352,352,250,0,0
1502,94,275,275,181,0,0
1503,339,741,741,402,0,0
1504,393,1180,1180,787,0,0
1505,586,1805,1805,1219,0,0
1506,365,1118,1118,753,0,0
1507,173,491,491,318,0,0
1508,324,908,908,584,0,0
1509,109,378,378,269,0,0
1510,139,362,362,223,0,0
1511,88,235,235,147,0,0
1512,246,704,704,458,0,0
1513,201,532,532,331,0,0
1514,313,877,877,564,0,0
1515,59,190,190,131,0,0
1516,9,34,34,25,0,0
1517,1533,3005,3005,1472,0,0
1518,234,546,546,312,0,0
1519,140,458,458,318,0,0
1520,197,645,645,448,0,0
1521,423,1178,1178,755,0,0
1522,46,147,147,101,0,0
1523,1841,4123,4123,2282,0,0
1524,448,1089,1089,641,0,0
1525,923,2467,2467,1544,0,0
1526,120,371,371,251,0,0
1527,547,1494,1494,947,0,0
1528,177,379,379,202,0,0
1529,20,62,62,42,0,0
1530,962,2317,2317,1355,0,0
1531,465,1124,1124,659,0,0
1532,163,430,430,267,0,0
1533,355,903,903,548,0,0
1534,16,48,48,32,0,0
1535,153,388,388,235,0,0
1536,530,1225,1225,695,0,0
1537,81,234,234,153,0,0
1538,233,685,685,452,0,0
1539,782,2161,2161,1379,0,0
1540,51,141,141,90,0,0
1541,90,269,269,179,0,0
1542,422,1065,1065,643,0,0
1543,181,494,494,313,0,0
1544,218,479,479,261,0,0
1545,933,2223,2223,1290,0,0
1546,836,2227,2227,1391,0,0
1547,56,151,151,95,0,0
1548,31,84,84,53,0,0
1549,1309,3102,3102,1793,0,0
1550,1695,3820,3820,2125,0,0
1551,265,723,723,458,0,0
1552,62,168,168,106,0,0
1553,429,1107,1107,678,0,0
1554,854,1652,1652,798,0,0
1555,14,39,39,25,0,0
1556,745,1964,1964,1219,0,0
1557,543,1246,1246,703,0,0
1558,127,312,312,185,0,0
1559,343,834,834,491,0,0
1560,80,195,195,115,0,0
1561,231,629,629,398,0,0
1562,279,567,567,288,0,0
1563,43,142,142,99,0,0
1564,242,625,625,383,0,0
1565,300,824,824,524,0,0
1566,133,395,395,262,0,0
1567,55,132,132,77,0,0
1568,133,309,309,176,0,0
1569,63,195,195,132,0,0
1570,249,687,687,438,0,0
1571,60,196,196,136,0,0
1572,489,1028,1028,539,0,0
1573,297,926,926,629,0,0
1574,190,445,445,255,0,0
1575,65,195,195,130,0,0
1576,122,374,374,252,0,0
1577,127,316,316,189,0,0
1578,845,1860,1860,1015,0,0
1579,728,1860,1860,1132,0,0
1580,586,1257,1257,671,0,0
1581,248,623,623,375,0,0
1582,215,512,512,297,0,0
