parent	edge_1	edge_2	edge_3	edge_4	target_kind	target_index
233	16,17	18,19	30,31	36,37	base	321
233	16,17	22,23	16,30	30,31	base	230
233	16,17	22,23	17,31	30,31	base	230
233	16,17	22,23	30,31	36,37	base	252
233	18,19	22,23	30,31	36,37	base	313
233	4,5	16,17	16,30	30,31	base	194
233	4,5	16,17	17,31	30,31	base	194
233	4,5	16,17	18,19	22,23	base	145
233	4,5	16,17	18,19	30,31	base	297
233	4,5	16,17	18,19	36,37	base	296
233	4,5	16,17	22,23	30,31	base	214
233	4,5	16,17	22,23	36,37	base	213
233	4,5	16,17	30,31	36,37	base	211
233	4,5	18,19	22,23	30,31	base	148
233	4,5	18,19	22,23	36,37	base	150
233	4,5	18,19	30,31	36,37	base	301
233	4,5	22,23	30,31	36,37	base	203
234	16,17	16,30	17,31	30,31	base	242
234	16,17	16,30	30,31	36,37	base	229
234	16,17	17,31	30,31	36,37	base	229
234	16,17	18,19	16,30	30,31	base	257
234	16,17	18,19	17,31	30,31	base	257
234	16,17	18,19	22,23	30,31	base	325
234	16,17	18,19	22,23	36,37	base	323
234	16,17	18,19	30,31	36,37	base	320
234	16,17	22,23	16,30	30,31	base	231
234	16,17	22,23	17,31	30,31	base	231
234	16,17	22,23	30,31	36,37	base	251
234	18,19	22,23	30,31	36,37	base	312
234	4,5	16,17	16,30	30,31	base	216
234	4,5	16,17	17,31	30,31	base	216
234	4,5	16,17	18,19	22,23	base	146
234	4,5	16,17	18,19	30,31	base	298
234	4,5	16,17	18,19	36,37	base	295
234	4,5	16,17	22,23	30,31	complement	23
234	4,5	16,17	22,23	36,37	base	212
234	4,5	16,17	30,31	36,37	base	210
234	4,5	18,19	22,23	30,31	base	151
234	4,5	18,19	22,23	36,37	base	149
234	4,5	18,19	30,31	36,37	base	302
234	4,5	22,23	30,31	36,37	base	202
235	16,17	16,34	17,35	36,37	base	241
235	16,17	18,19	16,34	17,35	base	314
235	16,17	18,19	16,34	36,37	base	258
235	16,17	18,19	17,35	36,37	base	258
235	16,17	18,19	22,23	16,34	base	283
235	16,17	18,19	22,23	17,35	base	283
235	16,17	18,19	22,23	34,35	base	322
235	16,17	18,19	22,23	36,37	base	324
235	16,17	18,19	34,35	36,37	base	319
235	16,17	22,23	16,34	17,35	base	244
235	16,17	22,23	16,34	36,37	base	230
235	16,17	22,23	17,35	36,37	base	230
235	16,17	22,23	34,35	36,37	base	249
235	18,19	22,23	34,35	36,37	base	311
235	4,5	16,17	16,34	17,35	base	205
235	4,5	16,17	16,34	36,37	base	194
235	4,5	16,17	17,35	36,37	base	194
235	4,5	16,17	18,19	16,34	base	186
235	4,5	16,17	18,19	17,35	base	186
235	4,5	16,17	18,19	22,23	base	147
235	4,5	16,17	18,19	34,35	base	296
235	4,5	16,17	18,19	36,37	base	297
235	4,5	16,17	22,23	16,34	base	215
235	4,5	16,17	22,23	17,35	base	215
235	4,5	16,17	22,23	34,35	base	213
235	4,5	16,17	22,23	36,37	base	214
235	4,5	16,17	34,35	36,37	base	208
235	4,5	18,19	22,23	34,35	base	150
235	4,5	18,19	22,23	36,37	base	148
235	4,5	18,19	34,35	36,37	base	299
235	4,5	22,23	34,35	36,37	base	200
236	16,17	18,19	16,36	17,37	base	315
236	16,17	18,19	22,23	16,36	base	284
236	16,17	18,19	22,23	17,37	base	284
236	16,17	18,19	22,23	34,35	base	325
236	16,17	18,19	22,23	36,37	base	323
236	16,17	18,19	34,35	16,36	base	257
236	16,17	18,19	34,35	17,37	base	257
236	16,17	18,19	34,35	36,37	base	318
236	16,17	22,23	16,36	17,37	base	243
236	16,17	22,23	34,35	16,36	base	231
236	16,17	22,23	34,35	17,37	base	231
236	16,17	22,23	34,35	36,37	base	250
236	16,17	34,35	16,36	17,37	base	242
236	18,19	22,23	34,35	36,37	base	310
236	4,5	16,17	16,36	17,37	base	204
236	4,5	16,17	18,19	16,36	base	286
236	4,5	16,17	18,19	17,37	base	286
236	4,5	16,17	18,19	22,23	base	144
236	4,5	16,17	18,19	34,35	base	298
236	4,5	16,17	18,19	36,37	base	295
236	4,5	16,17	22,23	16,36	base	195
236	4,5	16,17	22,23	17,37	base	195
236	4,5	16,17	22,23	34,35	complement	23
236	4,5	16,17	22,23	36,37	base	212
236	4,5	16,17	34,35	16,36	base	216
236	4,5	16,17	34,35	17,37	base	216
236	4,5	16,17	34,35	36,37	base	209
236	4,5	18,19	22,23	34,35	base	151
236	4,5	18,19	22,23	36,37	base	149
236	4,5	18,19	34,35	36,37	base	300
236	4,5	22,23	34,35	36,37	base	201
237	16,17	16,28	17,29	28,29	base	243
237	16,17	16,28	28,29	34,35	base	231
237	16,17	16,28	28,29	36,37	base	229
237	16,17	17,29	28,29	34,35	base	231
237	16,17	17,29	28,29	36,37	base	229
237	16,17	18,19	16,28	28,29	base	284
237	16,17	18,19	17,29	28,29	base	284
237	16,17	18,19	28,29	34,35	base	325
237	16,17	18,19	28,29	36,37	base	320
237	16,17	18,19	34,35	36,37	base	318
237	16,17	28,29	34,35	36,37	base	247
237	18,19	28,29	34,35	36,37	base	309
237	4,5	16,17	16,28	28,29	base	195
237	4,5	16,17	17,29	28,29	base	195
237	4,5	16,17	18,19	28,29	base	144
237	4,5	16,17	18,19	34,35	base	146
237	4,5	16,17	18,19	36,37	base	295
237	4,5	16,17	28,29	34,35	complement	23
237	4,5	16,17	28,29	36,37	base	210
237	4,5	16,17	34,35	36,37	base	209
237	4,5	18,19	28,29	34,35	base	151
237	4,5	18,19	28,29	36,37	base	302
237	4,5	18,19	34,35	36,37	base	300
237	4,5	28,29	34,35	36,37	base	198
238	16,17	16,28	17,29	28,29	base	244
238	16,17	16,28	28,29	34,35	base	232
238	16,17	16,28	28,29	36,37	base	230
238	16,17	17,29	28,29	34,35	base	232
238	16,17	17,29	28,29	36,37	base	230
238	16,17	18,19	16,28	28,29	base	283
238	16,17	18,19	17,29	28,29	base	283
238	16,17	18,19	28,29	34,35	base	321
238	16,17	18,19	28,29	36,37	base	324
238	16,17	18,19	34,35	36,37	base	319
238	16,17	28,29	34,35	36,37	base	248
238	18,19	28,29	34,35	36,37	base	308
238	4,5	16,17	16,28	28,29	base	215
238	4,5	16,17	17,29	28,29	base	215
238	4,5	16,17	18,19	28,29	base	147
238	4,5	16,17	18,19	34,35	base	296
238	4,5	16,17	18,19	36,37	base	145
238	4,5	16,17	28,29	34,35	base	211
238	4,5	16,17	28,29	36,37	base	214
238	4,5	16,17	34,35	36,37	base	208
238	4,5	18,19	28,29	34,35	base	301
238	4,5	18,19	28,29	36,37	base	148
238	4,5	18,19	34,35	36,37	base	299
238	4,5	28,29	34,35	36,37	base	199
239	16,17	18,19	16,36	17,37	base	317
239	16,17	18,19	32,33	16,36	base	283
239	16,17	18,19	32,33	17,37	base	283
239	16,17	18,19	32,33	34,35	base	321
239	16,17	18,19	32,33	36,37	base	322
239	16,17	18,19	34,35	16,36	base	258
239	16,17	18,19	34,35	17,37	base	258
239	16,17	18,19	34,35	36,37	base	319
239	16,17	32,33	16,36	17,37	base	244
239	16,17	32,33	34,35	16,36	base	232
239	16,17	32,33	34,35	17,37	base	232
239	16,17	32,33	34,35	36,37	base	246
239	16,17	34,35	16,36	17,37	base	241
239	18,19	32,33	34,35	36,37	base	306
239	4,5	16,17	16,36	17,37	base	206
239	4,5	16,17	18,19	16,36	base	287
239	4,5	16,17	18,19	17,37	base	287
239	4,5	16,17	18,19	32,33	base	147
239	4,5	16,17	18,19	34,35	base	297
239	4,5	16,17	18,19	36,37	base	145
239	4,5	16,17	32,33	16,36	base	215
239	4,5	16,17	32,33	17,37	base	215
239	4,5	16,17	32,33	34,35	base	211
239	4,5	16,17	32,33	36,37	base	213
239	4,5	16,17	34,35	16,36	base	194
239	4,5	16,17	34,35	17,37	base	194
239	4,5	16,17	34,35	36,37	base	208
239	4,5	18,19	32,33	34,35	base	301
239	4,5	18,19	32,33	36,37	base	150
239	4,5	18,19	34,35	36,37	base	299
239	4,5	32,33	34,35	36,37	base	197
240	16,17	16,34	17,35	36,37	base	243
240	16,17	18,19	16,34	17,35	base	316
240	16,17	18,19	16,34	36,37	base	284
240	16,17	18,19	17,35	36,37	base	284
240	16,17	18,19	32,33	16,34	base	257
240	16,17	18,19	32,33	17,35	base	257
240	16,17	18,19	32,33	34,35	base	318
240	16,17	18,19	32,33	36,37	base	320
240	16,17	18,19	34,35	36,37	base	323
240	16,17	32,33	16,34	17,35	base	242
240	16,17	32,33	16,34	36,37	base	229
240	16,17	32,33	17,35	36,37	base	229
240	16,17	32,33	34,35	36,37	base	245
240	18,19	32,33	34,35	36,37	base	307
240	4,5	16,17	16,34	17,35	base	207
240	4,5	16,17	16,34	36,37	base	195
240	4,5	16,17	17,35	36,37	base	195
240	4,5	16,17	18,19	16,34	base	189
240	4,5	16,17	18,19	17,35	base	189
240	4,5	16,17	18,19	32,33	base	298
240	4,5	16,17	18,19	34,35	base	146
240	4,5	16,17	18,19	36,37	base	144
240	4,5	16,17	32,33	16,34	base	216
240	4,5	16,17	32,33	17,35	base	216
240	4,5	16,17	32,33	34,35	base	209
240	4,5	16,17	32,33	36,37	base	210
240	4,5	16,17	34,35	36,37	base	212
240	4,5	18,19	32,33	34,35	base	300
240	4,5	18,19	32,33	36,37	base	302
240	4,5	18,19	34,35	36,37	base	149
240	4,5	32,33	34,35	36,37	base	196
241	16,17	16,30	17,31	30,31	base	233
241	16,17	16,30	17,31	36,37	base	235
241	16,17	18,19	16,30	17,31	base	308
241	16,17	22,23	16,30	17,31	base	239
241	16,30	17,31	30,31	36,37	base	246
241	18,19	16,30	17,31	30,31	base	319
241	18,19	16,30	17,31	36,37	base	321
241	18,19	22,23	16,30	17,31	base	324
241	18,19	22,23	16,30	36,37	base	283
241	18,19	22,23	17,31	36,37	base	283
241	22,23	16,30	17,31	30,31	base	249
241	22,23	16,30	17,31	36,37	base	252
241	4,5	16,17	16,30	17,31	base	199
241	4,5	16,30	17,31	30,31	base	208
241	4,5	16,30	17,31	36,37	base	211
241	4,5	18,19	16,30	17,31	base	297
241	4,5	18,19	16,30	36,37	base	186
241	4,5	18,19	17,31	36,37	base	186
241	4,5	18,19	22,23	16,30	base	287
241	4,5	18,19	22,23	17,31	base	287
241	4,5	18,19	22,23	36,37	base	153
241	4,5	22,23	16,30	17,31	base	214
241	4,5	22,23	16,30	36,37	base	215
241	4,5	22,23	17,31	36,37	base	215
241	8,15	1,22	24,29	26,38	base	155
241	9,14	0,23	25,28	27,39	base	155
242	16,17	16,30	17,31	30,31	base	234
242	16,17	16,30	17,31	36,37	base	236
242	16,17	18,19	16,30	17,31	base	309
242	16,17	22,23	16,30	17,31	base	240
242	16,30	17,31	30,31	36,37	base	245
242	18,19	16,30	17,31	30,31	base	318
242	18,19	16,30	17,31	36,37	base	320
242	18,19	22,23	16,30	17,31	base	325
242	18,19	22,23	16,30	36,37	base	284
242	18,19	22,23	17,31	36,37	base	284
242	22,23	16,30	17,31	30,31	base	250
242	22,23	16,30	17,31	36,37	base	251
242	4,5	16,17	16,30	17,31	base	198
242	4,5	16,30	17,31	30,31	base	209
242	4,5	16,30	17,31	36,37	base	210
242	4,5	18,19	16,30	17,31	base	298
242	4,5	18,19	16,30	36,37	base	286
242	4,5	18,19	17,31	36,37	base	286
242	4,5	18,19	22,23	16,30	base	189
242	4,5	18,19	22,23	17,31	base	189
242	4,5	18,19	22,23	36,37	base	152
242	4,5	22,23	16,30	17,31	complement	23
242	4,5	22,23	16,30	36,37	base	195
242	4,5	22,23	17,31	36,37	base	195
242	8,15	1,22	24,29	26,38	base	184
242	9,14	0,23	25,28	27,39	base	184
243	16,17	16,28	17,29	28,29	base	237
243	16,17	16,28	17,29	34,35	base	240
243	16,17	16,28	17,29	36,37	base	236
243	16,17	18,19	16,28	17,29	base	312
243	16,28	17,29	28,29	34,35	base	250
243	16,28	17,29	28,29	36,37	base	245
243	16,28	17,29	34,35	36,37	base	247
243	18,19	16,28	17,29	28,29	base	323
243	18,19	16,28	17,29	34,35	base	325
243	18,19	16,28	17,29	36,37	base	320
243	18,19	16,28	34,35	36,37	base	257
243	18,19	17,29	34,35	36,37	base	257
243	4,5	16,17	16,28	17,29	base	202
243	4,5	16,28	17,29	28,29	base	212
243	4,5	16,28	17,29	34,35	complement	23
243	4,5	16,28	17,29	36,37	base	210
243	4,5	16,28	34,35	36,37	base	216
243	4,5	17,29	34,35	36,37	base	216
243	4,5	18,19	16,28	17,29	base	144
243	4,5	18,19	16,28	34,35	base	189
243	4,5	18,19	16,28	36,37	base	286
243	4,5	18,19	17,29	34,35	base	189
243	4,5	18,19	17,29	36,37	base	286
243	4,5	18,19	34,35	36,37	base	304
243	8,15	22,27	1,36	24,38	base	99
243	9,14	23,26	0,37	25,39	base	99
244	16,17	16,28	17,29	28,29	base	238
244	16,17	16,28	17,29	34,35	base	235
244	16,17	16,28	17,29	36,37	base	239
244	16,17	18,19	16,28	17,29	base	313
244	16,28	17,29	28,29	34,35	base	246
244	16,28	17,29	28,29	36,37	base	249
244	16,28	17,29	34,35	36,37	base	248
244	18,19	16,28	17,29	28,29	base	322
244	18,19	16,28	17,29	34,35	base	321
244	18,19	16,28	17,29	36,37	base	324
244	18,19	16,28	34,35	36,37	base	258
244	18,19	17,29	34,35	36,37	base	258
244	4,5	16,17	16,28	17,29	base	203
244	4,5	16,28	17,29	28,29	base	213
244	4,5	16,28	17,29	34,35	base	211
244	4,5	16,28	17,29	36,37	base	214
244	4,5	16,28	34,35	36,37	base	194
244	4,5	17,29	34,35	36,37	base	194
244	4,5	18,19	16,28	17,29	base	147
244	4,5	18,19	16,28	34,35	base	186
244	4,5	18,19	16,28	36,37	base	287
244	4,5	18,19	17,29	34,35	base	186
244	4,5	18,19	17,29	36,37	base	287
244	4,5	18,19	34,35	36,37	base	303
244	8,15	22,27	1,34	24,38	base	180
244	9,14	23,26	0,35	25,39	base	180
245	16,17	20,21	28,29	28,34	base	284
245	16,17	20,21	28,29	29,35	base	284
245	16,17	20,21	28,29	34,35	base	312
245	16,17	20,21	28,29	36,37	base	325
245	16,17	20,21	34,35	36,37	base	310
245	16,17	28,29	28,34	29,35	base	315
245	16,17	28,29	28,34	36,37	base	257
245	16,17	28,29	29,35	36,37	base	257
245	16,17	28,29	34,35	36,37	base	309
245	20,21	28,29	28,34	29,35	base	243
245	20,21	28,29	28,34	36,37	base	231
245	20,21	28,29	29,35	36,37	base	231
245	20,21	28,29	34,35	36,37	base	240
245	28,29	28,34	29,35	36,37	base	242
245	4,5	16,17	20,21	28,29	base	144
245	4,5	16,17	20,21	34,35	base	149
245	4,5	16,17	20,21	36,37	base	146
245	4,5	16,17	28,29	28,34	base	286
245	4,5	16,17	28,29	29,35	base	286
245	4,5	16,17	28,29	34,35	base	302
245	4,5	16,17	28,29	36,37	base	298
245	4,5	16,17	34,35	36,37	base	300
245	4,5	20,21	28,29	28,34	base	195
245	4,5	20,21	28,29	29,35	base	195
245	4,5	20,21	28,29	34,35	base	202
245	4,5	20,21	28,29	36,37	complement	23
245	4,5	20,21	34,35	36,37	base	201
245	4,5	28,29	28,34	29,35	base	204
245	4,5	28,29	28,34	36,37	base	216
245	4,5	28,29	29,35	36,37	base	216
245	4,5	28,29	34,35	36,37	base	198
246	16,17	20,21	28,29	28,34	base	283
246	16,17	20,21	28,29	29,35	base	283
246	16,17	20,21	28,29	34,35	base	313
246	16,17	20,21	28,29	36,37	base	324
246	16,17	20,21	34,35	36,37	base	311
246	16,17	28,29	28,34	29,35	base	314
246	16,17	28,29	28,34	36,37	base	258
246	16,17	28,29	29,35	36,37	base	258
246	16,17	28,29	34,35	36,37	base	308
246	20,21	28,29	28,34	29,35	base	244
246	20,21	28,29	28,34	36,37	base	230
246	20,21	28,29	29,35	36,37	base	230
246	20,21	28,29	34,35	36,37	base	239
246	28,29	28,34	29,35	36,37	base	241
246	4,5	16,17	20,21	28,29	base	147
246	4,5	16,17	20,21	34,35	base	150
246	4,5	16,17	20,21	36,37	base	145
246	4,5	16,17	28,29	28,34	base	186
246	4,5	16,17	28,29	29,35	base	186
246	4,5	16,17	28,29	34,35	base	301
246	4,5	16,17	28,29	36,37	base	297
246	4,5	16,17	34,35	36,37	base	299
246	4,5	20,21	28,29	28,34	base	215
246	4,5	20,21	28,29	29,35	base	215
246	4,5	20,21	28,29	34,35	base	203
246	4,5	20,21	28,29	36,37	base	214
246	4,5	20,21	34,35	36,37	base	200
246	4,5	28,29	28,34	29,35	base	205
246	4,5	28,29	28,34	36,37	base	194
246	4,5	28,29	29,35	36,37	base	194
246	4,5	28,29	34,35	36,37	base	199
247	16,17	20,21	32,33	34,35	base	310
247	16,17	20,21	32,33	36,37	base	312
247	16,17	20,21	32,34	33,35	base	316
247	16,17	20,21	32,34	36,37	base	284
247	16,17	20,21	33,35	36,37	base	284
247	16,17	20,21	34,35	36,37	base	323
247	16,17	32,33	34,35	36,37	base	307
247	16,17	32,34	33,35	36,37	base	315
247	20,21	32,33	34,35	36,37	base	237
247	20,21	32,34	33,35	36,37	base	243
247	4,5	16,17	20,21	32,33	base	151
247	4,5	16,17	20,21	32,34	base	189
247	4,5	16,17	20,21	33,35	base	189
247	4,5	16,17	20,21	34,35	base	146
247	4,5	16,17	20,21	36,37	base	144
247	4,5	16,17	32,33	34,35	base	300
247	4,5	16,17	32,33	36,37	base	302
247	4,5	16,17	32,34	33,35	base	304
247	4,5	16,17	32,34	36,37	base	286
247	4,5	16,17	33,35	36,37	base	286
247	4,5	16,17	34,35	36,37	base	295
247	4,5	20,21	32,33	34,35	base	201
247	4,5	20,21	32,33	36,37	base	202
247	4,5	20,21	32,34	33,35	base	207
247	4,5	20,21	32,34	36,37	base	195
247	4,5	20,21	33,35	36,37	base	195
247	4,5	20,21	34,35	36,37	base	212
247	4,5	32,33	34,35	36,37	base	196
247	4,5	32,34	33,35	36,37	base	204
248	16,17	20,21	32,33	34,35	base	313
248	16,17	20,21	32,33	36,37	base	311
248	16,17	20,21	32,36	33,37	base	317
248	16,17	20,21	34,35	32,36	base	283
248	16,17	20,21	34,35	33,37	base	283
248	16,17	20,21	34,35	36,37	base	322
248	16,17	32,33	34,35	36,37	base	306
248	16,17	34,35	32,36	33,37	base	314
248	20,21	32,33	34,35	36,37	base	238
248	20,21	34,35	32,36	33,37	base	244
248	4,5	16,17	20,21	32,33	base	148
248	4,5	16,17	20,21	32,36	base	287
248	4,5	16,17	20,21	33,37	base	287
248	4,5	16,17	20,21	34,35	base	147
248	4,5	16,17	20,21	36,37	base	145
248	4,5	16,17	32,33	34,35	base	301
248	4,5	16,17	32,33	36,37	base	299
248	4,5	16,17	32,36	33,37	base	303
248	4,5	16,17	34,35	32,36	base	186
248	4,5	16,17	34,35	33,37	base	186
248	4,5	16,17	34,35	36,37	base	296
248	4,5	20,21	32,33	34,35	base	203
248	4,5	20,21	32,33	36,37	base	200
248	4,5	20,21	32,36	33,37	base	206
248	4,5	20,21	34,35	32,36	base	215
248	4,5	20,21	34,35	33,37	base	215
248	4,5	20,21	34,35	36,37	base	213
248	4,5	32,33	34,35	36,37	base	197
248	4,5	34,35	32,36	33,37	base	205
249	16,17	26,27	26,32	27,33	base	317
249	16,17	26,27	26,32	34,35	base	283
249	16,17	26,27	26,32	36,37	base	258
249	16,17	26,27	27,33	34,35	base	283
249	16,17	26,27	27,33	36,37	base	258
249	16,17	26,27	32,33	34,35	base	313
249	16,17	26,27	32,33	36,37	base	308
249	16,17	26,27	34,35	36,37	base	321
249	16,17	32,33	34,35	36,37	base	306
249	26,27	26,32	27,33	34,35	base	244
249	26,27	26,32	27,33	36,37	base	241
249	26,27	26,32	34,35	36,37	base	232
249	26,27	27,33	34,35	36,37	base	232
249	26,27	32,33	34,35	36,37	base	235
249	4,5	16,17	26,27	26,32	base	287
249	4,5	16,17	26,27	27,33	base	287
249	4,5	16,17	26,27	32,33	base	148
249	4,5	16,17	26,27	34,35	base	147
249	4,5	16,17	26,27	36,37	base	297
249	4,5	16,17	32,33	34,35	base	150
249	4,5	16,17	32,33	36,37	base	299
249	4,5	16,17	34,35	36,37	base	296
249	4,5	26,27	26,32	27,33	base	206
249	4,5	26,27	26,32	34,35	base	215
249	4,5	26,27	26,32	36,37	base	194
249	4,5	26,27	27,33	34,35	base	215
249	4,5	26,27	27,33	36,37	base	194
249	4,5	26,27	32,33	34,35	base	203
249	4,5	26,27	32,33	36,37	base	199
249	4,5	26,27	34,35	36,37	base	211
249	4,5	32,33	34,35	36,37	base	197
250	16,17	26,27	26,32	27,33	base	316
250	16,17	26,27	26,32	34,35	base	257
250	16,17	26,27	26,32	36,37	base	284
250	16,17	26,27	27,33	34,35	base	257
250	16,17	26,27	27,33	36,37	base	284
250	16,17	26,27	32,33	34,35	base	309
250	16,17	26,27	32,33	36,37	base	312
250	16,17	26,27	34,35	36,37	base	320
250	16,17	32,33	34,35	36,37	base	307
250	26,27	26,32	27,33	34,35	base	242
250	26,27	26,32	27,33	36,37	base	243
250	26,27	26,32	34,35	36,37	base	229
250	26,27	27,33	34,35	36,37	base	229
250	26,27	32,33	34,35	36,37	base	236
250	4,5	16,17	26,27	26,32	base	189
250	4,5	16,17	26,27	27,33	base	189
250	4,5	16,17	26,27	32,33	base	151
250	4,5	16,17	26,27	34,35	base	298
250	4,5	16,17	26,27	36,37	base	144
250	4,5	16,17	32,33	34,35	base	300
250	4,5	16,17	32,33	36,37	base	149
250	4,5	16,17	34,35	36,37	base	295
250	4,5	26,27	26,32	27,33	base	207
250	4,5	26,27	26,32	34,35	base	216
250	4,5	26,27	26,32	36,37	base	195
250	4,5	26,27	27,33	34,35	base	216
250	4,5	26,27	27,33	36,37	base	195
250	4,5	26,27	32,33	34,35	base	198
250	4,5	26,27	32,33	36,37	base	202
250	4,5	26,27	34,35	36,37	base	210
250	4,5	32,33	34,35	36,37	base	196
251	16,17	30,31	32,33	34,35	base	309
251	16,17	30,31	32,33	36,37	base	310
251	16,17	30,31	34,35	36,37	base	307
251	16,17	32,33	30,36	31,37	base	316
251	16,17	32,33	34,35	30,36	base	257
251	16,17	32,33	34,35	31,37	base	257
251	16,17	32,33	34,35	36,37	base	318
251	16,17	34,35	30,36	31,37	base	315
251	30,31	32,33	34,35	36,37	base	234
251	32,33	34,35	30,36	31,37	base	242
251	4,5	16,17	30,31	32,33	base	151
251	4,5	16,17	30,31	34,35	base	302
251	4,5	16,17	30,31	36,37	base	149
251	4,5	16,17	30,36	31,37	base	152
251	4,5	16,17	32,33	30,36	base	189
251	4,5	16,17	32,33	31,37	base	189
251	4,5	16,17	32,33	34,35	base	298
251	4,5	16,17	32,33	36,37	base	146
251	4,5	16,17	34,35	30,36	base	286
251	4,5	16,17	34,35	31,37	base	286
251	4,5	16,17	34,35	36,37	base	295
251	4,5	30,31	32,33	34,35	base	198
251	4,5	30,31	32,33	36,37	base	201
251	4,5	30,31	34,35	36,37	base	196
251	4,5	32,33	30,36	31,37	base	207
251	4,5	32,33	34,35	30,36	base	216
251	4,5	32,33	34,35	31,37	base	216
251	4,5	32,33	34,35	36,37	base	209
251	4,5	34,35	30,36	31,37	base	204
252	16,17	30,31	32,33	34,35	base	306
252	16,17	30,31	32,33	36,37	base	308
252	16,17	30,31	34,35	36,37	base	311
252	16,17	30,34	31,35	36,37	base	317
252	16,17	32,33	30,34	31,35	base	314
252	16,17	32,33	30,34	36,37	base	258
252	16,17	32,33	31,35	36,37	base	258
252	16,17	32,33	34,35	36,37	base	319
252	30,31	32,33	34,35	36,37	base	233
252	32,33	30,34	31,35	36,37	base	241
252	4,5	16,17	30,31	32,33	base	301
252	4,5	16,17	30,31	34,35	base	150
252	4,5	16,17	30,31	36,37	base	148
252	4,5	16,17	30,34	31,35	base	153
252	4,5	16,17	30,34	36,37	base	287
252	4,5	16,17	31,35	36,37	base	287
252	4,5	16,17	32,33	30,34	base	186
252	4,5	16,17	32,33	31,35	base	186
252	4,5	16,17	32,33	34,35	base	296
252	4,5	16,17	32,33	36,37	base	297
252	4,5	16,17	34,35	36,37	base	145
252	4,5	30,31	32,33	34,35	base	197
252	4,5	30,31	32,33	36,37	base	199
252	4,5	30,31	34,35	36,37	base	200
252	4,5	30,34	31,35	36,37	base	206
252	4,5	32,33	30,34	31,35	base	205
252	4,5	32,33	30,34	36,37	base	194
252	4,5	32,33	31,35	36,37	base	194
252	4,5	32,33	34,35	36,37	base	208
253	24,33	32,33	21,35	18,41	base	294
254	6,17	7,29	23,39	29,41	base	177
255	8,32	23,38	32,39	19,41	base	275
255	8,32	23,38	34,38	19,41	base	274
255	8,32	23,38	34,38	32,39	base	267
255	8,32	32,36	23,38	19,41	base	281
255	8,32	32,36	23,38	32,39	base	265
255	8,32	32,36	23,38	34,38	base	262
255	8,32	32,36	32,39	19,41	base	270
255	8,32	32,36	34,38	19,41	base	290
255	8,32	32,36	34,38	32,39	base	174
255	8,32	34,38	32,39	19,41	base	327
256	23,33	24,33	8,34	19,41	base	273
256	23,33	24,33	8,34	34,37	base	261
256	23,33	24,33	8,34	34,39	base	264
256	23,33	8,34	34,37	19,41	base	291
256	23,33	8,34	34,37	34,39	base	172
256	23,33	8,34	34,39	19,41	base	269
256	24,33	8,34	34,37	19,41	base	282
256	24,33	8,34	34,37	34,39	base	266
256	24,33	8,34	34,39	19,41	base	276
256	8,34	34,37	34,39	19,41	base	293
257	0,2	21,31	21,34	31,35	base	234
257	0,2	21,31	21,34	36,37	base	236
257	0,2	21,31	31,35	36,37	base	245
257	0,2	21,31	34,35	36,37	base	229
257	0,2	23,26	21,31	21,34	base	240
257	0,2	23,26	21,31	31,35	base	250
257	0,2	23,26	21,31	34,35	base	231
257	0,2	23,26	21,31	36,37	base	251
257	0,2	23,26	34,35	36,37	base	243
257	0,2	6,7	21,31	21,34	base	198
257	0,2	6,7	21,31	31,35	base	209
257	0,2	6,7	21,31	34,35	base	216
257	0,2	6,7	21,31	36,37	base	210
257	0,2	6,7	23,26	21,31	complement	23
257	0,2	6,7	23,26	34,35	base	207
257	0,2	6,7	23,26	36,37	base	195
257	0,2	6,7	34,35	36,37	base	204
257	13,15	1,23	25,32	24,38	base	228
257	21,31	21,34	31,35	36,37	base	307
257	23,26	21,31	21,34	31,35	base	310
257	23,26	21,31	21,34	36,37	base	312
257	23,26	21,31	31,35	36,37	base	323
257	23,26	21,31	34,35	36,37	base	284
257	6,7	21,31	21,34	31,35	base	300
257	6,7	21,31	21,34	36,37	base	302
257	6,7	21,31	31,35	36,37	base	295
257	6,7	21,31	34,35	36,37	base	286
257	6,7	23,26	21,31	21,34	base	151
257	6,7	23,26	21,31	31,35	base	146
257	6,7	23,26	21,31	34,35	base	189
257	6,7	23,26	21,31	36,37	base	144
257	6,7	23,26	34,35	36,37	base	152
258	0,2	21,35	21,36	35,37	base	233
258	0,2	23,26	21,35	21,36	base	239
258	0,2	23,26	21,35	35,37	base	249
258	0,2	23,26	21,35	36,37	base	230
258	0,2	23,26	27,32	21,35	base	252
258	0,2	23,26	27,32	36,37	base	244
258	0,2	27,32	21,35	21,36	base	235
258	0,2	27,32	21,35	35,37	base	246
258	0,2	27,32	21,35	36,37	base	232
258	0,2	6,7	21,35	21,36	base	199
258	0,2	6,7	21,35	35,37	base	208
258	0,2	6,7	21,35	36,37	base	194
258	0,2	6,7	23,26	21,35	base	214
258	0,2	6,7	23,26	27,32	base	215
258	0,2	6,7	23,26	36,37	base	206
258	0,2	6,7	27,32	21,35	base	211
258	0,2	6,7	27,32	36,37	base	205
258	12,15	1,23	25,33	24,38	base	224
258	23,26	21,35	21,36	35,37	base	311
258	23,26	27,32	21,35	21,36	base	313
258	23,26	27,32	21,35	35,37	base	322
258	23,26	27,32	21,35	36,37	base	283
258	27,32	21,35	21,36	35,37	base	306
