code	zero	orbit_size	support	triples
383866	1	10080	10	3
383867	0	20160	10	4
383887	1	20160	9	4
383899	1	20160	10	3
383902	1	20160	10	3
383903	0	20160	10	4
383911	1	20160	10	3
383914	1	20160	10	2
383915	0	20160	10	3
383917	1	20160	10	3
383918	0	20160	10	3
383923	1	20160	9	4
383926	1	20160	10	3
383927	0	20160	10	4
383929	1	20160	10	3
383930	0	20160	10	3
383932	1	20160	9	4
383933	0	20160	10	4
383947	1	20160	9	4
383950	1	20160	9	4
383951	0	20160	9	5
383959	1	20160	10	4
383962	1	20160	10	3
383963	0	20160	10	4
383965	1	20160	10	4
383966	0	20160	10	4
383971	1	20160	9	4
383974	1	20160	10	3
383975	0	20160	10	4
383977	1	20160	10	3
383978	0	20160	10	3
383980	1	20160	9	4
383981	0	20160	10	4
383986	1	20160	9	4
383987	0	20160	9	5
383989	1	20160	10	4
383990	0	20160	10	4
383992	1	20160	9	4
383993	0	20160	10	4
383996	0	20160	9	5
384847	1	5040	9	5
384859	1	10080	10	4
384863	0	5040	10	5
384871	1	10080	10	4
384874	1	5040	10	3
384875	0	10080	10	4
384883	1	10080	9	5
384886	1	10080	10	4
384887	0	10080	10	5
384890	0	5040	10	4
384907	1	20160	9	4
384911	0	10080	9	5
384919	1	20160	10	4
384922	1	10080	10	3
384923	0	20160	10	4
384931	1	20160	9	4
384934	1	20160	10	3
384935	0	20160	10	4
384938	0	10080	10	3
384946	1	20160	9	4
384947	0	20160	9	5
384949	1	10080	10	4
384950	0	20160	10	4
384967	1	20160	9	5
384970	1	10080	9	4
384971	0	20160	9	5
384979	1	20160	9	5
384982	1	20160	10	4
384983	0	20160	10	5
384986	0	10080	10	4
384994	1	20160	9	4
384995	0	20160	9	5
384997	1	10080	10	4
384998	0	20160	10	4
385009	1	20160	9	5
385010	0	20160	9	5
385013	0	10080	10	5
387727	1	2520	9	3
387739	1	5040	10	2
387743	0	2520	10	3
387751	1	5040	10	2
387754	1	2520	10	1
387755	0	5040	10	2
387763	1	5040	9	3
387766	1	5040	10	2
387767	0	5040	10	3
387770	0	2520	10	2
387787	1	20160	9	3
387791	0	10080	9	4
387799	1	20160	10	3
387802	1	10080	10	2
387803	0	20160	10	3
387811	1	20160	9	3
387814	1	20160	10	2
387815	0	20160	10	3
387818	0	10080	10	2
387826	1	20160	9	3
387827	0	20160	9	4
387829	1	10080	10	3
387830	0	20160	10	3
388039	1	10080	9	4
388042	1	10080	9	3
388043	0	10080	9	4
388045	1	10080	9	4
388046	0	10080	9	4
388051	1	10080	9	4
388054	1	10080	10	3
388055	0	10080	10	4
388057	1	10080	10	3
388058	0	10080	10	3
388060	1	10080	9	4
388061	0	10080	10	4
388066	1	10080	9	3
388067	0	10080	9	4
388069	1	10080	10	3
388070	0	10080	10	3
388072	1	10080	9	3
388073	0	10080	10	3
388076	0	10080	9	4
388081	1	10080	9	4
388082	0	10080	9	4
388084	1	10080	9	4
388085	0	10080	10	4
388088	0	10080	9	4
388999	1	10080	9	4
389002	1	5040	9	3
389003	0	10080	9	4
389011	1	10080	9	4
389014	1	10080	10	3
389015	0	10080	10	4
389018	0	5040	10	3
389026	1	10080	9	3
389027	0	10080	9	4
389029	1	5040	10	3
389030	0	10080	10	3
389041	1	10080	9	4
389042	0	10080	9	4
389045	0	5040	10	4
389059	1	20160	8	5
389062	1	20160	9	4
389063	0	20160	9	5
389066	0	10080	9	4
389074	1	20160	9	4
389075	0	20160	9	5
389077	1	10080	10	4
389078	0	20160	10	4
389089	1	20160	9	4
389090	0	20160	9	4
389093	0	10080	10	4
389104	1	10080	8	5
389105	0	20160	9	5
393154	1	5040	8	5
393155	0	5040	8	6
393157	1	2520	9	5
393158	0	5040	9	5
393169	1	5040	9	5
393170	0	5040	9	5
393173	0	2520	10	5
393184	1	2520	8	5
393185	0	5040	9	5
393200	0	2520	8	6
427711	1	5040	9	3
427759	1	20160	9	3
427771	1	20160	9	3
427774	1	20160	9	3
427775	0	20160	9	4
427999	1	20160	9	4
428011	1	10080	9	3
428014	1	20160	9	3
428015	0	20160	9	4
428029	1	10080	9	4
428030	0	10080	9	4
428479	1	10080	9	3
428527	1	20160	9	3
428539	1	20160	9	3
