parent	edge_1	edge_2	edge_3	edge_4	edge_5	edge_6	target_kind	target_index
216	10,13	6,17	2,20	21,25	25,28	22,36	base	60
216	10,13	6,17	2,20	24,26	25,28	22,36	base	228
216	10,13	6,17	2,20	25,28	22,36	20,40	base	35
216	10,13	6,17	2,20	25,28	22,36	39,40	base	50
216	10,13	6,17	2,20	25,28	34,35	22,36	base	61
216	20,23	24,26	19,33	19,34	33,35	39,40	base	237
216	6,17	2,20	20,23	21,25	25,28	22,36	complement	40
216	6,17	2,20	20,23	24,26	25,28	22,36	base	179
216	6,17	2,20	20,23	25,28	22,36	20,40	base	164
216	6,17	2,20	20,23	25,28	22,36	39,40	base	103
216	6,17	2,20	20,23	25,28	34,35	22,36	base	105
216	6,17	2,20	21,25	24,26	25,28	22,36	base	96
216	6,17	2,20	21,25	25,28	22,36	20,40	base	142
216	6,17	2,20	21,25	25,28	22,36	39,40	base	138
216	6,17	2,20	21,25	25,28	34,35	22,36	base	134
216	6,17	2,20	24,26	25,28	22,36	20,40	base	115
216	6,17	2,20	24,26	25,28	22,36	39,40	base	181
216	6,17	2,20	24,26	25,28	34,35	22,36	base	184
216	6,17	2,20	25,28	22,36	20,40	39,40	base	163
216	6,17	2,20	25,28	34,35	22,36	20,40	base	157
216	6,17	2,20	25,28	34,35	22,36	39,40	base	158
216	7,11	10,13	3,23	21,27	34,35	18,37	base	61
216	7,11	3,23	20,23	21,27	34,35	18,37	base	105
216	7,11	3,23	21,25	21,27	34,35	18,37	base	134
216	7,11	3,23	21,27	19,33	34,35	18,37	base	160
216	7,11	3,23	21,27	34,35	18,37	23,39	base	157
216	7,11	3,23	21,27	34,35	18,37	39,40	base	158
216	7,11	3,23	24,26	21,27	34,35	18,37	base	184
217	0,4	12,22	3,26	24,32	22,35	14,41	base	206
217	0,4	13,18	29,35	2,37	10,38	37,41	base	93
217	0,4	19,20	21,33	22,35	30,36	36,41	base	117
217	0,4	19,20	21,33	22,35	30,36	37,41	base	116
217	0,4	19,20	21,33	22,35	36,41	37,41	base	114
217	0,4	19,20	21,33	30,36	36,41	37,41	base	106
217	0,4	19,20	22,35	30,36	36,41	37,41	base	154
217	0,4	21,33	22,35	30,36	36,41	37,41	base	161
217	12,22	3,26	23,28	24,32	22,35	14,41	base	287
217	12,22	3,26	24,32	21,33	22,35	14,41	base	287
217	12,22	3,26	24,32	22,35	14,41	37,41	base	303
217	12,22	3,26	24,32	22,35	30,36	14,41	base	153
217	13,18	19,20	29,35	2,37	10,38	37,41	base	19
217	13,18	22,35	29,35	2,37	10,38	37,41	base	5
217	13,18	29,35	2,37	10,38	36,41	37,41	base	1
217	13,18	29,35	2,37	30,37	10,38	37,41	base	1
217	13,18	29,35	30,36	2,37	10,38	37,41	base	10
217	19,20	12,22	3,26	24,32	22,35	14,41	base	317
217	19,20	21,33	22,35	30,36	36,41	37,41	base	223
218	0,3	20,22	31,34	36,37	34,41	35,41	base	154
218	0,3	6,13	20,22	4,26	24,33	14,41	base	230
218	0,3	6,13	4,26	23,27	24,33	14,41	base	214
218	0,3	6,13	4,26	24,33	14,41	35,41	base	194
218	0,3	6,13	4,26	24,33	31,34	14,41	base	215
218	0,3	6,13	4,26	24,33	36,37	14,41	base	206
218	0,3	6,16	20,22	31,34	34,41	35,41	base	106
218	0,3	6,16	20,22	31,34	36,37	34,41	base	69
218	0,3	6,16	20,22	31,34	36,37	35,41	base	66
218	0,3	6,16	20,22	36,37	34,41	35,41	base	71
218	0,3	6,16	31,34	36,37	34,41	35,41	base	141
218	18,21	16,32	2,35	36,37	9,38	35,41	base	5
218	6,13	20,22	4,26	23,27	24,33	14,41	base	324
218	6,13	20,22	4,26	24,33	14,41	35,41	base	258
218	6,13	20,22	4,26	24,33	31,34	14,41	base	283
218	6,13	20,22	4,26	24,33	36,37	14,41	base	317
218	6,13	4,26	23,27	24,33	14,41	35,41	base	297
218	6,13	4,26	23,27	24,33	23,36	14,41	base	148
218	6,13	4,26	23,27	24,33	27,37	14,41	base	145
218	6,13	4,26	23,27	24,33	31,34	14,41	base	147
218	6,13	4,26	23,27	24,33	36,37	14,41	base	287
218	6,13	4,26	24,33	31,34	14,41	35,41	base	186
218	6,13	4,26	24,33	31,34	36,37	14,41	base	153
218	6,13	4,26	24,33	36,37	14,41	35,41	base	303
218	6,16	20,22	31,34	36,37	34,41	35,41	base	59
219	0,4	18,21	16,34	2,37	9,38	37,41	base	79
219	0,4	20,23	22,31	33,36	36,41	37,41	base	115
219	0,4	6,13	20,23	3,27	25,35	14,41	base	243
219	0,4	6,13	3,27	22,31	25,35	14,41	base	195
219	0,4	6,13	3,27	24,28	25,35	14,41	base	195
219	0,4	6,13	3,27	25,35	14,41	37,41	base	204
219	0,4	6,13	3,27	25,35	33,36	14,41	base	207
219	0,4	6,16	20,23	22,31	33,36	36,41	base	107
219	0,4	6,16	20,23	22,31	33,36	37,41	base	96
219	0,4	6,16	20,23	22,31	36,41	37,41	base	111
219	0,4	6,16	20,23	33,36	36,41	37,41	base	68
219	0,4	6,16	22,31	33,36	36,41	37,41	base	142
219	18,21	16,34	2,37	33,37	9,38	37,41	base	21
219	18,21	16,34	2,37	9,38	36,41	37,41	base	21
219	18,21	16,34	33,36	2,37	9,38	37,41	base	6
219	18,21	20,23	16,34	2,37	9,38	37,41	base	15
219	6,13	20,23	3,27	22,31	25,35	14,41	base	284
219	6,13	20,23	3,27	24,28	25,35	14,41	base	284
219	6,13	20,23	3,27	25,35	14,41	37,41	base	315
219	6,13	20,23	3,27	25,35	33,36	14,41	base	316
219	6,13	3,27	22,31	25,35	14,41	37,41	base	286
219	6,13	3,27	22,31	25,35	33,36	14,41	base	189
219	6,13	3,27	24,28	22,31	25,35	14,41	base	144
219	6,13	3,27	24,28	25,35	14,41	37,41	base	286
219	6,13	3,27	24,28	25,35	33,36	14,41	base	189
219	6,13	3,27	25,35	33,36	14,41	37,41	base	304
219	6,16	18,21	16,34	2,37	9,38	37,41	base	9
219	6,16	20,23	22,31	33,36	36,41	37,41	base	58
220	0,2	1,8	17,28	17,37	36,37	35,39	base	159
220	0,2	1,8	6,18	17,28	17,37	35,39	base	90
220	0,2	1,8	6,18	17,28	17,37	36,37	base	133
220	0,2	1,8	6,18	17,28	36,37	35,39	base	141
220	0,2	1,8	6,18	17,37	36,37	35,39	base	87
220	0,2	6,14	4,30	27,34	17,37	19,37	base	230
220	0,2	6,18	17,28	17,37	36,37	35,39	base	66
220	1,8	6,14	4,30	27,34	17,37	19,37	base	287
220	1,8	6,18	17,28	17,37	36,37	35,39	base	44
220	21,23	18,33	3,36	36,37	20,38	35,39	base	12
220	6,14	17,28	4,30	27,34	17,37	19,37	base	283
220	6,14	24,25	4,30	27,34	17,37	19,37	base	324
220	6,14	4,30	27,34	17,37	19,37	35,39	base	317
220	6,14	4,30	27,34	17,37	19,37	36,37	base	258
221	0,2	1,8	17,25	23,25	17,30	37,39	base	105
221	0,2	1,8	6,18	17,25	17,30	37,39	base	134
221	0,2	1,8	6,18	17,25	23,25	17,30	complement	40
221	0,2	1,8	6,18	17,25	23,25	37,39	base	135
221	0,2	1,8	6,18	23,25	17,30	37,39	base	88
221	0,2	3,23	21,24	18,35	20,38	37,39	base	130
221	0,2	6,14	17,25	19,25	4,32	29,36	base	229
221	0,2	6,18	17,25	23,25	17,30	37,39	base	67
221	1,8	3,23	21,24	18,35	20,38	37,39	base	21
221	1,8	6,14	17,25	19,25	4,32	29,36	base	286
221	1,8	6,18	17,25	23,25	17,30	37,39	base	43
221	3,23	21,24	17,25	18,35	20,38	37,39	base	15
221	3,23	21,24	17,30	18,35	20,38	37,39	base	0
221	3,23	21,24	23,30	18,35	20,38	37,39	base	13
221	6,14	17,25	19,25	17,30	4,32	29,36	base	257
221	6,14	17,25	19,25	23,25	4,32	29,36	base	284
221	6,14	17,25	19,25	26,27	4,32	29,36	base	320
221	6,14	17,25	19,25	4,32	29,36	37,39	base	315
221	6,18	3,23	21,24	18,35	20,38	37,39	base	24
222	0,2	1,8	29,36	35,36	29,37	34,39	base	158
222	0,2	1,8	6,17	29,36	29,37	34,39	base	135
222	0,2	1,8	6,17	29,36	35,36	29,37	base	138
222	0,2	1,8	6,17	29,36	35,36	34,39	base	134
222	0,2	1,8	6,17	35,36	29,37	34,39	base	136
222	0,2	6,14	4,28	26,33	18,36	29,36	base	231
222	0,2	6,17	29,36	35,36	29,37	34,39	base	70
222	1,8	6,14	4,28	26,33	18,36	29,36	base	189
222	1,8	6,17	29,36	35,36	29,37	34,39	base	30
222	20,22	17,32	3,35	35,36	19,38	34,39	base	0
222	6,14	23,24	4,28	26,33	18,36	29,36	base	325
222	6,14	4,28	26,33	18,36	29,36	29,37	base	284
222	6,14	4,28	26,33	18,36	29,36	34,39	base	316
222	6,14	4,28	26,33	18,36	29,36	35,36	base	257
223	0,2	1,8	22,24	24,31	31,37	36,39	base	101
223	0,2	1,8	6,17	22,24	24,31	31,37	base	91
223	0,2	1,8	6,17	22,24	24,31	36,39	base	90
223	0,2	1,8	6,17	22,24	31,37	36,39	base	137
223	0,2	1,8	6,17	24,31	31,37	36,39	base	87
223	0,2	3,22	20,23	17,34	19,38	36,39	base	131
223	0,2	6,14	18,24	4,30	24,31	28,35	base	232
223	0,2	6,17	22,24	24,31	31,37	36,39	base	109
223	1,8	3,22	20,23	17,34	19,38	36,39	base	22
223	1,8	6,14	18,24	4,30	24,31	28,35	base	186
223	1,8	6,17	22,24	24,31	31,37	36,39	base	217
223	3,22	20,23	17,34	22,37	19,38	36,39	base	14
223	3,22	20,23	17,34	31,37	19,38	36,39	base	12
223	3,22	20,23	24,31	17,34	19,38	36,39	base	16
223	6,14	18,24	22,24	4,30	24,31	28,35	base	283
223	6,14	18,24	25,26	4,30	24,31	28,35	base	321
223	6,14	18,24	4,30	24,31	28,35	31,37	base	258
223	6,14	18,24	4,30	24,31	28,35	36,39	base	314
223	6,17	3,22	20,23	17,34	19,38	36,39	base	11
224	0,2	1,8	28,31	22,37	31,37	36,39	base	102
224	0,2	1,8	6,14	4,30	27,35	18,37	base	194
224	0,2	1,8	6,17	22,37	31,37	36,39	base	137
224	0,2	1,8	6,17	28,31	22,37	31,37	base	143
224	0,2	1,8	6,17	28,31	22,37	36,39	base	90
224	0,2	1,8	6,17	28,31	31,37	36,39	base	141
224	0,2	3,22	20,23	17,34	19,38	36,39	base	128
224	0,2	6,14	24,25	4,30	27,35	18,37	base	248
224	0,2	6,14	4,30	27,35	18,37	22,37	base	230
224	0,2	6,14	4,30	27,35	18,37	36,39	base	241
224	0,2	6,14	4,30	28,31	27,35	18,37	base	232
224	0,2	6,17	28,31	22,37	31,37	36,39	base	69
224	1,8	3,22	20,23	17,34	19,38	36,39	base	5
224	1,8	6,14	24,25	4,30	27,35	18,37	base	297
224	1,8	6,14	4,30	27,35	18,37	22,37	base	287
224	1,8	6,14	4,30	27,35	18,37	36,39	base	303
224	1,8	6,14	4,30	28,31	27,35	18,37	base	186
224	1,8	6,17	28,31	22,37	31,37	36,39	base	48
224	3,22	20,23	17,34	31,37	19,38	36,39	base	12
224	3,22	20,23	22,28	17,34	19,38	36,39	base	12
224	3,22	20,23	28,31	17,34	19,38	36,39	base	16
224	6,14	24,25	4,30	27,35	18,37	22,37	base	324
224	6,14	24,25	4,30	27,35	18,37	25,39	base	319
224	6,14	24,25	4,30	27,35	18,37	36,39	base	258
224	6,14	24,25	4,30	27,35	24,36	18,37	base	308
224	6,14	24,25	4,30	28,31	27,35	18,37	base	321
224	6,14	4,30	27,35	18,37	22,37	36,39	base	317
224	6,14	4,30	28,31	27,35	18,37	22,37	base	283
224	6,14	4,30	28,31	27,35	18,37	36,39	base	314
224	6,17	3,22	20,23	17,34	19,38	36,39	base	19
226	0,3	1,8	19,27	21,35	19,38	37,38	base	160
226	0,3	1,8	6,18	19,27	19,38	37,38	base	134
226	0,3	1,8	6,18	19,27	21,35	19,38	complement	40
226	0,3	1,8	6,18	19,27	21,35	37,38	base	142
226	0,3	1,8	6,18	21,35	19,38	37,38	base	138
226	0,3	22,23	18,36	2,37	37,38	20,39	base	130
226	0,3	6,15	4,30	28,34	17,38	19,38	base	243
226	0,3	6,18	19,27	21,35	19,38	37,38	base	96
226	1,8	22,23	18,36	2,37	37,38	20,39	base	21
226	1,8	6,15	4,30	28,34	17,38	19,38	base	152
226	1,8	6,18	19,27	21,35	19,38	37,38	base	60
226	22,23	18,36	2,37	19,38	37,38	20,39	base	15
226	22,23	18,36	2,37	27,37	37,38	20,39	base	13
226	22,23	19,27	18,36	2,37	37,38	20,39	base	0
226	6,15	19,27	4,30	28,34	17,38	19,38	base	316
226	6,15	25,26	4,30	28,34	17,38	19,38	base	284
226	6,15	4,30	28,34	17,38	19,38	37,38	base	315
226	6,15	4,30	28,34	21,35	17,38	19,38	base	284
226	6,18	22,23	18,36	2,37	37,38	20,39	base	24
227	0,3	1,8	19,26	23,26	19,29	21,37	base	100
227	0,3	1,8	2,23	22,24	18,38	20,39	base	86
227	0,3	1,8	6,18	19,26	19,29	21,37	base	133
227	0,3	1,8	6,18	19,26	23,26	19,29	base	90
227	0,3	1,8	6,18	19,26	23,26	21,37	base	91
227	0,3	1,8	6,18	23,26	19,29	21,37	base	143
227	0,3	2,23	22,24	19,26	18,38	20,39	base	128
227	0,3	2,23	22,24	19,29	18,38	20,39	base	131
227	0,3	2,23	22,24	23,29	18,38	20,39	base	126
227	0,3	6,15	17,26	19,26	4,32	30,36	base	241
227	0,3	6,18	19,26	23,26	19,29	21,37	base	97
227	0,3	6,18	2,23	22,24	18,38	20,39	base	118
227	1,8	2,23	22,24	19,26	18,38	20,39	base	5
227	1,8	2,23	22,24	19,29	18,38	20,39	base	22
227	1,8	2,23	22,24	23,29	18,38	20,39	base	3
227	1,8	6,15	17,26	19,26	4,32	30,36	base	303
227	1,8	6,18	19,26	23,26	19,29	21,37	base	42
227	1,8	6,18	2,23	22,24	18,38	20,39	base	1
227	2,23	22,24	19,26	19,29	18,38	20,39	base	16
227	2,23	22,24	19,26	23,29	18,38	20,39	base	12
227	2,23	22,24	19,29	23,29	18,38	20,39	base	14
227	6,15	17,26	19,26	19,29	4,32	30,36	base	314
227	6,15	17,26	19,26	23,26	4,32	30,36	base	317
227	6,15	17,26	19,26	27,28	4,32	30,36	base	258
227	6,15	17,26	19,26	4,32	30,36	21,37	base	258
227	6,18	2,23	22,24	19,26	18,38	20,39	base	19
227	6,18	2,23	22,24	19,29	18,38	20,39	base	11
227	6,18	2,23	22,24	23,29	18,38	20,39	base	17
228	0,3	1,8	22,35	35,38	36,38	34,39	base	104
228	0,3	1,8	7,14	4,29	25,33	18,35	base	216
228	0,3	1,8	7,17	22,35	35,38	34,39	base	88
228	0,3	1,8	7,17	22,35	35,38	36,38	base	140
228	0,3	1,8	7,17	22,35	36,38	34,39	base	135
228	0,3	1,8	7,17	35,38	36,38	34,39	base	136
228	0,3	2,22	20,23	17,32	19,37	34,39	base	129
228	0,3	7,14	24,27	4,29	25,33	18,35	base	247
228	0,3	7,14	4,29	25,33	18,35	22,35	base	231
228	0,3	7,14	4,29	25,33	18,35	34,39	base	242
228	0,3	7,14	4,29	25,33	18,35	36,38	base	229
228	0,3	7,17	22,35	35,38	36,38	34,39	base	72
228	1,8	2,22	20,23	17,32	19,37	34,39	base	6
228	1,8	7,14	24,27	4,29	25,33	18,35	base	298
228	1,8	7,14	4,29	25,33	18,35	22,35	base	189
228	1,8	7,14	4,29	25,33	18,35	34,39	base	304
228	1,8	7,14	4,29	25,33	18,35	36,38	base	286
228	1,8	7,17	22,35	35,38	36,38	34,39	base	26
228	2,22	20,23	17,32	19,37	35,38	34,39	base	0
228	2,22	20,23	17,32	19,37	36,38	34,39	base	15
228	2,22	20,23	17,32	22,36	19,37	34,39	base	0
228	7,14	24,27	4,29	25,33	18,35	22,35	base	325
228	7,14	24,27	4,29	25,33	18,35	27,39	base	318
228	7,14	24,27	4,29	25,33	18,35	34,39	base	257
228	7,14	24,27	4,29	25,33	18,35	36,38	base	320
228	7,14	24,27	4,29	25,33	24,34	18,35	base	309
228	7,14	4,29	25,33	18,35	22,35	34,39	base	316
228	7,14	4,29	25,33	18,35	22,35	36,38	base	284
228	7,14	4,29	25,33	18,35	36,38	34,39	base	315
228	7,17	2,22	20,23	17,32	19,37	34,39	base	20
229	17,18	21,22	16,29	16,34	35,36	29,37	base	310
229	4,5	17,18	16,29	16,34	35,36	29,37	base	300
229	4,5	17,18	21,22	16,29	16,34	29,37	base	149
229	4,5	17,18	21,22	16,29	16,34	35,36	base	151
229	4,5	17,18	21,22	16,29	35,36	29,37	base	146
229	4,5	17,18	21,22	16,29	35,36	34,37	base	189
229	4,5	21,22	16,29	16,34	35,36	29,37	base	201
229	4,5	8,15	1,22	21,22	23,27	25,39	base	103
229	4,5	8,15	1,22	23,24	23,27	25,39	base	138
229	4,5	8,15	1,22	23,27	22,35	25,39	base	163
229	4,5	8,15	1,22	23,27	34,37	25,39	base	158
229	4,5	8,15	1,22	23,27	35,36	25,39	base	160
229	4,5	8,15	17,18	1,22	23,27	25,39	base	50
229	4,5	9,14	0,21	24,28	34,37	26,38	base	158
229	8,15	1,22	21,22	23,24	23,27	25,39	base	108
229	8,15	1,22	21,22	23,27	22,35	25,39	base	183
229	8,15	1,22	21,22	23,27	34,37	25,39	base	99
229	8,15	1,22	21,22	23,27	35,36	25,39	base	179
229	8,15	1,22	23,24	23,27	22,35	25,39	base	111
229	8,15	1,22	23,24	23,27	34,37	25,39	base	70
229	8,15	1,22	23,24	23,27	35,36	25,39	base	96
229	8,15	1,22	23,27	22,35	34,37	25,39	base	113
229	8,15	1,22	23,27	22,35	35,36	25,39	base	115
229	8,15	1,22	23,27	35,36	34,37	25,39	base	184
229	8,15	17,18	1,22	21,22	23,27	25,39	base	83
229	8,15	17,18	1,22	23,24	23,27	25,39	base	52
229	8,15	17,18	1,22	23,27	22,35	25,39	base	221
229	8,15	17,18	1,22	23,27	34,37	25,39	base	124
229	8,15	17,18	1,22	23,27	35,36	25,39	base	228
229	9,14	0,21	21,22	24,28	34,37	26,38	base	99
229	9,14	0,21	23,24	24,28	34,37	26,38	base	70
229	9,14	0,21	24,28	16,29	34,37	26,38	base	181
229	9,14	0,21	24,28	21,36	34,37	26,38	base	113
229	9,14	0,21	24,28	35,36	34,37	26,38	base	184
229	9,14	17,18	0,21	24,28	34,37	26,38	base	124
230	17,18	16,27	16,32	33,34	35,36	27,37	base	306
230	4,5	16,27	16,32	33,34	35,36	27,37	base	197
230	4,5	17,18	16,27	16,32	33,34	27,37	base	150
230	4,5	17,18	16,27	16,32	33,34	35,36	base	301
230	4,5	17,18	16,27	16,32	35,36	27,37	base	299
230	4,5	17,18	16,27	33,34	35,36	27,37	base	296
230	4,5	17,18	16,27	33,34	35,36	32,37	base	186
230	4,5	8,15	17,18	21,25	1,36	23,39	base	218
230	4,5	8,15	21,22	21,25	1,36	23,39	base	91
230	4,5	8,15	21,25	1,36	32,37	23,39	base	101
230	4,5	8,15	21,25	1,36	33,36	23,39	base	165
230	4,5	8,15	21,25	1,36	35,36	23,39	base	162
230	4,5	8,15	21,25	33,34	1,36	23,39	base	100
230	4,5	9,14	22,26	0,35	32,37	24,38	base	101
230	8,15	17,18	21,22	21,25	1,36	23,39	base	73
230	8,15	17,18	21,25	1,36	32,37	23,39	base	81
230	8,15	17,18	21,25	1,36	33,36	23,39	base	220
230	8,15	17,18	21,25	1,36	35,36	23,39	base	224
230	8,15	17,18	21,25	33,34	1,36	23,39	base	84
230	8,15	21,22	21,25	1,36	32,37	23,39	base	109
230	8,15	21,22	21,25	1,36	33,36	23,39	base	112
230	8,15	21,22	21,25	1,36	35,36	23,39	base	110
230	8,15	21,22	21,25	33,34	1,36	23,39	base	97
230	8,15	21,25	1,36	33,36	32,37	23,39	base	182
230	8,15	21,25	1,36	33,36	35,36	23,39	base	114
230	8,15	21,25	1,36	35,36	32,37	23,39	base	155
230	8,15	21,25	33,34	1,36	32,37	23,39	base	180
230	8,15	21,25	33,34	1,36	33,36	23,39	base	117
230	8,15	21,25	33,34	1,36	35,36	23,39	base	116
230	9,14	17,18	22,26	0,35	32,37	24,38	base	81
230	9,14	21,22	22,26	0,35	32,37	24,38	base	109
230	9,14	22,26	0,35	34,35	32,37	24,38	base	182
230	9,14	22,26	0,35	35,36	32,37	24,38	base	155
230	9,14	22,26	16,27	0,35	32,37	24,38	base	98
230	9,14	22,26	33,34	0,35	32,37	24,38	base	180
231	13,14	16,17	21,22	22,26	0,33	24,36	base	74
231	13,14	16,17	22,26	0,33	24,36	33,38	base	222
231	13,14	16,17	22,26	0,33	24,36	37,38	base	83
231	13,14	16,17	22,26	0,33	32,35	24,36	base	82
231	13,14	16,17	22,26	0,33	33,34	24,36	base	228
231	13,14	21,22	22,26	0,33	24,36	33,38	base	107
231	13,14	21,22	22,26	0,33	24,36	37,38	base	108
231	13,14	21,22	22,26	0,33	32,35	24,36	base	67
231	13,14	21,22	22,26	0,33	33,34	24,36	base	96
231	13,14	22,26	0,33	24,36	33,38	37,38	base	183
231	13,14	22,26	0,33	32,35	24,36	33,38	base	185
231	13,14	22,26	0,33	32,35	24,36	37,38	base	99
231	13,14	22,26	0,33	33,34	24,36	33,38	base	115
231	13,14	22,26	0,33	33,34	24,36	37,38	base	181
231	13,14	22,26	0,33	33,34	32,35	24,36	base	184
231	16,17	15,31	15,32	33,34	31,35	37,38	base	307
231	16,17	9,18	21,25	1,34	32,35	23,39	base	82
231	4,5	13,14	16,17	22,26	0,33	24,36	base	119
231	4,5	13,14	21,22	22,26	0,33	24,36	complement	40
231	4,5	13,14	22,26	0,33	24,36	33,38	base	164
231	4,5	13,14	22,26	0,33	24,36	37,38	base	103
231	4,5	13,14	22,26	0,33	32,35	24,36	base	105
231	4,5	13,14	22,26	0,33	33,34	24,36	base	160
231	4,5	15,31	15,32	33,34	31,35	37,38	base	196
231	4,5	16,17	15,31	15,32	31,35	37,38	base	149
231	4,5	16,17	15,31	15,32	33,34	31,35	base	300
231	4,5	16,17	15,31	15,32	33,34	37,38	base	302
231	4,5	16,17	15,31	33,34	31,35	37,38	base	295
231	4,5	16,17	15,31	33,34	32,35	37,38	base	286
231	4,5	9,18	21,25	1,34	32,35	23,39	base	105
231	9,18	21,22	21,25	1,34	32,35	23,39	base	67
231	9,18	21,25	1,34	32,35	34,37	23,39	base	185
231	9,18	21,25	1,34	32,35	37,38	23,39	base	99
231	9,18	21,25	1,34	33,34	32,35	23,39	base	184
231	9,18	21,25	15,31	1,34	32,35	23,39	base	179
232	13,14	0,22	21,23	22,24	23,28	26,36	base	97
232	13,14	0,22	21,23	23,28	26,36	22,38	base	106
232	13,14	0,22	21,23	23,28	26,36	37,38	base	110
232	13,14	0,22	21,23	23,28	34,35	26,36	base	66
232	13,14	0,22	22,24	23,28	26,36	22,38	base	117
232	13,14	0,22	22,24	23,28	26,36	37,38	base	98
232	13,14	0,22	22,24	23,28	34,35	26,36	base	180
232	13,14	0,22	23,28	26,36	22,38	37,38	base	114
232	13,14	0,22	23,28	34,35	26,36	22,38	base	154
232	13,14	0,22	23,28	34,35	26,36	37,38	base	155
232	13,14	16,17	0,22	21,23	23,28	26,36	base	62
232	13,14	16,17	0,22	22,24	23,28	26,36	base	84
232	13,14	16,17	0,22	23,28	26,36	22,38	base	223
232	13,14	16,17	0,22	23,28	26,36	37,38	base	224
232	13,14	16,17	0,22	23,28	34,35	26,36	base	125
232	16,17	22,24	15,33	15,34	33,35	37,38	base	311
232	16,17	9,18	1,24	21,27	34,35	25,39	base	125
232	4,5	13,14	0,22	21,23	23,28	26,36	base	133
232	4,5	13,14	0,22	22,24	23,28	26,36	base	100
232	4,5	13,14	0,22	23,28	26,36	22,38	base	161
232	4,5	13,14	0,22	23,28	26,36	37,38	base	162
232	4,5	13,14	0,22	23,28	34,35	26,36	base	159
232	4,5	13,14	16,17	0,22	23,28	26,36	base	31
232	4,5	16,17	15,33	15,34	33,35	37,38	base	299
232	4,5	16,17	22,24	15,33	15,34	33,35	base	150
232	4,5	16,17	22,24	15,33	15,34	37,38	base	148
232	4,5	16,17	22,24	15,33	33,35	37,38	base	145
232	4,5	16,17	22,24	15,33	34,35	37,38	base	287
232	4,5	22,24	15,33	15,34	33,35	37,38	base	200
232	4,5	9,18	1,24	21,27	34,35	25,39	base	159
232	9,18	1,24	21,27	15,33	34,35	25,39	base	116
232	9,18	1,24	21,27	34,35	24,37	25,39	base	154
232	9,18	1,24	21,27	34,35	37,38	25,39	base	155
232	9,18	1,24	22,24	21,27	34,35	25,39	base	180
232	9,18	21,23	1,24	21,27	34,35	25,39	base	66
233	16,17	18,19	16,30	17,31	30,31	36,37	base	314
233	16,17	18,19	22,23	16,30	17,31	30,31	base	317
233	16,17	18,19	22,23	16,30	30,31	36,37	base	283
233	16,17	18,19	22,23	17,31	30,31	36,37	base	283
233	16,17	22,23	16,30	17,31	30,31	36,37	base	244
233	4,5	16,17	16,30	17,31	30,31	36,37	base	205
233	4,5	16,17	18,19	16,30	17,31	30,31	base	303
233	4,5	16,17	18,19	16,30	30,31	36,37	base	186
233	4,5	16,17	18,19	17,31	30,31	36,37	base	186
233	4,5	16,17	18,19	22,23	16,30	30,31	base	287
233	4,5	16,17	18,19	22,23	17,31	30,31	base	287
233	4,5	16,17	18,19	22,23	30,31	36,37	base	147
233	4,5	16,17	22,23	16,30	17,31	30,31	base	206
233	4,5	16,17	22,23	16,30	30,31	36,37	base	215
233	4,5	16,17	22,23	17,31	30,31	36,37	base	215
234	16,17	18,19	16,30	17,31	30,31	36,37	base	315
234	16,17	18,19	22,23	16,30	17,31	30,31	base	316
234	16,17	18,19	22,23	16,30	30,31	36,37	base	284
234	16,17	18,19	22,23	17,31	30,31	36,37	base	284
234	16,17	22,23	16,30	17,31	30,31	36,37	base	243
234	4,5	16,17	16,30	17,31	30,31	36,37	base	204
234	4,5	16,17	18,19	16,30	17,31	30,31	base	304
234	4,5	16,17	18,19	16,30	30,31	36,37	base	286
234	4,5	16,17	18,19	17,31	30,31	36,37	base	286
234	4,5	16,17	18,19	22,23	16,30	30,31	base	189
234	4,5	16,17	18,19	22,23	17,31	30,31	base	189
234	4,5	16,17	18,19	22,23	30,31	36,37	base	144
234	4,5	16,17	22,23	16,30	17,31	30,31	base	207
234	4,5	16,17	22,23	16,30	30,31	36,37	base	195
234	4,5	16,17	22,23	17,31	30,31	36,37	base	195
235	16,17	18,19	22,23	16,34	17,35	36,37	base	317
235	4,5	16,17	18,19	16,34	17,35	36,37	base	303
235	4,5	16,17	18,19	22,23	16,34	17,35	base	153
235	4,5	16,17	18,19	22,23	16,34	36,37	base	287
235	4,5	16,17	18,19	22,23	17,35	36,37	base	287
235	4,5	16,17	18,19	22,23	34,35	36,37	base	145
235	4,5	16,17	22,23	16,34	17,35	36,37	base	206
235	8,15	16,17	1,22	24,29	17,35	26,38	base	116
235	9,14	16,17	0,23	25,28	16,34	27,39	base	116
236	16,17	18,19	22,23	34,35	16,36	17,37	base	316
236	4,5	16,17	18,19	22,23	16,36	17,37	base	152
236	4,5	16,17	18,19	22,23	34,35	16,36	base	189
236	4,5	16,17	18,19	22,23	34,35	17,37	base	189
236	4,5	16,17	18,19	22,23	34,35	36,37	base	146
236	4,5	16,17	18,19	34,35	16,36	17,37	base	304
236	4,5	16,17	22,23	34,35	16,36	17,37	base	207
236	8,15	16,17	1,22	24,29	17,37	26,38	base	181
236	9,14	16,17	0,23	25,28	16,36	27,39	base	181
237	16,17	16,28	17,29	28,29	34,35	36,37	base	242
237	16,17	18,19	16,28	17,29	28,29	34,35	base	316
237	16,17	18,19	16,28	17,29	28,29	36,37	base	315
237	16,17	18,19	16,28	28,29	34,35	36,37	base	257
