orbit,packings,calls1,calls2,calls3,calls4,candidates1,candidates2,candidates3,candidates4,found
542,17790,0,1,864,17790,0,0,1,864,0
543,12481,0,0,644,12481,0,0,0,644,0
544,18095,0,1,851,18095,0,0,1,851,0
545,36488,0,1,1103,36488,0,0,1,1103,0
546,26328,0,0,1066,26328,0,0,0,1066,0
547,4595,0,0,159,4595,0,0,0,159,0
548,10618,0,1,484,10618,0,0,1,484,0
549,7393,0,0,304,7393,0,0,0,304,0
550,17230,0,0,779,17230,0,0,0,779,0
551,8549,0,0,387,8549,0,0,0,387,0
552,11176,0,1,628,11176,0,0,1,628,0
553,9714,0,1,406,9714,0,0,1,406,0
554,20908,0,0,890,20908,0,0,0,890,0
555,7779,0,0,299,7779,0,0,0,299,0
556,22076,0,0,1011,22076,0,0,0,1011,0
557,21168,0,0,764,21168,0,0,0,764,0
558,5347,0,0,203,5347,0,0,0,203,0
559,18729,0,1,776,18729,0,0,1,776,0
560,20165,0,1,777,20165,0,0,1,777,0
561,19873,0,0,800,19873,0,0,0,800,0
562,22294,0,2,893,22294,0,0,2,893,0
563,9749,0,0,466,9749,0,0,0,466,0
564,10902,0,0,329,10902,0,0,0,329,0
565,15436,0,0,594,15436,0,0,0,594,0
566,5344,0,0,226,5344,0,0,0,226,0
567,9669,0,0,356,9669,0,0,0,356,0
568,19304,0,1,713,19304,0,0,1,713,0
569,8187,0,0,396,8187,0,0,0,396,0
570,18275,0,0,944,18275,0,0,0,944,0
571,16425,0,0,590,16425,0,0,0,590,0
572,12112,0,0,592,12112,0,0,0,592,0
573,7899,0,1,482,7899,0,0,1,482,0
574,16414,0,0,696,16414,0,0,0,696,0
575,36144,0,1,1110,36144,0,0,1,1110,0
576,15958,0,1,944,15958,0,0,1,944,0
577,2684,0,0,93,2684,0,0,0,93,0
578,2605,0,0,143,2605,0,0,0,143,0
579,11315,0,0,567,11315,0,0,0,567,0
580,20731,0,0,987,20731,0,0,0,987,0
581,9430,0,0,369,9430,0,0,0,369,0
582,21446,0,1,1083,21446,0,0,1,1083,0
583,9710,0,0,491,9710,0,0,0,491,0
584,9145,0,0,349,9145,0,0,0,349,0
585,14610,0,0,512,14610,0,0,0,512,0
586,17112,0,1,767,17112,0,0,1,767,0
587,19445,0,0,658,19445,0,0,0,658,0
588,3797,0,0,205,3797,0,0,0,205,0
589,21534,0,1,697,21534,0,0,1,697,0
590,13570,0,0,555,13570,0,0,0,555,0
591,12696,0,0,630,12696,0,0,0,630,0
592,14300,0,0,573,14300,0,0,0,573,0
593,4038,0,0,231,4038,0,0,0,231,0
594,10774,0,0,515,10774,0,0,0,515,0
595,21807,0,0,762,21807,0,0,0,762,0
596,22018,0,1,777,22018,0,0,1,777,0
597,8843,0,0,462,8843,0,0,0,462,0
598,14689,0,1,671,14689,0,0,1,671,0
599,15085,0,0,473,15085,0,0,0,473,0
600,11280,0,2,416,11280,0,0,2,416,0
601,15362,0,1,734,15362,0,0,1,734,0
602,4649,0,0,184,4649,0,0,0,184,0
603,8851,0,0,247,8851,0,0,0,247,0
604,13113,0,0,658,13113,0,0,0,658,0
605,19333,0,3,837,19333,0,0,3,837,0
606,8266,0,0,365,8266,0,0,0,365,0
607,6115,0,0,301,6115,0,0,0,301,0
608,11043,0,0,307,11043,0,0,0,307,0
609,670,0,0,41,670,0,0,0,41,0
610,8254,0,0,435,8254,0,0,0,435,0
611,12088,0,0,589,12088,0,0,0,589,0
612,26647,0,1,1136,26647,0,0,1,1136,0
613,11054,0,0,348,11054,0,0,0,348,0
614,11824,0,0,576,11824,0,0,0,576,0
615,20511,0,0,656,20511,0,0,0,656,0
616,18666,0,1,619,18666,0,0,1,619,0
617,15547,0,0,711,15547,0,0,0,711,0
618,18324,0,0,418,18324,0,0,0,418,0
619,23761,0,2,768,23761,0,0,2,768,0
620,8785,0,0,325,8785,0,0,0,325,0
621,3111,0,0,133,3111,0,0,0,133,0
622,3983,0,0,203,3983,0,0,0,203,0
623,3601,0,0,171,3601,0,0,0,171,0
624,4329,0,0,136,4329,0,0,0,136,0
625,4797,0,0,169,4797,0,0,0,169,0
626,10922,0,0,376,10922,0,0,0,376,0
627,4187,0,1,164,4187,0,0,1,164,0
628,11095,0,0,364,11095,0,0,0,364,0
629,4993,0,0,197,4993,0,0,0,197,0
630,4429,0,0,170,4429,0,0,0,170,0
631,4429,0,0,108,4429,0,0,0,108,0
632,9631,0,0,477,9631,0,0,0,477,0
633,6812,0,0,301,6812,0,0,0,301,0
634,8571,0,0,408,8571,0,0,0,408,0
635,5473,0,0,263,5473,0,0,0,263,0
636,19484,0,0,644,19484,0,0,0,644,0
637,13381,0,0,429,13381,0,0,0,429,0
638,4278,0,0,169,4278,0,0,0,169,0
639,8423,0,0,340,8423,0,0,0,340,0
640,6942,0,0,255,6942,0,0,0,255,0
641,15045,0,0,557,15045,0,0,0,557,0
642,11846,0,0,472,11846,0,0,0,472,0
643,9572,0,0,441,9572,0,0,0,441,0
644,2603,0,0,131,2603,0,0,0,131,0
645,5505,0,0,154,5505,0,0,0,154,0
646,25689,0,0,621,25689,0,0,0,621,0
647,3845,0,0,63,3845,0,0,0,63,0
648,3347,0,0,177,3347,0,0,0,177,0
649,4501,0,0,159,4501,0,0,0,159,0
650,3525,0,0,105,3525,0,0,0,105,0
651,16555,0,2,830,16555,0,0,2,830,0
652,2763,0,0,106,2763,0,0,0,106,0
653,11360,0,0,458,11360,0,0,0,458,0
654,7140,0,0,214,7140,0,0,0,214,0
655,5804,0,0,291,5804,0,0,0,291,0
656,673,0,0,34,673,0,0,0,34,0
657,5929,0,0,239,5929,0,0,0,239,0
658,4767,0,0,182,4767,0,0,0,182,0
659,5277,0,0,162,5277,0,0,0,162,0
660,7464,0,1,233,7464,0,0,1,233,0
661,12998,0,0,425,12998,0,0,0,425,0
662,5169,0,0,153,5169,0,0,0,153,0
663,2893,0,0,90,2893,0,0,0,90,0
664,3302,0,0,185,3302,0,0,0,185,0
665,6828,0,0,304,6828,0,0,0,304,0
666,3512,0,0,145,3512,0,0,0,145,0
667,11836,0,0,375,11836,0,0,0,375,0
668,11571,0,0,483,11571,0,0,0,483,0
669,15683,0,1,489,15683,0,0,1,489,0
670,15479,0,2,801,15479,0,0,2,801,0
671,2082,0,0,99,2082,0,0,0,99,0
672,1033,0,0,39,1033,0,0,0,39,0
673,12295,0,0,435,12295,0,0,0,435,0
674,9065,0,0,345,9065,0,0,0,345,0
675,8739,0,0,357,8739,0,0,0,357,0
676,5711,0,0,254,5711,0,0,0,254,0
677,2132,0,0,81,2132,0,0,0,81,0
678,11390,0,0,347,11390,0,0,0,347,0
679,9386,0,0,332,9386,0,0,0,332,0
680,2450,0,0,81,2450,0,0,0,81,0
681,3422,0,0,87,3422,0,0,0,87,0
682,4433,0,0,244,4433,0,0,0,244,0
683,9785,0,0,449,9785,0,0,0,449,0
684,7679,0,0,157,7679,0,0,0,157,0
685,2522,0,1,68,2522,0,0,1,68,0
686,7059,0,0,341,7059,0,0,0,341,0
687,4328,0,0,164,4328,0,0,0,164,0
688,3380,0,0,135,3380,0,0,0,135,0
689,3461,0,0,79,3461,0,0,0,79,0
690,6097,0,0,230,6097,0,0,0,230,0
691,8741,0,0,355,8741,0,0,0,355,0
692,5605,0,0,198,5605,0,0,0,198,0
693,7687,0,0,290,7687,0,0,0,290,0
694,4158,0,0,118,4158,0,0,0,118,0
695,10154,0,0,284,10154,0,0,0,284,0
696,6476,0,0,329,6476,0,0,0,329,0
697,3288,0,0,134,3288,0,0,0,134,0
698,2583,0,0,130,2583,0,0,0,130,0
699,10645,0,0,333,10645,0,0,0,333,0
700,9058,0,1,337,9058,0,0,1,337,0
701,12518,0,0,592,12518,0,0,0,592,0
702,5260,0,0,210,5260,0,0,0,210,0
703,4595,0,0,129,4595,0,0,0,129,0
704,7861,0,0,349,7861,0,0,0,349,0
705,10476,0,1,407,10476,0,0,1,407,0
706,2799,0,0,94,2799,0,0,0,94,0
707,7269,0,0,280,7269,0,0,0,280,0
708,3629,0,0,85,3629,0,0,0,85,0
709,3172,0,0,63,3172,0,0,0,63,0
710,12620,0,1,490,12620,0,0,1,490,0
711,10858,0,1,348,10858,0,0,1,348,0
712,9638,0,0,428,9638,0,0,0,428,0
713,2797,0,0,99,2797,0,0,0,99,0
714,7759,0,0,239,7759,0,0,0,239,0
715,7453,0,0,204,7453,0,0,0,204,0
716,7895,0,0,212,7895,0,0,0,212,0
717,2654,0,0,84,2654,0,0,0,84,0
718,3139,0,0,89,3139,0,0,0,89,0
719,5460,0,0,131,5460,0,0,0,131,0
720,8457,0,0,318,8457,0,0,0,318,0
721,1163,0,0,40,1163,0,0,0,40,0
722,1118,0,0,39,1118,0,0,0,39,0
723,6729,0,0,186,6729,0,0,0,186,0
724,2116,0,0,113,2116,0,0,0,113,0
725,8423,0,0,316,8423,0,0,0,316,0
726,7756,0,0,209,7756,0,0,0,209,0
727,5669,0,1,294,5669,0,0,1,294,0
728,2519,0,0,109,2519,0,0,0,109,0
729,3950,0,0,160,3950,0,0,0,160,0
730,2274,0,0,47,2274,0,0,0,47,0
731,4494,0,0,234,4494,0,0,0,234,0
732,4961,0,1,193,4961,0,0,1,193,0
733,2582,0,0,84,2582,0,0,0,84,0
734,9177,0,0,368,9177,0,0,0,368,0
735,1926,0,0,63,1926,0,0,0,63,0
736,5399,0,0,115,5399,0,0,0,115,0
737,8776,0,2,348,8776,0,0,2,348,0
738,2916,0,0,74,2916,0,0,0,74,0
739,1621,0,0,67,1621,0,0,0,67,0
740,1799,0,0,75,1799,0,0,0,75,0
741,3286,0,0,122,3286,0,0,0,122,0
742,8782,0,2,278,8782,0,0,2,278,0
743,2723,0,0,102,2723,0,0,0,102,0
744,3368,0,0,123,3368,0,0,0,123,0
745,6199,0,1,238,6199,0,0,1,238,0
746,4989,0,0,155,4989,0,0,0,155,0
747,3658,0,0,95,3658,0,0,0,95,0
748,4008,0,0,139,4008,0,0,0,139,0
749,5619,0,0,185,5619,0,0,0,185,0
750,2547,0,0,87,2547,0,0,0,87,0
751,8033,0,0,295,8033,0,0,0,295,0
752,2104,0,1,48,2104,0,0,1,48,0
753,4534,0,0,124,4534,0,0,0,124,0
754,1833,0,0,82,1833,0,0,0,82,0
755,5305,0,0,191,5305,0,0,0,191,0
756,4579,0,0,127,4579,0,0,0,127,0
757,3818,0,0,120,3818,0,0,0,120,0
758,6865,0,0,254,6865,0,0,0,254,0
759,1293,0,0,45,1293,0,0,0,45,0
760,3821,0,0,166,3821,0,0,0,166,0
761,8636,0,1,425,8636,0,0,1,425,0
762,2932,0,0,99,2932,0,0,0,99,0
763,10230,0,0,375,10230,0,0,0,375,0
764,3898,0,0,206,3898,0,0,0,206,0
765,4877,0,0,157,4877,0,0,0,157,0
766,4019,0,1,167,4019,0,0,1,167,0
767,754,0,0,46,754,0,0,0,46,0
768,8224,0,0,281,8224,0,0,0,281,0
769,12621,0,2,298,12621,0,0,2,298,0
770,3820,0,0,159,3820,0,0,0,159,0
771,2533,0,0,103,2533,0,0,0,103,0
772,5016,0,0,204,5016,0,0,0,204,0
773,821,0,0,49,821,0,0,0,49,0
774,4561,0,0,156,4561,0,0,0,156,0
775,8860,0,0,206,8860,0,0,0,206,0
776,1304,0,0,46,1304,0,0,0,46,0
777,10936,0,1,319,10936,0,0,1,319,0
778,2264,0,0,86,2264,0,0,0,86,0
779,3368,0,0,135,3368,0,0,0,135,0
780,1741,0,0,46,1741,0,0,0,46,0
781,6710,0,1,174,6710,0,0,1,174,0
782,6903,0,0,268,6903,0,0,0,268,0
783,6575,0,0,217,6575,0,0,0,217,0
784,7312,0,0,173,7312,0,0,0,173,0
785,8601,0,0,295,8601,0,0,0,295,0
786,3389,0,0,130,3389,0,0,0,130,0
787,3185,0,0,122,3185,0,0,0,122,0
788,3084,0,1,78,3084,0,0,1,78,0
789,2735,0,0,78,2735,0,0,0,78,0
790,4989,0,1,184,4989,0,0,1,184,0
791,3782,0,0,134,3782,0,0,0,134,0
792,2732,0,0,96,2732,0,0,0,96,0
793,8438,0,0,316,8438,0,0,0,316,0
794,3291,0,0,52,3291,0,0,0,52,0
795,2356,0,0,98,2356,0,0,0,98,0
796,4085,0,0,254,4085,0,0,0,254,0
797,1707,0,0,55,1707,0,0,0,55,0
798,973,0,0,29,973,0,0,0,29,0
799,2930,0,0,71,2930,0,0,0,71,0
800,4072,0,0,118,4072,0,0,0,118,0
801,4837,0,1,199,4837,0,0,1,199,0
802,2404,0,0,58,2404,0,0,0,58,0
803,6840,0,0,228,6840,0,0,0,228,0
804,1654,0,0,37,1654,0,0,0,37,0
805,2032,0,0,91,2032,0,0,0,91,0
806,1114,0,0,33,1114,0,0,0,33,0
807,5543,0,0,309,5543,0,0,0,309,0
808,4006,0,1,149,4006,0,0,1,149,0
809,1221,0,0,50,1221,0,0,0,50,0
810,2099,0,0,62,2099,0,0,0,62,0
811,2636,0,0,126,2636,0,0,0,126,0
812,899,0,0,27,899,0,0,0,27,0
813,2001,0,0,45,2001,0,0,0,45,0
814,5882,0,0,191,5882,0,0,0,191,0
815,2180,0,0,75,2180,0,0,0,75,0
816,1346,0,0,30,1346,0,0,0,30,0
817,4504,0,0,122,4504,0,0,0,122,0
818,1288,0,0,62,1288,0,0,0,62,0
819,748,0,0,43,748,0,0,0,43,0
820,957,0,0,23,957,0,0,0,23,0
821,4172,0,0,122,4172,0,0,0,122,0
822,1521,0,0,49,1521,0,0,0,49,0
823,4373,0,0,94,4373,0,0,0,94,0
824,3409,0,0,101,3409,0,0,0,101,0
825,2202,0,0,71,2202,0,0,0,71,0
826,2198,0,1,122,2198,0,0,1,122,0
827,4434,0,0,156,4434,0,0,0,156,0
828,3130,0,0,63,3130,0,0,0,63,0
829,4195,0,1,173,4195,0,0,1,173,0
830,1856,0,0,39,1856,0,0,0,39,0
831,2171,0,0,69,2171,0,0,0,69,0
832,1486,0,0,43,1486,0,0,0,43,0
833,1070,0,0,37,1070,0,0,0,37,0
834,7019,0,0,174,7019,0,0,0,174,0
835,2870,0,0,91,2870,0,0,0,91,0
836,2600,0,0,98,2600,0,0,0,98,0
837,1647,0,0,75,1647,0,0,0,75,0
838,3027,0,0,124,3027,0,0,0,124,0
839,7346,0,0,202,7346,0,0,0,202,0
840,2553,0,0,62,2553,0,0,0,62,0
841,1081,0,0,31,1081,0,0,0,31,0
842,4656,0,0,170,4656,0,0,0,170,0
843,1741,0,0,77,1741,0,0,0,77,0
844,7254,0,0,190,7254,0,0,0,190,0
845,3829,0,1,195,3829,0,0,1,195,0
846,3869,0,0,100,3869,0,0,0,100,0
847,1334,0,0,48,1334,0,0,0,48,0
848,1918,0,0,59,1918,0,0,0,59,0
849,1957,0,0,48,1957,0,0,0,48,0
850,950,0,0,60,950,0,0,0,60,0
851,2891,0,0,126,2891,0,0,0,126,0
852,828,0,0,37,828,0,0,0,37,0
853,1546,0,0,61,1546,0,0,0,61,0
854,2781,0,0,69,2781,0,0,0,69,0
855,2105,0,0,74,2105,0,0,0,74,0
856,1416,0,0,56,1416,0,0,0,56,0
857,3098,0,0,98,3098,0,0,0,98,0
858,3721,0,0,179,3721,0,0,0,179,0
859,3304,0,0,36,3304,0,0,0,36,0
860,2686,0,0,58,2686,0,0,0,58,0
861,755,0,0,24,755,0,0,0,24,0
862,1416,0,0,30,1416,0,0,0,30,0
863,2282,0,0,71,2282,0,0,0,71,0
864,1818,0,0,57,1818,0,0,0,57,0
865,4532,0,0,106,4532,0,0,0,106,0
866,697,0,0,26,697,0,0,0,26,0
867,2525,0,0,114,2525,0,0,0,114,0
868,8820,0,0,202,8820,0,0,0,202,0
869,921,0,0,25,921,0,0,0,25,0
870,1064,0,0,45,1064,0,0,0,45,0
871,1309,0,0,49,1309,0,0,0,49,0
872,515,0,0,26,515,0,0,0,26,0
873,1377,0,0,53,1377,0,0,0,53,0
874,669,0,0,21,669,0,0,0,21,0
875,2851,0,0,97,2851,0,0,0,97,0
876,1991,0,0,98,1991,0,0,0,98,0
877,1109,0,0,36,1109,0,0,0,36,0
878,1106,0,1,42,1106,0,0,1,42,0
879,4552,0,0,130,4552,0,0,0,130,0
880,2832,0,0,104,2832,0,0,0,104,0
881,371,0,0,5,371,0,0,0,5,0
882,2415,0,0,110,2415,0,0,0,110,0
883,2058,0,0,85,2058,0,0,0,85,0
884,3743,0,0,96,3743,0,0,0,96,0
885,6202,0,0,205,6202,0,0,0,205,0
886,3251,0,0,188,3251,0,0,0,188,0
887,947,0,0,45,947,0,0,0,45,0
888,2612,0,0,64,2612,0,0,0,64,0
889,1598,0,0,66,1598,0,0,0,66,0
890,1015,0,0,32,1015,0,0,0,32,0
891,3405,0,0,38,3405,0,0,0,38,0
892,1607,0,0,119,1607,0,0,0,119,0
893,1250,0,0,28,1250,0,0,0,28,0
894,7234,0,0,243,7234,0,0,0,243,0
895,852,0,0,53,852,0,0,0,53,0
896,972,0,0,36,972,0,0,0,36,0
897,3328,0,0,94,3328,0,0,0,94,0
898,2674,0,0,131,2674,0,0,0,131,0
899,972,0,0,29,972,0,0,0,29,0
900,1324,0,0,32,1324,0,0,0,32,0
901,2283,0,0,91,2283,0,0,0,91,0
902,985,0,0,36,985,0,0,0,36,0
903,363,0,0,15,363,0,0,0,15,0
904,1425,0,0,28,1425,0,0,0,28,0
905,1308,0,0,53,1308,0,0,0,53,0
906,1593,0,0,55,1593,0,0,0,55,0
907,733,0,0,21,733,0,0,0,21,0
908,340,0,0,11,340,0,0,0,11,0
909,1500,0,0,68,1500,0,0,0,68,0
910,3561,0,0,101,3561,0,0,0,101,0
911,1010,0,0,26,1010,0,0,0,26,0
912,1058,0,0,34,1058,0,0,0,34,0
913,1756,0,0,27,1756,0,0,0,27,0
914,1501,0,0,50,1501,0,0,0,50,0
915,1186,0,0,39,1186,0,0,0,39,0
916,1932,0,0,66,1932,0,0,0,66,0
