orbit,packings,unsat,unknown,sat,calls,queries,options,leaves,max_calls,parent_rows
2377,53,53,0,0,19903,19903,19850,0,906,1710452
2378,34,34,0,0,16573,16573,16539,0,938,1607478
2379,232,232,0,0,85236,85236,85004,0,1024,2008620
2380,70,70,0,0,34658,34658,34588,0,1108,1854463
2381,171,171,0,0,64371,64371,64200,0,975,1805567
2382,168,168,0,0,63522,63522,63354,0,895,1827754
2383,220,220,0,0,78286,78286,78066,0,864,1880464
2384,107,107,0,0,37586,37586,37479,0,878,1748081
2385,58,58,0,0,24954,24954,24896,0,857,1676483
2386,180,180,0,0,74847,74847,74667,0,1247,1916754
2387,87,87,0,0,44680,44680,44593,0,1206,1771129
2388,168,168,0,0,69666,69666,69498,0,1052,1854589
2389,22,22,0,0,12754,12754,12732,0,1001,1565909
2390,172,172,0,0,59295,59295,59123,0,821,1851321
2391,74,74,0,0,40336,40336,40262,0,1275,1746760
2392,116,116,0,0,48267,48267,48151,0,1112,1716202
2393,149,149,0,0,68106,68104,67957,2,1118,1820181
2394,390,390,0,0,126801,126801,126411,0,1012,2044074
2395,177,177,0,0,76407,76407,76230,0,1244,1946910
2396,60,60,0,0,26515,26515,26455,0,887,1696113
2397,172,172,0,0,57722,57722,57550,0,757,1830879
2398,62,62,0,0,30507,30507,30445,0,962,1683262
2399,52,52,0,0,20913,20913,20861,0,691,1595772
2400,62,62,0,0,29393,29393,29331,0,894,1701696
2401,102,102,0,0,45856,45856,45754,0,1031,1652371
2402,183,183,0,0,69629,69629,69446,0,990,1963724
2403,309,309,0,0,124358,124358,124049,0,1093,1955169
2404,148,148,0,0,60003,60003,59855,0,996,1937576
2405,56,56,0,0,32013,32013,31957,0,1027,1716045
2406,97,97,0,0,41817,41817,41720,0,1179,1753725
2407,120,120,0,0,41622,41622,41502,0,902,1735956
2408,175,175,0,0,102256,102255,102081,1,1209,1829392
2409,117,117,0,0,47874,47874,47757,0,912,1723916
2410,149,149,0,0,61785,61785,61636,0,878,1803628
2411,65,65,0,0,27932,27932,27867,0,761,1677208
2412,142,142,0,0,73013,73013,72871,0,1171,1815395
2413,50,50,0,0,17890,17890,17840,0,702,1741326
2414,14,14,0,0,8755,8755,8741,0,1100,1460048
2415,55,55,0,0,21154,21154,21099,0,773,1792260
2416,55,55,0,0,22574,22574,22519,0,875,1646766
2417,352,352,0,0,121254,121254,120902,0,945,2092727
2418,179,179,0,0,89309,89309,89130,0,1137,2053531
2419,84,84,0,0,37143,37142,37059,1,861,1816515
2420,19,19,0,0,8413,8413,8394,0,816,1492534
2421,393,393,0,0,112336,112336,111943,0,801,2089487
2422,50,50,0,0,27441,27441,27391,0,1065,1624248
2423,120,120,0,0,50340,50340,50220,0,949,1795722
2424,176,176,0,0,66202,66202,66026,0,1137,1907118
2425,66,66,0,0,31174,31174,31108,0,930,1766995
2426,163,163,0,0,46319,46319,46156,0,633,1850530
2427,188,188,0,0,61277,61277,61089,0,1043,1903814
2428,121,121,0,0,52508,52508,52387,0,1046,1703339
2429,136,136,0,0,38185,38184,38049,1,831,1804345
2430,149,149,0,0,45810,45810,45661,0,909,1884311
2431,29,29,0,0,15206,15206,15177,0,923,1570183
2432,18,18,0,0,10493,10493,10475,0,900,1576154
2433,80,80,0,0,35590,35590,35510,0,1198,1790513
2434,65,65,0,0,22276,22276,22211,0,688,1721099
2435,82,82,0,0,29803,29803,29721,0,755,1848319
2436,60,60,0,0,18506,18506,18446,0,573,1677958
2437,182,182,0,0,62441,62441,62259,0,838,1968211
2438,60,60,0,0,27922,27922,27862,0,776,1800304
2439,143,143,0,0,60274,60274,60131,0,1153,1716847
2440,15,15,0,0,7411,7411,7396,0,1061,1511716
2441,47,47,0,0,22154,22154,22107,0,880,1553191
2442,179,179,0,0,95804,95804,95625,0,1731,1946202
2443,209,209,0,0,103944,103944,103735,0,1245,1969400
2444,87,87,0,0,32084,32084,31997,0,843,1834712
2445,192,192,0,0,55879,55879,55687,0,764,2005516
2446,32,32,0,0,11046,11046,11014,0,635,1517780
2447,167,167,0,0,67132,67132,66965,0,867,1864442
2448,63,63,0,0,21726,21726,21663,0,852,1698620
2449,53,53,0,0,15116,15116,15063,0,467,1665373
2450,232,232,0,0,89705,89704,89473,1,875,1887700
2451,156,156,0,0,53608,53608,53452,0,757,1765823
2452,65,65,0,0,31809,31809,31744,0,1088,1668839
2453,23,23,0,0,10499,10499,10476,0,855,1484444
2454,151,151,0,0,70447,70447,70296,0,1106,1822356
2455,62,62,0,0,26048,26048,25986,0,783,1647642
2456,150,150,0,0,64766,64766,64616,0,995,1817976
2457,16,16,0,0,5970,5970,5954,0,601,1390334
2458,86,86,0,0,35087,35087,35001,0,838,1793006
2459,304,304,0,0,90001,90001,89697,0,824,1988827
2460,60,60,0,0,19438,19438,19378,0,805,1783210
2461,16,16,0,0,8000,8000,7984,0,926,1505718
2462,89,89,0,0,32778,32778,32689,0,1074,1739914
2463,59,59,0,0,22555,22555,22496,0,827,1671449
2464,24,24,0,0,8705,8705,8681,0,789,1530697
2465,33,33,0,0,15692,15692,15659,0,878,1546204
2466,62,62,0,0,25585,25585,25523,0,847,1767403
2467,56,56,0,0,24659,24659,24603,0,874,1625457
2468,103,103,0,0,39877,39877,39774,0,837,1723839
2469,73,73,0,0,34563,34563,34490,0,1199,1743213
2470,15,15,0,0,6089,6089,6074,0,555,1541433
2471,59,59,0,0,24587,24587,24528,0,923,1691449
2472,147,147,0,0,49814,49814,49667,0,930,1847229
2473,47,47,0,0,16516,16516,16469,0,596,1603832
2474,59,59,0,0,21105,21105,21046,0,810,1701184
2475,139,139,0,0,49938,49938,49799,0,761,1864834
2476,64,64,0,0,21353,21353,21289,0,597,1697175
2477,138,138,0,0,55278,55276,55140,2,1182,1733784
2478,95,95,0,0,45156,45156,45061,0,1021,1701486
2479,93,93,0,0,34876,34876,34783,0,740,1755690
2480,61,61,0,0,20559,20559,20498,0,707,1769352
2481,17,17,0,0,5911,5911,5894,0,531,1514931
2482,15,15,0,0,7779,7779,7764,0,805,1500789
2483,163,163,0,0,62632,62632,62469,0,849,1955629
2484,126,126,0,0,40110,40110,39984,0,775,1706223
2485,14,14,0,0,6950,6950,6936,0,756,1393360
2486,10,10,0,0,3276,3276,3266,0,618,1450025
2487,94,94,0,0,36427,36427,36333,0,929,1802405
2488,159,159,0,0,57577,57577,57418,0,791,1870189
2489,145,145,0,0,55852,55852,55707,0,986,1839263
2490,176,176,0,0,63099,63099,62923,0,991,1881954
2491,144,144,0,0,56792,56792,56648,0,923,1898171
2492,185,185,0,0,69532,69530,69347,2,1112,1782719
2493,66,66,0,0,22640,22640,22574,0,643,1642790
2494,27,27,0,0,11906,11906,11879,0,849,1564034
2495,145,145,0,0,58378,58378,58233,0,847,1805346
2496,71,71,0,0,28662,28662,28591,0,896,1722500
2497,91,91,0,0,29572,29572,29481,0,671,1821677
2498,54,54,0,0,21436,21436,21382,0,1203,1614883
2499,143,143,0,0,49780,49780,49637,0,739,1769560
2500,67,67,0,0,27092,27092,27025,0,792,1752882
2501,171,171,0,0,64476,64476,64305,0,939,1872007
2502,57,57,0,0,23320,23320,23263,0,959,1673740
2503,78,78,0,0,28538,28538,28460,0,699,1716809
2504,60,60,0,0,27337,27336,27277,1,953,1647251
2505,22,22,0,0,8352,8352,8330,0,766,1560587
2506,117,117,0,0,31714,31714,31597,0,762,1721803
2507,160,160,0,0,55896,55896,55736,0,782,1807554
2508,77,77,0,0,39193,39193,39116,0,1026,1799085
2509,23,23,0,0,10665,10665,10642,0,647,1478397
2510,55,55,0,0,20184,20184,20129,0,742,1748229
2511,21,21,0,0,7717,7717,7696,0,627,1553644
2512,153,153,0,0,47317,47317,47164,0,762,1802049
2513,133,133,0,0,58404,58404,58271,0,1083,1796687
2514,74,74,0,0,28597,28597,28523,0,1141,1613463
2515,262,262,0,0,98791,98791,98529,0,1078,1980058
2516,283,283,0,0,66990,66990,66707,0,686,2006056
2517,89,89,0,0,33205,33205,33116,0,719,1669231
2518,116,116,0,0,44290,44290,44174,0,801,1782924
2519,77,77,0,0,28135,28135,28058,0,640,1719660
2520,50,50,0,0,16909,16909,16859,0,618,1580649
2521,57,57,0,0,25356,25356,25299,0,772,1660756
2522,27,27,0,0,9640,9640,9613,0,635,1628622
2523,152,152,0,0,63785,63785,63633,0,809,1838944
2524,187,187,0,0,74478,74478,74291,0,897,1855811
2525,102,102,0,0,37266,37266,37164,0,665,1805167
2526,110,110,0,0,45799,45799,45689,0,832,1661466
2527,113,113,0,0,36197,36197,36084,0,726,1667438
2528,23,23,0,0,7519,7519,7496,0,693,1560429
2529,48,48,0,0,21631,21631,21583,0,763,1604341
2530,184,184,0,0,54708,54708,54524,0,612,1905438
2531,160,160,0,0,59926,59926,59766,0,816,1865470
2532,104,104,0,0,39631,39630,39527,1,770,1704811
2533,140,140,0,0,51558,51558,51418,0,956,1844374
2534,119,119,0,0,50290,50290,50171,0,953,1680165
2535,67,67,0,0,25856,25856,25789,0,834,1698345
2536,107,107,0,0,34479,34478,34372,1,767,1642863
2537,123,123,0,0,44967,44967,44844,0,958,1646916
2538,125,125,0,0,42401,42401,42276,0,972,1722290
2539,76,76,0,0,29172,29170,29096,2,727,1712481
2540,18,18,0,0,7662,7662,7644,0,747,1484720
2541,22,22,0,0,8615,8615,8593,0,667,1512287
2542,139,139,0,0,43641,43641,43502,0,779,1741568
2543,201,201,0,0,74354,74354,74153,0,882,1828489
2544,133,133,0,0,52858,52858,52725,0,837,1718920
2545,130,130,0,0,54962,54961,54832,1,798,1727519
2546,51,51,0,0,15806,15806,15755,0,538,1538939
2547,28,28,0,0,10775,10775,10747,0,765,1556861
2548,23,23,0,0,7939,7939,7916,0,529,1579116
2549,53,53,0,0,16604,16604,16551,0,562,1586967
2550,51,51,0,0,14856,14856,14805,0,586,1626098
2551,127,127,0,0,56848,56848,56721,0,1039,1773113
2552,75,75,0,0,22551,22551,22476,0,784,1809685
2553,85,85,0,0,40308,40308,40223,0,934,1672846
2554,31,31,0,0,9589,9589,9558,0,580,1547394
2555,153,153,0,0,60914,60914,60761,0,998,1851111
2556,57,57,0,0,24581,24581,24524,0,774,1602161
2557,94,94,0,0,34964,34964,34870,0,813,1563668
2558,146,146,0,0,45310,45310,45164,0,853,1735810
2559,18,18,0,0,6970,6970,6952,0,720,1536875
2560,52,52,0,0,18818,18818,18766,0,597,1594778
2561,134,134,0,0,44188,44188,44054,0,724,1786548
2562,185,185,0,0,64694,64694,64509,0,939,1840810
2563,172,172,0,0,53704,53704,53532,0,831,1918350
2564,166,166,0,0,55939,55939,55773,0,750,1879923
2565,51,51,0,0,16956,16956,16905,0,713,1676334
2566,48,48,0,0,16559,16559,16511,0,743,1709477
2567,107,107,0,0,39433,39433,39326,0,772,1646921
2568,60,60,0,0,17067,17067,17007,0,606,1715307
2569,44,44,0,0,15435,15435,15391,0,664,1668001
2570,220,220,0,0,52182,52182,51962,0,574,1792510
2571,58,58,0,0,26081,26081,26023,0,1075,1654710
2572,50,50,0,0,16908,16908,16858,0,648,1716967
2573,52,52,0,0,16276,16276,16224,0,546,1599949
2574,29,29,0,0,10535,10535,10506,0,874,1595698
2575,48,48,0,0,19286,19286,19238,0,754,1634529
2576,86,86,0,0,27365,27365,27279,0,722,1625837
2577,65,65,0,0,22404,22404,22339,0,625,1733769
2578,227,227,0,0,69551,69551,69324,0,831,1866146
2579,97,97,0,0,38813,38813,38716,0,934,1654119
2580,108,108,0,0,34948,34948,34840,0,638,1717904
2581,8,8,0,0,3134,3134,3126,0,532,1441799
2582,48,48,0,0,18267,18267,18219,0,620,1711553
2583,30,30,0,0,15356,15356,15326,0,1259,1565604
2584,87,87,0,0,27388,27388,27301,0,607,1706118
2585,55,55,0,0,19716,19716,19661,0,573,1517282
2586,44,44,0,0,14287,14287,14243,0,574,1616309
2587,31,31,0,0,14144,14144,14113,0,969,1562749
2588,46,46,0,0,17522,17522,17476,0,617,1564157
2589,144,144,0,0,48798,48798,48654,0,905,1793028
2590,48,48,0,0,13610,13609,13562,1,552,1542984
2591,57,57,0,0,19338,19338,19281,0,669,1645845
2592,245,245,0,0,67994,67994,67749,0,710,1843087
2593,120,120,0,0,44382,44382,44262,0,690,1723326
2594,133,133,0,0,37915,37915,37782,0,725,1688325
2595,149,149,0,0,40613,40613,40464,0,823,1820636
2596,86,86,0,0,25678,25678,25592,0,648,1727428
2597,341,341,0,0,83182,83182,82841,0,752,1943683
2598,206,206,0,0,53068,53068,52862,0,522,1817126
2599,52,52,0,0,17649,17649,17597,0,667,1521392
2600,26,26,0,0,8593,8593,8567,0,533,1544164
2601,46,46,0,0,15011,15011,14965,0,639,1648148
2602,235,235,0,0,81187,81187,80952,0,785,1812688
2603,65,65,0,0,19637,19637,19572,0,738,1765818
2604,162,162,0,0,54255,54255,54093,0,903,1738645
2605,59,59,0,0,19103,19103,19044,0,605,1748766
2606,128,128,0,0,42178,42177,42050,1,1026,1725977
2607,178,178,0,0,45311,45311,45133,0,676,1924420
2608,140,140,0,0,34316,34316,34176,0,495,1816625
2609,54,54,0,0,22111,22111,22057,0,878,1457762
2610,23,23,0,0,7441,7441,7418,0,537,1570508
2611,30,30,0,0,7877,7877,7847,0,399,1565026
2612,25,25,0,0,10771,10771,10746,0,680,1584784
2613,216,216,0,0,54653,54653,54437,0,571,1884539
2614,15,15,0,0,6976,6976,6961,0,769,1436928
2615,278,278,0,0,70736,70736,70458,0,555,1885727
2616,23,23,0,0,8366,8366,8343,0,664,1490565
2617,112,112,0,0,38946,38946,38834,0,910,1659908
2618,177,177,0,0,63560,63560,63383,0,775,1722273
2619,148,148,0,0,52961,52961,52813,0,720,1795905
2620,118,118,0,0,43924,43924,43806,0,817,1698066
2621,50,50,0,0,12938,12938,12888,0,457,1669184
2622,16,16,0,0,4197,4197,4181,0,324,1446166
2623,102,102,0,0,34548,34548,34446,0,816,1666718
2624,21,21,0,0,9427,9427,9406,0,756,1555351
2625,58,58,0,0,19822,19822,19764,0,699,1734371
2626,31,31,0,0,13400,13400,13369,0,769,1569388
2627,92,92,0,0,32911,32911,32819,0,794,1647415
2628,63,63,0,0,18217,18217,18154,0,521,1699667
2629,150,150,0,0,48249,48249,48099,0,725,1799882
2630,202,202,0,0,59046,59046,58844,0,637,1785676
2631,169,169,0,0,54320,54319,54151,1,695,1699690
2632,40,40,0,0,15871,15871,15831,0,716,1448389
2633,98,98,0,0,36676,36676,36578,0,829,1632696
2634,58,58,0,0,16981,16981,16923,0,513,1641051
2635,64,64,0,0,21789,21789,21725,0,660,1638495
2636,86,86,0,0,27960,27960,27874,0,881,1661631
2637,65,65,0,0,18492,18492,18427,0,638,1708255
2638,28,28,0,0,10747,10747,10719,0,706,1523412
2639,86,86,0,0,23721,23721,23635,0,790,1620564
2640,130,130,0,0,42876,42875,42746,1,676,1747025
2641,64,64,0,0,23068,23068,23004,0,622,1698297
2642,41,41,0,0,16869,16869,16828,0,791,1517509
2643,116,116,0,0,42065,42065,41949,0,856,1618317
2644,96,96,0,0,31542,31542,31446,0,805,1700406
2645,80,80,0,0,31765,31765,31685,0,798,1549677
2646,141,141,0,0,43097,43097,42956,0,725,1824731
2647,287,287,0,0,77987,77987,77700,0,787,1855427
2648,17,17,0,0,7051,7051,7034,0,561,1487908
2649,63,63,0,0,18928,18928,18865,0,563,1606780
2650,97,97,0,0,37973,37973,37876,0,867,1566768
2651,153,153,0,0,52002,52002,51849,0,805,1771512
2652,253,253,0,0,95124,95123,94871,1,851,1986679
2653,46,46,0,0,16941,16941,16895,0,722,1615007
2654,58,58,0,0,13491,13491,13433,0,421,1645741
2655,102,102,0,0,22786,22786,22684,0,431,1657244
2656,94,94,0,0,39141,39141,39047,0,779,1539415
2657,12,12,0,0,3611,3611,3599,0,377,1473026
2658,15,15,0,0,4810,4810,4795,0,498,1512910
2659,203,203,0,0,55170,55170,54967,0,604,1813345
2660,127,127,0,0,39951,39951,39824,0,688,1712852
2661,82,82,0,0,20827,20827,20745,0,475,1650315
2662,42,42,0,0,16018,16018,15976,0,860,1601936
2663,62,62,0,0,25696,25696,25634,0,868,1681490
2664,46,46,0,0,22134,22134,22088,0,871,1538801
2665,129,129,0,0,34106,34106,33977,0,620,1677475
2666,39,39,0,0,14459,14459,14420,0,640,1631675
2667,12,12,0,0,3760,3760,3748,0,532,1507841
2668,137,137,0,0,54360,54360,54223,0,849,1735438
2669,98,98,0,0,35199,35199,35101,0,899,1580389
2670,55,55,0,0,17219,17219,17164,0,574,1706880
2671,44,44,0,0,15233,15233,15189,0,581,1615157
2672,10,10,0,0,4699,4699,4689,0,646,1432770
2673,159,159,0,0,59286,59286,59127,0,916,1660890
2674,42,42,0,0,15312,15312,15270,0,721,1675392
2675,63,63,0,0,18072,18072,18009,0,548,1698940
2676,121,121,0,0,40886,40886,40765,0,732,1745324
2677,125,125,0,0,28698,28698,28573,0,524,1746964
2678,124,124,0,0,36343,36343,36219,0,638,1711853
2679,45,45,0,0,17319,17319,17274,0,711,1565431
2680,64,64,0,0,20887,20887,20823,0,820,1679037
2681,229,229,0,0,62214,62213,61985,1,614,1884191
2682,141,141,0,0,36314,36314,36173,0,498,1702182
2683,166,166,0,0,39702,39702,39536,0,515,1765166
2684,36,36,0,0,14511,14511,14475,0,667,1570897
2685,50,50,0,0,19111,19111,19061,0,728,1529571
2686,81,81,0,0,25523,25523,25442,0,765,1589943
2687,61,61,0,0,21088,21088,21027,0,546,1615811
2688,57,57,0,0,18119,18119,18062,0,624,1632564
2689,147,147,0,0,45904,45904,45757,0,781,1789826
2690,11,11,0,0,3723,3723,3712,0,481,1388029
2691,16,16,0,0,5217,5217,5201,0,524,1482293
2692,296,296,0,0,96398,96398,96102,0,788,1880269
2693,41,41,0,0,17691,17691,17650,0,969,1469134
2694,110,110,0,0,27582,27582,27472,0,522,1771532
2695,69,69,0,0,23862,23862,23793,0,629,1705710
2696,11,11,0,0,3304,3304,3293,0,491,1464620
2697,58,58,0,0,21882,21882,21824,0,821,1628980
2698,42,42,0,0,12241,12241,12199,0,560,1555097
2699,40,40,0,0,13913,13912,13873,1,749,1567066
2700,116,116,0,0,40350,40350,40234,0,619,1673454
2701,48,48,0,0,14728,14728,14680,0,599,1645235
2702,138,138,0,0,37312,37312,37174,0,731,1712795
2703,48,48,0,0,12675,12674,12627,1,463,1662346
2704,108,108,0,0,33411,33411,33303,0,687,1667730
2705,12,12,0,0,4132,4132,4120,0,459,1615958
2706,192,192,0,0,59219,59219,59027,0,700,1798119
2707,164,164,0,0,43085,43085,42921,0,473,1854081
2708,39,39,0,0,10427,10427,10388,0,400,1569893
2709,104,104,0,0,27444,27444,27340,0,536,1619188
2710,30,30,0,0,7389,7389,7359,0,426,1566099
2711,40,40,0,0,13541,13541,13501,0,526,1589806
2712,50,50,0,0,20625,20625,20575,0,708,1630621
2713,46,46,0,0,9989,9989,9943,0,336,1569533
2714,107,107,0,0,29252,29252,29145,0,523,1661074
2715,15,15,0,0,4115,4115,4100,0,442,1469333
2716,48,48,0,0,15766,15766,15718,0,665,1580486
2717,51,51,0,0,12759,12759,12708,0,453,1536389
2718,286,286,0,0,79924,79923,79638,1,720,1825658
2719,118,118,0,0,36856,36856,36738,0,581,1653842
2720,93,93,0,0,31335,31335,31242,0,685,1635229
2721,224,224,0,0,55178,55178,54954,0,636,1724610
2722,39,39,0,0,15415,15415,15376,0,635,1581577
2723,21,21,0,0,7479,7479,7458,0,589,1555125
2724,76,76,0,0,26830,26830,26754,0,995,1538625
2725,64,64,0,0,20695,20695,20631,0,630,1674868
2726,43,43,0,0,10712,10712,10669,0,412,1569898
2727,155,155,0,0,40422,40422,40267,0,601,1738596
2728,48,48,0,0,15732,15732,15684,0,623,1567214
2729,42,42,0,0,11918,11918,11876,0,615,1565546
2730,30,30,0,0,7319,7319,7289,0,372,1564448
2731,13,13,0,0,5370,5370,5357,0,635,1406922
2732,48,48,0,0,16641,16641,16593,0,591,1610049
2733,125,125,0,0,35282,35281,35157,1,622,1689009
2734,12,12,0,0,4817,4817,4805,0,621,1422044
2735,39,39,0,0,14051,14051,14012,0,688,1621100
2736,8,8,0,0,2165,2165,2157,0,339,1419226
2737,50,50,0,0,16491,16491,16441,0,568,1598004
2738,44,44,0,0,10536,10536,10492,0,420,1552643
2739,140,140,0,0,42815,42815,42675,0,590,1661401
2740,47,47,0,0,11609,11609,11562,0,561,1474133
2741,40,40,0,0,15362,15362,15322,0,656,1571768
2742,125,125,0,0,33994,33994,33869,0,525,1658570
2743,97,97,0,0,40853,40853,40756,0,755,1623240
2744,126,126,0,0,31189,31189,31063,0,504,1647193
2745,69,69,0,0,18449,18449,18380,0,442,1644848
2746,86,86,0,0,28007,28007,27921,0,679,1624038
2747,106,106,0,0,34593,34593,34487,0,640,1751412
2748,79,79,0,0,29061,29061,28982,0,963,1577414
2749,71,71,0,0,17333,17333,17262,0,406,1565599
2750,129,129,0,0,41582,41582,41453,0,702,1758583
2751,133,133,0,0,36475,36475,36342,0,569,1672467
2752,140,140,0,0,46057,46057,45917,0,757,1666978
2753,46,46,0,0,10543,10543,10497,0,404,1489420
2754,41,41,0,0,10403,10403,10362,0,450,1465586
2755,128,128,0,0,33980,33980,33852,0,583,1710154
2756,33,33,0,0,10565,10565,10532,0,576,1408780
2757,13,13,0,0,3396,3396,3383,0,407,1531518
2758,87,87,0,0,22250,22250,22163,0,554,1580363
2759,73,73,0,0,17133,17133,17060,0,551,1554676
2760,224,224,0,0,60886,60886,60662,0,574,1840233
2761,11,11,0,0,3904,3904,3893,0,487,1387743
2762,49,49,0,0,16483,16483,16434,0,616,1562112
2763,40,40,0,0,10022,10022,9982,0,447,1559775
2764,47,47,0,0,14155,14155,14108,0,486,1401607
2765,148,148,0,0,33538,33538,33390,0,424,1698675
2766,90,90,0,0,28359,28359,28269,0,632,1531856
2767,57,57,0,0,19889,19889,19832,0,580,1540155
2768,45,45,0,0,12379,12379,12334,0,475,1482035
2769,15,15,0,0,3916,3916,3901,0,396,1460572
2770,121,121,0,0,29560,29560,29439,0,659,1613208
2771,108,108,0,0,30304,30304,30196,0,586,1645809
2772,120,120,0,0,39991,39991,39871,0,606,1672374
2773,8,8,0,0,3496,3496,3488,0,625,1350214
2774,200,200,0,0,46452,46452,46252,0,551,1699816
2775,119,119,0,0,33764,33764,33645,0,562,1746729
2776,41,41,0,0,14901,14901,14860,0,735,1510382
2777,168,168,0,0,39225,39225,39057,0,578,1704400
2778,41,41,0,0,11179,11179,11138,0,455,1539936
2779,100,100,0,0,26657,26657,26557,0,655,1628633
2780,125,125,0,0,35329,35329,35204,0,594,1722250
2781,111,111,0,0,28944,28943,28833,1,442,1722530
2782,19,19,0,0,5392,5392,5373,0,413,1442932
2783,38,38,0,0,11107,11107,11069,0,466,1543973
2784,34,34,0,0,11604,11604,11570,0,671,1377146
2785,33,33,0,0,11831,11831,11798,0,769,1566796
2786,42,42,0,0,15103,15102,15061,1,630,1472469
2787,46,46,0,0,13056,13056,13010,0,477,1450882
2788,16,16,0,0,3464,3464,3448,0,324,1421882
2789,10,10,0,0,3399,3399,3389,0,438,1470122
2790,124,124,0,0,29541,29541,29417,0,479,1673665
2791,57,57,0,0,13178,13178,13121,0,494,1625289
2792,10,10,0,0,3034,3034,3024,0,414,1349853
2793,77,77,0,0,18127,18127,18050,0,477,1570147
2794,10,10,0,0,3406,3406,3396,0,462,1326023
2795,127,127,0,0,25565,25565,25438,0,427,1593800
2796,38,38,0,0,8512,8512,8474,0,393,1560583
2797,71,71,0,0,23262,23262,23191,0,746,1587302
2798,36,36,0,0,9755,9755,9719,0,538,1546353
2799,72,72,0,0,20791,20791,20719,0,609,1516689
2800,93,93,0,0,26860,26860,26767,0,628,1531218
2801,122,122,0,0,26581,26581,26459,0,464,1572723
2802,138,138,0,0,34579,34579,34441,0,494,1729502
2803,172,172,0,0,44594,44594,44422,0,550,1647825
2804,25,25,0,0,7907,7907,7882,0,488,1534788
2805,85,85,0,0,22648,22648,22563,0,556,1557727
2806,109,109,0,0,29701,29701,29592,0,576,1683516
2807,95,95,0,0,23357,23357,23262,0,465,1590316
2808,29,29,0,0,11534,11534,11505,0,555,1413672
2809,51,51,0,0,16510,16510,16459,0,540,1580968
2810,263,263,0,0,62599,62599,62336,0,602,1781042
2811,223,223,0,0,50330,50330,50107,0,537,1687436
2812,119,119,0,0,31874,31874,31755,0,517,1654182
2813,36,36,0,0,10432,10432,10396,0,520,1458045
2814,10,10,0,0,2635,2635,2625,0,364,1352781
2815,73,73,0,0,19720,19720,19647,0,486,1520967
2816,36,36,0,0,13137,13137,13101,0,622,1544680
2817,43,43,0,0,15940,15940,15897,0,682,1504362
2818,13,13,0,0,3393,3393,3380,0,406,1414411
2819,79,79,0,0,21086,21086,21007,0,572,1571880
2820,32,32,0,0,8295,8295,8263,0,488,1441295
2821,281,281,0,0,70499,70499,70218,0,662,1750865
2822,17,17,0,0,3575,3575,3558,0,352,1458653
2823,137,137,0,0,36481,36481,36344,0,681,1722754
2824,39,39,0,0,11113,11113,11074,0,463,1570862
2825,138,138,0,0,42778,42778,42640,0,701,1663141
2826,112,112,0,0,27341,27341,27229,0,509,1571247
2827,118,118,0,0,23368,23368,23250,0,423,1634608
2828,71,71,0,0,15364,15364,15293,0,462,1643937
2829,128,128,0,0,30449,30449,30321,0,513,1655150
2830,38,38,0,0,9979,9979,9941,0,458,1480385
2831,89,89,0,0,23820,23820,23731,0,484,1612749
2832,98,98,0,0,24146,24146,24048,0,548,1648675
2833,18,18,0,0,5331,5331,5313,0,397,1487613
2834,40,40,0,0,11987,11987,11947,0,498,1409226
2835,95,95,0,0,30272,30272,30177,0,695,1614560
2836,37,37,0,0,11018,11018,10981,0,520,1470133
2837,181,181,0,0,30901,30901,30720,0,415,1686106
2838,14,14,0,0,3286,3286,3272,0,385,1440218
2839,41,41,0,0,10010,10010,9969,0,358,1501112
2840,76,76,0,0,19332,19332,19256,0,631,1555274
2841,121,121,0,0,31725,31725,31604,0,630,1647431
2842,29,29,0,0,6861,6861,6832,0,353,1518912
2843,76,76,0,0,20671,20671,20595,0,462,1461869
2844,27,27,0,0,8388,8388,8361,0,501,1498559
2845,39,39,0,0,10315,10315,10276,0,534,1496254
2846,10,10,0,0,2698,2698,2688,0,422,1291755
2847,6,6,0,0,1866,1866,1860,0,415,1296543
2848,84,84,0,0,18986,18986,18902,0,383,1517011
2849,14,14,0,0,3971,3971,3957,0,424,1439298
2850,129,129,0,0,29893,29893,29764,0,556,1683100
2851,102,102,0,0,27819,27819,27717,0,595,1587092
2852,79,79,0,0,21014,21014,20935,0,550,1553147
2853,142,142,0,0,29124,29124,28982,0,423,1623865
2854,52,52,0,0,12532,12532,12480,0,451,1607216
2855,37,37,0,0,11154,11154,11117,0,590,1459383
2856,28,28,0,0,7162,7162,7134,0,436,1409059
2857,133,133,0,0,30697,30697,30564,0,617,1675377
2858,68,68,0,0,20304,20304,20236,0,594,1489412
2859,49,49,0,0,11483,11483,11434,0,444,1528907
2860,57,57,0,0,12266,12266,12209,0,404,1499946
2861,32,32,0,0,9238,9238,9206,0,513,1475251
2862,119,119,0,0,24145,24145,24026,0,476,1628413
2863,34,34,0,0,11453,11453,11419,0,537,1427381
2864,102,102,0,0,21980,21980,21878,0,435,1610314
2865,6,6,0,0,1837,1837,1831,0,403,1360507
2866,99,99,0,0,25609,25609,25510,0,557,1513516
2867,11,11,0,0,2808,2808,2797,0,395,1424991
2868,61,61,0,0,13080,13080,13019,0,371,1520370
2869,67,67,0,0,18743,18743,18676,0,546,1536977
2870,114,114,0,0,24976,24976,24862,0,438,1643485
2871,38,38,0,0,11261,11261,11223,0,495,1462472
2872,147,147,0,0,32042,32042,31895,0,450,1653778
