orbit,packings,unsat,unknown,sat,calls,queries,options,leaves,max_calls,parent_rows
1100,457,457,0,0,785987,785978,785530,9,6183,2334585
1101,446,446,0,0,973331,973314,972885,17,6797,2435039
1102,867,867,0,0,1667970,1667941,1667103,29,7046,2788781
1103,195,195,0,0,663781,663766,663586,15,12069,2025589
1104,788,788,0,0,1390336,1390317,1389548,19,6788,2687486
1105,160,160,0,0,421956,421949,421796,7,6297,1946923
1106,504,504,0,0,906930,906921,906426,9,5659,2450609
1107,429,429,0,0,698763,698758,698334,5,6154,2335868
1108,300,300,0,0,543484,543479,543184,5,5740,2045853
1109,216,216,0,0,496810,496805,496594,5,6435,1983699
1110,332,332,0,0,644150,644141,643818,9,6703,2088129
1111,355,355,0,0,945066,945050,944711,16,11287,2188943
1112,165,165,0,0,498167,498157,498002,10,7457,1849930
1113,548,548,0,0,935429,935423,934881,6,6313,2401376
1114,549,549,0,0,893176,893164,892627,12,6712,2530853
1115,360,360,0,0,485981,485979,485621,2,4139,2190991
1116,623,623,0,0,844630,844623,844007,7,5274,2481842
1117,130,130,0,0,335787,335783,335657,4,6504,1811576
1118,768,768,0,0,987725,987716,986957,9,4767,2673593
1119,502,502,0,0,1101809,1101791,1101307,18,8373,2394369
1120,330,330,0,0,610428,610421,610098,7,4866,2301134
1121,863,863,0,0,1634871,1634853,1634008,18,7609,2780363
1122,96,96,0,0,255079,255075,254983,4,5601,1639330
1123,596,596,0,0,1431146,1431117,1430550,29,10162,2454470
1124,403,403,0,0,695161,695154,694758,7,5625,2297985
1125,216,216,0,0,566448,566441,566232,7,6375,2027621
1126,203,203,0,0,498000,497995,497797,5,6407,1945462
1127,492,492,0,0,718025,718016,717533,9,5091,2413651
1128,300,300,0,0,559764,559754,559464,10,5121,2271910
1129,583,583,0,0,1014903,1014889,1014320,14,6182,2444564
1130,333,333,0,0,672233,672221,671900,12,7972,2092830
1131,499,499,0,0,936558,936546,936059,12,7318,2490806
1132,263,263,0,0,557346,557339,557083,7,5254,2120441
1133,752,752,0,0,1360610,1360583,1359858,27,8321,2651713
1134,208,208,0,0,617538,617525,617330,13,7902,1980213
1135,607,607,0,0,1110402,1110386,1109795,16,7412,2423282
1136,403,403,0,0,583589,583578,583186,11,6843,2373431
1137,421,421,0,0,571180,571175,570759,5,4798,2301218
1138,678,678,0,0,1199347,1199329,1198669,18,6900,2553200
1139,536,536,0,0,1049684,1049675,1049148,9,6765,2539121
1140,380,380,0,0,972014,971997,971634,17,7403,2231354
1141,881,881,0,0,1557834,1557805,1556953,29,8404,2737812
1142,422,422,0,0,619958,619952,619536,6,5341,2396258
1143,273,273,0,0,581647,581642,581374,5,6323,2236064
1144,203,203,0,0,437972,437966,437769,6,5625,1989222
1145,130,130,0,0,332998,332995,332868,3,5923,1809916
1146,704,704,0,0,1333560,1333545,1332856,15,6898,2639637
1147,632,632,0,0,762186,762178,761554,8,4534,2598750
1148,844,844,0,0,1317832,1317812,1316988,20,6905,2730267
1149,382,382,0,0,931196,931184,930814,12,8158,2209948
1150,114,114,0,0,295916,295911,295802,5,5432,1781271
1151,287,287,0,0,471379,471372,471092,7,4976,2245462
1152,637,637,0,0,995718,995711,995081,7,6076,2545072
1153,281,281,0,0,480297,480291,480016,6,4602,2221416
1154,250,250,0,0,486201,486196,485951,5,5185,1998162
1155,84,84,0,0,270157,270154,270073,3,7376,1598692
1156,275,275,0,0,483569,483566,483294,3,4886,2283390
1157,268,268,0,0,572972,572966,572704,6,7813,2127455
1158,282,282,0,0,670184,670170,669902,14,6796,2317548
1159,678,678,0,0,1038625,1038614,1037947,11,6032,2640624
1160,253,253,0,0,711170,711151,710917,19,10287,1975019
1161,470,470,0,0,819376,819364,818906,12,6701,2442515
1162,431,431,0,0,823914,823905,823483,9,6537,2380902
1163,818,818,0,0,1562956,1562939,1562138,17,9167,2714620
1164,701,701,0,0,1220679,1220664,1219978,15,7330,2634085
1165,367,367,0,0,594264,594258,593897,6,5479,2193768
1166,484,484,0,0,822257,822244,821773,13,5439,2383848
1167,221,221,0,0,446817,446812,446596,5,5910,2125571
1168,288,288,0,0,501932,501927,501644,5,5008,2224714
1169,522,522,0,0,893859,893849,893337,10,7489,2433187
1170,137,137,0,0,311373,311370,311236,3,4822,1892804
1171,493,493,0,0,725724,725712,725231,12,4580,2389279
1172,250,250,0,0,452722,452717,452472,5,5079,2112759
1173,322,322,0,0,657816,657810,657494,6,7096,2091150
1174,214,214,0,0,288623,288623,288409,0,4044,1999154
1175,245,245,0,0,784883,784865,784638,18,9151,2019317
1176,143,143,0,0,331201,331198,331058,3,4797,1964000
1177,297,297,0,0,563577,563569,563280,8,7085,2145421
1178,239,239,0,0,633434,633424,633195,10,6397,2131773
1179,163,163,0,0,361254,361239,361091,15,6831,1918848
1180,300,300,0,0,502089,502082,501789,7,5114,2070245
1181,432,432,0,0,665880,665872,665448,8,5135,2287009
1182,219,219,0,0,411812,411810,411593,2,6498,1962785
1183,404,404,0,0,750789,750778,750385,11,9248,2209710
1184,881,881,0,0,995800,995793,994919,7,4219,2728572
1185,720,720,0,0,1101195,1101185,1100475,10,6532,2590091
1186,446,446,0,0,942620,942608,942174,12,6532,2418047
1187,91,91,0,0,288923,288920,288832,3,7590,1654017
1188,470,470,0,0,866833,866830,866363,3,7643,2490481
1189,328,328,0,0,599463,599455,599135,8,6423,2015030
1190,806,806,0,0,963087,963079,962281,8,5159,2683859
1191,672,672,0,0,1464613,1464596,1463941,17,7273,2508629
1192,281,281,0,0,635121,635114,634840,7,6465,1974667
1193,202,202,0,0,372839,372836,372637,3,5008,1946935
1194,420,420,0,0,643201,643194,642781,7,5685,2340189
1195,219,219,0,0,532106,532099,531887,7,6436,2124275
1196,274,274,0,0,436994,436989,436720,5,4703,2169296
1197,130,130,0,0,326317,326316,326187,1,6306,1807006
1198,432,432,0,0,631940,631935,631508,5,5732,2345108
1199,192,192,0,0,390618,390616,390426,2,6603,1968972
1200,620,620,0,0,939614,939606,938994,8,5866,2440337
1201,524,524,0,0,979957,979938,979433,19,5869,2454727
1202,820,820,0,0,1000763,1000756,999943,7,5023,2662595
1203,346,346,0,0,665971,665964,665625,7,5671,2176245
1204,515,515,0,0,905791,905778,905276,13,6952,2528206
1205,277,277,0,0,633379,633370,633102,9,6274,2285152
1206,830,830,0,0,1320134,1320122,1319304,12,7596,2698438
1207,360,360,0,0,544074,544068,543714,6,5103,2370592
1208,232,232,0,0,436535,436531,436303,4,5644,2113932
1209,720,720,0,0,828710,828706,827990,4,4283,2652761
1210,500,500,0,0,784422,784412,783922,10,5980,2451856
1211,312,312,0,0,631605,631595,631293,10,6665,2127741
1212,404,404,0,0,578535,578534,578131,1,4636,2297930
1213,666,666,0,0,1324012,1323992,1323346,20,10378,2555551
1214,136,136,0,0,236431,236428,236295,3,4575,1921347
1215,321,321,0,0,798378,798361,798057,17,7632,2072040
1216,196,196,0,0,323249,323248,323053,1,4546,1977448
1217,175,175,0,0,237370,237369,237195,1,4734,1990289
1218,480,480,0,0,957246,957232,956766,14,6052,2486237
1219,314,314,0,0,940717,940698,940403,19,9865,2058858
1220,418,418,0,0,637248,637246,636830,2,4949,2363514
1221,335,335,0,0,665821,665814,665486,7,5766,2164269
1222,446,446,0,0,636273,636270,635827,3,4660,2364058
1223,728,728,0,0,1133177,1133162,1132449,15,6568,2679794
1224,345,345,0,0,459021,459019,458676,2,4107,2198539
1225,496,496,0,0,813771,813760,813275,11,6365,2278240
1226,676,676,0,0,955284,955275,954608,9,4652,2567620
1227,559,559,0,0,610504,610501,609945,3,4045,2431374
1228,167,167,0,0,400133,400127,399966,6,6929,1945433
1229,245,245,0,0,498354,498342,498109,12,6272,2144103
1230,219,219,0,0,461929,461926,461710,3,5451,2134575
1231,423,423,0,0,753822,753812,753399,10,5530,2366408
1232,708,708,0,0,1197332,1197324,1196624,8,6154,2590494
1233,552,552,0,0,894441,894428,893889,13,5750,2463444
1234,214,214,0,0,578948,578937,578734,11,8116,1997779
1235,421,421,0,0,988961,988945,988540,16,7192,2251029
1236,649,649,0,0,855327,855320,854678,7,5242,2548538
1237,378,378,0,0,597913,597908,597535,5,5358,2166087
1238,654,654,0,0,1041650,1041633,1040996,17,5834,2636689
1239,449,449,0,0,711028,711021,710579,7,6121,2385399
1240,287,287,0,0,485644,485640,485357,4,6207,2040478
1241,538,538,0,0,956345,956323,955807,22,6322,2371880
1242,539,539,0,0,869049,869039,868510,10,8847,2475504
1243,291,291,0,0,567711,567706,567420,5,6565,2050754
1244,308,308,0,0,585092,585081,584784,11,5860,2065004
1245,348,348,0,0,414734,414729,414386,5,3955,2134311
1246,494,494,0,0,710979,710969,710485,10,6233,2348948
1247,134,134,0,0,257024,257019,256890,5,4597,1897037
1248,405,405,0,0,605934,605930,605529,4,4297,2322665
1249,533,533,0,0,647034,647026,646501,8,3713,2432028
1250,682,682,0,0,993878,993868,993196,10,5392,2578306
1251,90,90,0,0,244303,244297,244213,6,5942,1687754
1252,321,321,0,0,448289,448286,447968,3,3798,2163974
1253,599,599,0,0,995557,995540,994958,17,6806,2424142
1254,423,423,0,0,650167,650163,649744,4,4514,2366790
1255,223,223,0,0,501461,501457,501238,4,6076,1970432
1256,290,290,0,0,559030,559024,558740,6,5826,2074172
1257,671,671,0,0,841063,841056,840392,7,5829,2582367
1258,521,521,0,0,836498,836485,835977,13,6081,2388631
1259,782,782,0,0,1288636,1288618,1287854,18,7326,2705611
1260,248,248,0,0,301231,301231,300983,0,2938,2032126
1261,175,175,0,0,354692,354692,354517,0,4228,1890210
1262,633,633,0,0,818436,818432,817803,4,4919,2603896
1263,193,193,0,0,403671,403668,403478,3,5051,1902891
1264,110,110,0,0,228886,228884,228776,2,4619,1818253
1265,436,436,0,0,743405,743394,742969,11,5814,2418010
1266,373,373,0,0,657772,657768,657399,4,5173,2239670
1267,111,111,0,0,192729,192729,192618,0,3644,1899003
1268,561,561,0,0,976596,976588,976035,8,6254,2435899
1269,671,671,0,0,720150,720146,719479,4,4556,2604126
1270,318,318,0,0,558737,558732,558419,5,5464,2227421
1271,330,330,0,0,726896,726885,726566,11,6156,2140617
1272,365,365,0,0,569983,569979,569618,4,5476,2199348
1273,117,117,0,0,302291,302286,302174,5,7137,1763216
1274,377,377,0,0,471605,471605,471228,0,4407,2381043
1275,348,348,0,0,478369,478366,478021,3,5149,2197589
1276,374,374,0,0,531392,531386,531018,6,4695,2168322
1277,401,401,0,0,706382,706372,705981,10,6861,2200474
1278,180,180,0,0,366825,366820,366645,5,5679,1940005
1279,338,338,0,0,408661,408657,408323,4,3488,2149640
1280,242,242,0,0,468788,468781,468546,7,4875,1966187
1281,727,727,0,0,1211542,1211525,1210815,17,6767,2653956
1282,746,746,0,0,891150,891141,890404,9,4720,2737776
1283,362,362,0,0,509938,509934,509576,4,4566,2202606
1284,347,347,0,0,587825,587816,587478,9,6710,2091236
1285,149,149,0,0,480286,480280,480137,6,8643,1830459
1286,344,344,0,0,517964,517956,517620,8,5190,2281995
1287,691,691,0,0,806291,806286,805600,5,4256,2653069
1288,412,412,0,0,843188,843176,842776,12,7309,2333882
1289,178,178,0,0,337359,337353,337181,6,4548,1967610
1290,499,499,0,0,548211,548207,547712,4,4297,2359366
1291,393,393,0,0,563981,563978,563588,3,4200,2397707
1292,313,313,0,0,538082,538079,537769,3,4934,2151027
1293,448,448,0,0,611600,611595,611152,5,6107,2444387
1294,328,328,0,0,487251,487248,486923,3,4375,2063352
1295,176,176,0,0,367361,367358,367185,3,4922,1931801
1296,194,194,0,0,344289,344289,344095,0,4319,2077448
1297,364,364,0,0,532904,532900,532540,4,4580,2327168
1298,347,347,0,0,606693,606688,606346,5,4940,2208222
1299,175,175,0,0,318819,318816,318644,3,3893,1881132
1300,790,790,0,0,1021928,1021917,1021138,11,5288,2707465
1301,541,541,0,0,701215,701211,700674,4,4673,2487161
1302,261,261,0,0,380090,380087,379829,3,4481,2216584
1303,434,434,0,0,503038,503037,502604,1,3429,2332322
1304,535,535,0,0,771488,771479,770953,9,5211,2385332
1305,466,466,0,0,825770,825759,825304,11,6168,2434246
1306,454,454,0,0,498590,498585,498136,5,3874,2480125
1307,222,222,0,0,349959,349956,349737,3,4556,2153486
1308,262,262,0,0,504601,504599,504339,2,5147,2173645
1309,332,332,0,0,606829,606824,606497,5,5579,2159080
1310,434,434,0,0,582471,582466,582037,5,4426,2442326
1311,463,463,0,0,671220,671215,670757,5,4327,2438218
1312,461,461,0,0,731064,731056,730603,8,5818,2278357
1313,297,297,0,0,581730,581726,581433,4,5557,2194525
1314,382,382,0,0,643422,643416,643040,6,4513,2304804
1315,397,397,0,0,556847,556841,556450,6,3886,2364452
1316,452,452,0,0,837125,837111,836673,14,6123,2302946
1317,175,175,0,0,299846,299843,299671,3,4284,1981062
1318,572,572,0,0,790031,790025,789459,6,5332,2404631
1319,296,296,0,0,523377,523369,523081,8,5302,2031817
1320,736,736,0,0,960840,960831,960104,9,4697,2605586
1321,689,689,0,0,1134934,1134918,1134245,16,7047,2618169
1322,464,464,0,0,641024,641019,640560,5,5298,2398056
1323,475,475,0,0,748657,748649,748182,8,4743,2264624
1324,428,428,0,0,597269,597266,596841,3,5143,2269948
1325,167,167,0,0,336289,336282,336122,7,7023,1902542
1326,375,375,0,0,490762,490761,490387,1,3556,2346649
1327,89,89,0,0,184532,184530,184443,2,4458,1763392
1328,370,370,0,0,439681,439675,439311,6,4288,2197260
1329,512,512,0,0,748904,748899,748392,5,4403,2347847
1330,542,542,0,0,845990,845977,845448,13,5246,2449220
1331,335,335,0,0,669309,669303,668974,6,5926,2191117
1332,392,392,0,0,570549,570544,570157,5,3961,2383883
1333,242,242,0,0,359816,359811,359574,5,4403,2184414
1334,544,544,0,0,927865,927856,927321,9,6379,2412380
1335,295,295,0,0,318739,318735,318444,4,3145,2154097
1336,335,335,0,0,455128,455123,454793,5,3766,2221302
1337,631,631,0,0,773636,773633,773005,3,5178,2560089
1338,413,413,0,0,742816,742811,742403,5,7011,2368505
1339,348,348,0,0,456591,456585,456243,6,4207,2196867
1340,155,155,0,0,272680,272678,272525,2,4928,1801713
1341,188,188,0,0,223579,223579,223391,0,2680,2019034
1342,747,747,0,0,905707,905703,904960,4,4837,2660263
1343,437,437,0,0,688432,688430,687995,2,6456,2402974
1344,201,201,0,0,312157,312156,311956,1,4124,2046143
1345,438,438,0,0,574976,574969,574538,7,4909,2206341
1346,683,683,0,0,972210,972194,971527,16,4661,2606679
1347,590,590,0,0,822963,822957,822373,6,4803,2476281
1348,213,213,0,0,437248,437243,437035,5,5765,1941229
1349,120,120,0,0,157537,157535,157417,2,3317,1855951
1350,324,324,0,0,440859,440858,440535,1,4936,2292514
1351,184,184,0,0,278802,278800,278618,2,3682,2030779
1352,645,645,0,0,815856,815847,815211,9,5635,2462623
1353,450,450,0,0,499160,499155,498710,5,3572,2361609
1354,205,205,0,0,370457,370450,370252,7,4947,1901943
1355,168,168,0,0,301390,301389,301222,1,4436,1992155
1356,298,298,0,0,411084,411081,410786,3,4073,2084149
1357,273,273,0,0,567026,567022,566753,4,5974,2068196
1358,201,201,0,0,411550,411547,411349,3,5323,1842630
1359,387,387,0,0,464164,464162,463777,2,3617,2333713
1360,242,242,0,0,261922,261920,261680,2,2835,2196201
1361,500,500,0,0,666979,666976,666479,3,4219,2530404
1362,355,355,0,0,508049,508042,507694,7,4357,2253776
1363,716,716,0,0,920410,920394,919694,16,4374,2642635
1364,468,468,0,0,575313,575309,574845,4,4546,2359543
1365,339,339,0,0,553486,553479,553147,7,6274,2256948
1366,169,169,0,0,232783,232781,232614,2,2956,2120640
1367,450,450,0,0,523581,523575,523131,6,4069,2419353
1368,437,437,0,0,497702,497699,497265,3,3816,2360795
1369,321,321,0,0,360687,360686,360366,1,3126,2301576
1370,537,537,0,0,829181,829170,828644,11,5539,2322561
1371,395,395,0,0,586854,586850,586459,4,4593,2388995
1372,168,168,0,0,270817,270813,270649,4,3727,1986625
1373,107,107,0,0,192560,192560,192453,0,3463,1921918
1374,245,245,0,0,374543,374539,374298,4,4131,2180195
1375,178,178,0,0,229259,229259,229081,0,2746,1967140
1376,489,489,0,0,729579,729573,729090,6,5187,2386781
1377,403,403,0,0,409903,409895,409500,8,3488,2250351
1378,255,255,0,0,511167,511161,510912,6,5099,2230846
1379,107,107,0,0,202719,202716,202612,3,4845,1730450
1380,174,174,0,0,297960,297959,297786,1,4565,2004512
1381,321,321,0,0,323415,323413,323094,2,2760,2216476
1382,116,116,0,0,236350,236350,236234,0,4728,1884759
1383,133,133,0,0,192078,192076,191945,2,3098,1943185
1384,397,397,0,0,563724,563722,563327,2,3963,2325935
1385,679,679,0,0,752646,752640,751967,6,3525,2536162
1386,649,649,0,0,725769,725767,725120,2,3719,2634280
1387,214,214,0,0,263339,263338,263125,1,3278,2066133
1388,216,216,0,0,311191,311189,310975,2,4227,2185267
1389,475,475,0,0,723069,723060,722594,9,5102,2426412
1390,424,424,0,0,416125,416118,415701,7,3351,2274526
1391,348,348,0,0,413605,413600,413257,5,3494,2242207
1392,570,570,0,0,591770,591767,591200,3,3960,2498873
1393,320,320,0,0,482742,482739,482422,3,4968,2173922
1394,211,211,0,0,394255,394250,394044,5,5123,2152976
1395,558,558,0,0,655453,655450,654895,3,4270,2430583
1396,106,106,0,0,235319,235315,235213,4,5808,1816475
1397,425,425,0,0,519284,519278,518859,6,3753,2430336
1398,168,168,0,0,315919,315917,315751,2,5432,1929784
1399,109,109,0,0,175722,175720,175613,2,3606,1797317
1400,224,224,0,0,357865,357865,357641,0,4428,2001067
1401,326,326,0,0,535204,535196,534878,8,5651,2222433
1402,553,553,0,0,721651,721645,721098,6,4532,2529855
1403,125,125,0,0,279032,279028,278907,4,7081,1819927
1404,525,525,0,0,686986,686981,686461,5,4212,2323236
1405,300,300,0,0,502739,502736,502439,3,4825,2072162
1406,93,93,0,0,140252,140251,140159,1,3498,1782003
1407,667,667,0,0,731464,731463,730797,1,3865,2596066
1408,165,165,0,0,315066,315063,314901,3,3986,1980135
1409,524,524,0,0,648790,648782,648266,8,4030,2292530
1410,409,409,0,0,623158,623152,622749,6,4488,2340662
1411,227,227,0,0,274448,274446,274221,2,3279,2161561
1412,228,228,0,0,253313,253312,253085,1,2955,2111466
1413,169,169,0,0,214376,214375,214207,1,3204,1948959
1414,179,179,0,0,275829,275827,275650,2,4741,2064699
1415,346,346,0,0,347342,347340,346996,2,3474,2230634
1416,422,422,0,0,642617,642609,642195,8,4041,2303412
1417,606,606,0,0,940712,940701,940106,11,6092,2455056
1418,151,151,0,0,271705,271698,271554,7,5483,1923622
1419,195,195,0,0,285786,285785,285591,1,3825,2087424
1420,293,293,0,0,469678,469674,469385,4,5732,2180210
1421,209,209,0,0,300005,300001,299796,4,3709,2078424
1422,615,615,0,0,672099,672094,671484,5,3890,2589888
1423,477,477,0,0,636749,636745,636272,4,7173,2333864
1424,374,374,0,0,461417,461408,461043,9,4645,2341539
1425,201,201,0,0,239446,239444,239245,2,3026,2092562
1426,162,162,0,0,220728,220724,220566,4,3489,1985540
1427,387,387,0,0,427492,427491,427105,1,3422,2318342
1428,242,242,0,0,385015,385008,384773,7,4716,2280194
1429,154,154,0,0,229832,229829,229678,3,3989,1975112
1430,116,116,0,0,146572,146572,146456,0,2514,1867004
1431,110,110,0,0,125987,125987,125877,0,2379,1804740
1432,315,315,0,0,452453,452446,452138,7,4000,2150002
1433,196,196,0,0,209580,209579,209384,1,3070,2032476
1434,143,143,0,0,300319,300313,300176,6,4712,1817511
1435,101,101,0,0,193745,193745,193644,0,4107,1805095
1436,252,252,0,0,262198,262197,261946,1,3085,2077463
1437,214,214,0,0,323698,323698,323484,0,3935,2042171
1438,337,337,0,0,509807,509798,509470,9,4436,2185156
1439,156,156,0,0,199721,199719,199565,2,3066,1865336
1440,512,512,0,0,558275,558270,557763,5,3233,2580992
1441,613,613,0,0,740902,740895,740289,7,4666,2419365
1442,422,422,0,0,470072,470068,469650,4,3918,2389686
1443,188,188,0,0,400145,400137,399957,8,6470,1961030
1444,362,362,0,0,424414,424413,424052,1,3599,2305035
1445,367,367,0,0,420053,420049,419686,4,3677,2207099
1446,166,166,0,0,262777,262777,262611,0,4324,1982341
1447,757,757,0,0,733469,733466,732712,3,3423,2685821
1448,135,135,0,0,214670,214668,214535,2,3697,1880064
1449,360,360,0,0,565994,565986,565634,8,4295,2201054
1450,313,313,0,0,369116,369111,368803,5,3511,2291207
1451,412,412,0,0,398223,398223,397811,0,2880,2328124
1452,365,365,0,0,413446,413442,413081,4,3349,2275062
1453,519,519,0,0,419339,419336,418820,3,2790,2414031
1454,95,95,0,0,111174,111174,111079,0,2233,1812377
1455,797,797,0,0,724945,724939,724148,6,4715,2731759
1456,337,337,0,0,469330,469329,468993,1,4365,2281076
1457,391,391,0,0,408754,408747,408363,7,3360,2245025
1458,381,381,0,0,497331,497329,496950,2,4509,2276332
1459,552,552,0,0,462359,462357,461807,2,3866,2315246
1460,290,290,0,0,348005,348003,347715,2,3329,2083499
1461,347,347,0,0,442941,442937,442594,4,3401,2184280
1462,413,413,0,0,357813,357811,357400,2,2437,2296664
1463,528,528,0,0,646868,646865,646340,3,4324,2387508
1464,194,194,0,0,272361,272360,272167,1,3620,1965003
1465,346,346,0,0,500842,500837,500496,5,3858,2240034
1466,315,315,0,0,321974,321971,321659,3,2917,2205931
1467,410,410,0,0,594008,593994,593598,14,4824,2151902
1468,426,426,0,0,507799,507793,507373,6,3919,2347738
1469,373,373,0,0,341195,341194,340822,1,3455,2173149
1470,207,207,0,0,265395,265393,265188,2,3480,1891468
1471,425,425,0,0,470064,470060,469639,4,4144,2316742
1472,627,627,0,0,610500,610498,609873,2,3224,2591091
1473,186,186,0,0,246949,246946,246763,3,3449,2150629
1474,416,416,0,0,491303,491301,490887,2,3727,2417813
1475,316,316,0,0,528042,528035,527726,7,5499,2125478
1476,168,168,0,0,185087,185082,184919,5,3184,2061997
1477,159,159,0,0,263885,263884,263726,1,4018,1979881
1478,184,184,0,0,275890,275888,275706,2,3831,2018293
1479,282,282,0,0,354401,354397,354119,4,4038,2175239
1480,125,125,0,0,130211,130210,130086,1,2272,1885587
1481,165,165,0,0,254749,254747,254584,2,3169,2026842
1482,252,252,0,0,325721,325720,325469,1,3722,1996060
1483,671,671,0,0,674614,674613,673943,1,3469,2610730
1484,231,231,0,0,316014,316012,315783,2,3368,2195141
1485,462,462,0,0,541907,541897,541445,10,4282,2196364
1486,160,160,0,0,281957,281956,281797,1,3842,1958849
1487,507,507,0,0,315987,315987,315480,0,2197,2345704
1488,585,585,0,0,578032,578026,577447,6,3676,2505198
1489,155,155,0,0,256423,256421,256268,2,3849,1787828
1490,598,598,0,0,539762,539759,539164,3,2989,2435770
1491,144,144,0,0,216893,216892,216749,1,3305,1970612
1492,359,359,0,0,470346,470345,469987,1,3871,2215277
1493,324,324,0,0,401999,401997,401675,2,3101,2185227
1494,371,371,0,0,306931,306929,306560,2,2217,2248963
1495,163,163,0,0,156108,156107,155945,1,2424,2059040
1496,396,396,0,0,377023,377022,376627,1,2907,2348087
1497,567,567,0,0,592658,592657,592091,1,3227,2474032
1498,291,291,0,0,349617,349614,349326,3,3649,2067086
1499,321,321,0,0,274960,274959,274639,1,2601,2250860
1500,379,379,0,0,333531,333531,333152,0,2755,2311299
1501,229,229,0,0,369961,369958,369732,3,4344,2012263
1502,266,266,0,0,320308,320308,320042,0,3629,2106387
1503,325,325,0,0,283595,283593,283270,2,2328,2231847
1504,369,369,0,0,443966,443965,443597,1,5125,2220960
1505,351,351,0,0,392177,392175,391826,2,3647,2206390
1506,301,301,0,0,356161,356158,355860,3,3254,2172965
1507,425,425,0,0,594137,594130,593712,7,4600,2196683
1508,327,327,0,0,442318,442315,441991,3,3580,2128822
1509,275,275,0,0,349680,349676,349405,4,3978,1958394
1510,307,307,0,0,370018,370014,369711,4,4229,2198283
1511,219,219,0,0,276310,276307,276091,3,3099,1997394
1512,306,306,0,0,309024,309023,308718,1,4076,2184352
1513,207,207,0,0,222399,222398,222192,1,2852,2222028
1514,360,360,0,0,393408,393408,393048,0,4143,2266404
1515,228,228,0,0,219484,219479,219256,5,2902,1982410
1516,75,75,0,0,86787,86787,86712,0,2781,1768566
1517,603,603,0,0,541729,541728,541126,1,3987,2621017
1518,211,211,0,0,243134,243133,242923,1,3715,2082445
1519,348,348,0,0,507079,507070,506731,9,4053,2100074
1520,201,201,0,0,346672,346668,346471,4,3909,2057351
1521,353,353,0,0,482009,482003,481656,6,3617,2251810
1522,90,90,0,0,128390,128388,128300,2,3193,1895027
1523,680,680,0,0,686707,686705,686027,2,4681,2587876
