parent	cnf_clauses	core_clauses	core_bytes	proof_bytes	cnf_sha256	core_sha256	proof_sha256
97	102727	5445	96619	205932	f67e2952af58c9f40a09bc05893d9abf354435dbd28418e0d691ea0066941e3c	3f0e76c7ef887dd85e0d29a0f1888a7eea8591d7a7728ac1724632ab5ff6a8a9	6ba024649afec9522cafb6fb0f3ebcc0da77366861c4c9aaaac6140f54006788
98	102706	5008	88072	184903	aae9c3d1c961c5a82fc8b5a9b5e2904a6a3b616549537b17cca4093433d7764a	aca7f605f698682dfb91f0501de9d7bdff13f1fb2d188b17d305dd45b365b16e	07f041d54bda7358384e4cd32eaffce519b09777814376283ff10227205eeefe
99	102594	5303	94502	193896	bbe80e208de398b683e55b4b226b1439ceceae3f83672f6dc5c9dc150f7a5a44	e22dd511bda5afc59ca853dc4574117a18dc785973169ce090950092d383fcc1	cba975343991b4005b031a8dc60ba91b64a9106845f41d8dfa8a55ccde6251f1
100	102343	5048	88834	192321	88074f86f8dac320716a90fe531f54281aa20196186393f439045ffa10d14d72	2cc58bdf87da9077483223f2114ef2a1f74ee7477cd552050b1e227c8653f04d	707adc08c7caf068c5be48a3a4cdadec5926d4328a8587b2521e0333ff8964b0
101	102238	4173	73739	144235	f547626544c209a526b900f82bb54aa50a54cf44df4252650cb029bb771d0147	62c2b8fe71a05228f4233c2c90644dd57b7ea53a4eb323a84b4be119e392387f	336483a72a43f27a8ba0ab279feeb860471634e776152d95d59af284dbb689de
102	102120	4611	81207	168320	7e5e621904a103a1186cd257dd151a1f804c10ee6503923860a1e6986713d2a8	5c287780b35e1de6e04f0bcfcb3396753ff4f12be0ecf488e37fe5e590335378	c631571c916da0eb52357be2940664e9ae35799c408727c5df31da6907dc66f5
103	102346	5182	91128	188128	c73473bc0e4135af5e66f6f44fe24d7314d9f2acd456b6073c3f3548a1aef2cb	013fb0da203f1d9eef74c65a38ce311511e4225ed392490b37798384508c009b	3a3326845c9415c1ba57af7e73a4514b1bc2fa8c0c40930576aa02155fc656ef
104	102324	4863	86374	179630	12746878a82bfb629bc73c0bb4de4bcb4cf6f70b2ce382f8e0d657f23cfe41d3	70e4fd6b6057157795d62be6f85d3dfa44fc1bf3b99fab869413ba49bfc0f0d7	4d4bff9e44986760bde763e7b0b00d1920a96c83391fefd613a2e4ef110b2bbd
105	102210	3928	68980	141302	c1cc0cbcd4724e9224020432fa56184a5628ee4f5e35521b40f2696e0c413a7c	026b2b88fe46530bf6c899a8cd624aaf6b2f61f525666c21374fea6af3bc1dd6	ac99afecb24469b2c94215f88e6cb07a0b7d28009f788dfcf4f63f16536badfe
106	102449	3784	65776	131534	6ea38a45da0519d78ffa9fc606be36091fb197c24d22b585dda9e6b686baa55b	53fbbbaea96bd58e72b8d3ee771920db018c522722874e2d9de74cc3c089c958	fc5203c5a539c24078e04637af9fdf44116a421c20b8e5e3500b236417061b1c
107	102650	3735	65268	130999	bb1a6b07d08cfc942e85b043ea3d6c61b48c6187a748ab46d4b66fefb38a1e39	c2cf2c5bc8c3ec98ae6f72732443df3e5fdb00ba24e8398bc83b4433127307a0	1369aad5549887be30dbed3a97edfcdc3ac793a8f158cca7e45c944791af9f7f
108	102737	3883	68547	140981	9cc0810d3eba36a27d9c16693ab384bce49b179264d9cadba1532d12c2b422a9	ae95f712f7a907a91b802f7e2c7c5879dc9272742ef73b57fc5a2030f55956a4	2c2588cdaf0798f4aaa93081a0638c47a82f3edf390d4162e7752d4bf824dcdf
109	102625	4451	78445	159368	9d0e8971eb72f3268ac692ea5a47e41dc834fd6bbfdb6176405533804b9241aa	8a451d3535769f4162a043771ec456c11151852b4e7a54b223c5645483088e3f	519773e301ff30cda41a208f38c554f6515ef47aae5792daa38f6c2ca4ca55d4
110	102448	3969	69759	138120	49cd01c6a4a3beea29d7ae279d4bc1b6d8c37a22804143a1b26c83997c9e3ac6	7d3fa513666ea28d80b75fa930ae65de4ce67d4aecb79c28561a8f3888e28a84	93fc6e497cc4f07febd1f69572f9d848a48e7154f51f5862c941e58713ce420a
111	102602	3429	61016	114597	8f501742e3683b61ded0c622fee8f09890644877fbebe39c5828e6228a1dea84	2b58beb8ef5a5083ae257e00d04ebed5e4e040f07e4e3ae2a3f48679fc58b1d1	6aeb1c5c9eb6fdb26469b4323c55f04ba09869480d141913c72a7c090bc6105f
112	102803	3435	60718	117257	9dc7faab283116ab2d5d734afab3b6750b0849d3727dffa2322c3ef8112989de	89f78696c1b12a08c7a7ae9537cb1f75917635da8d67fbf8037454cac6b21b3e	dd8202107da34932cc28bc22e4f5b32a3554ca615220a713883b1699a0a6f1d1
113	102483	4990	88046	185814	28cf232b669e0828544d96ac195e5915239b130279d1f43e891e3b09205bcbf0	570afd0d1f9771cfa85f646f52574587ce3ed45910020b4d4c66bbdbeebdcc15	82c633ee3f0042359b38822c9374ba27d8eab34fd6536dbf813cf220b1916be5
114	102595	4773	83942	182707	b9e8572ceca4988557e7c00d5890dc55d401095b7136e7c4d697a9235ae1121d	2ec735ef1e2c072698d330495bd660ee1dcfbe100bb1b282c56809cfb00ae31a	0d0c6d62729fee3f523ab132fd9d4e8c102db1dc1166f14865cd41d0b81b30be
115	102413	5399	96114	206186	61349c1574aee8c8e7fb5f44d98ebb2ede397e5bb856aff934ab68aa0e7d006a	5b73a876565e028cc4f5097dfabaf6510bfec39f56573805b74f7a533315b78d	800be0841107a0adbce28c66192451953c6bb98964dc1d530446cb8dab79250f
116	102377	4816	84410	181669	08e8d1c0417731bdda8ac16b0e0bdb0f0414b7bbac659ef1b99ac84183ec6ae5	e4560950293b6d4ff2d5505a7e07b0f5ac76bf12d42ed6a342dd0bf0e837a1b3	d4461631826e4d8e1bee26b7d3c663f0cf2320d37a109251524a5dc9436c3bd6
117	102590	4935	87025	184613	8c1085a761cbcbdc3f7a6a367fe3150d014d03b92399b6f370fb332ee595b132	b77ffe99d586b328adb131f7e98133d7d830cc543301ddaea95a777cebc7d462	0efe446fff4279a62a88a7745625e050ce7aaa45b0a9249d835a021a3d91e2f5
118	102608	5264	92933	210563	1c8f7641560c93e3dcb11758437df12dd3a7a73b08798ef9736430dc18bd36f6	821529119dd25647c0390ea657d2f7d3bdc4d5c53131022a45719bf208c749ee	721778a77046c88c9403eac5163b6db3563fea6d99f87b8b272f2349cef61a92
119	102677	3474	60407	120206	f1aa129cad7f672ac9ee4727dc3673908f3ece83a00ff7c159a4e9fc625bc75c	93f111a202a556646c3b47db81ccdd88b69192ce7aabe8a6b8cac31f031cd54b	0b3681f97e66e5e06c0bc0083ecce7fa0078ca1d70dcf4b9b6ad65bdefc1bd79
120	102535	5331	94697	205563	f507c01603b6ff01f36caff3a15a74b2a1f62ebe4995664029f297a3e87fd923	67052a323a7eda7536164370b11bb973ef3c95fd64060c3af23468bf9582f639	614b04dc5f1d4e002233e6e9ad905ec6b1d1505dff2cae4b8675e72e44afe042
121	102746	4262	74788	158687	74f2acbbb27bbbbcfbc1830c7cf90fcb3cb226d32aeabd28fa7250382f011de6	2766bc6938c3384e4560f0dbd306c9450b8c2a809d526c24325e5d6b7ecddb12	7f9abc254943b0eb62ea2f804f9700600456920f2cafc6e2b5ae1964b0121518
122	102867	4633	82061	175045	63ea97b1fc8e3f920593296e1cbc50b6f3b3aee4dc95db6161abee05336e7aaf	046c6d21a1f9c0348d138d04c6dac9542ad55f46a96276df5518b8c8b8dad678	b88991782400bc0ebcf49857ed7d6eb2ab2ad23615ea8b7b891d3fb29eb1b4a5
123	102727	2672	46704	96555	39f82603df6a412722ace7aa328c8824f381ab7969eacf2561d04a92d0ad46b0	540ca945ecbc449925f687b4e99f114b4befddc41b5cc412689c36a021a4ccc9	b37bfeeee42eeac65050f1cd0e979460d64db3727ff74e39fbc82c4a7d7e8dc8
124	102756	4854	85685	184190	f6d47c3a0d17dd6664392bf40eb03c9c4702fa16f1eba4a722a2d97f2ddba778	fd347b88d5072f2863b9911f815bb0477ae0313f3bfb7f59640b85906e28fdbf	cc4fc46c82abda03d79ef265ca02ed4ed811df4b42d72b105ee05c4ff4f668fd
125	102689	4229	74357	154913	84a3ac029aa1d3cdb9bf3cda36637f01b14b4f6f2be93f150823abc8a0d60fad	fdfd9898ba18fc88b4f2b27447c4cbaefcb5e8d221bce54e4999183af462ab28	fa5236ed7b105578c818eb6a6ed4b4aaefdfbac9dcbebbc690815fa4ff216f8d
126	102802	2893	50602	99717	89da940fa730f0649b5cd00f2524bb918a1c8c6a03dc5f665109dcb09fe6cefc	56058ee4b3d1460f6d676bcf898b3a7d8cd82b2e8c1240899d58446127d84d9e	51f74a08192881f0967e2804d5e6305d2bec2deb2f4758af9fad5b387e91e58c
127	102466	4814	84197	184769	1606a59007bd90d728ab96d92b2f2574f75fd0a9f66e3d5148a89cd2d81c206b	17e11bba15676673cf118623e06603bc0cd1cfff89c044f8be9d084e83f5f216	7c342703936ddcc11a0b118dae16455567f32c491c9da003e4f8980a0d56a891
128	102395	4142	72422	155249	1befba202ec1242c82f68befca1582b7021394d0359cceaa88c6787adb5ceee5	21190907b101ee6774cb8b297c9a1be35b3cd0ddf2c223a7465f6e43d15961bb	1837116c1292970c35c7961617747ba7bf01fb8158bf75dcb142eefc8fb8f9e9
129	102290	3569	62330	128575	03ea3a78cfec7d1cfb15a901a3f5111092ae19d59bc8b31c6f950c5da06e7258	cf3fc76006a6f17fda713ae68d67577b81dc5ec9871d8105e933e9fbe274fd77	b6ceaa78aaa8cf596d88d740a5dffcc989a98c629d827c6cede4f0787cea5143
130	102597	4787	84615	182772	709db04215c962efd758c90a16bd087a1cd10abf62391229813dc6bbbd3865b4	a06f3b5b76669fb9ecdff7c1b86577a9b040c616f7f3f7046449b95b356264b9	1578b5133fb08bc79e9835689edfb6c5e2b05fdf8b0c9f16730f37cf626732a3
131	102441	4809	84423	184360	c128efbd527e4df59f85285582f99874a5ea1495dcaf3690f0a1a2eb95ac37bd	bb56e5f00d72c9f631428ceeafe9861665eedd4c40b689afa52f0b1047d72d21	82afba0f0b1dd9e2449c1c486598839e6eee16ae8173293cdba6d0d139d09cbe
132	102223	3560	62514	124140	800818061178f4a8009801e5db88938add403aefdf4e7f4e2078a16aa3004197	2deedc8671dddd01820c0d95b69967a586e295a6a9917c858a40f82c4eb63a78	747699f7efb9af240a2cd73be3dff3e4e99c41ab1ea978c6a60bb4316e12aa76
133	102089	4362	77300	163094	043ee6851df606a04ccc3cc30673f8f4239f8ee998ff3fa0af9710faf53d9bf5	0cfa40017154b099fa8151bf298a5c0c4a920216242de68d325451453e95ef87	c96f63b2930428c9f9a9a00bf6bb7eadc6704fab92e5ee9f567b8010fc5b5d0f
134	101943	4280	75117	156129	cc9c7cee3a85e161a8689424ecf1f21555a84c62aa065e7501a743fe06226283	cdf947b0f3c1af6d29a023c11df5abe4ec3860bc702e762ccddc9594e3452cd1	56ca953ab36e710d322a140a1c4bcd613051e3ab6e198f02252bedf3eb7a6a64
135	102283	3480	61244	123088	5646cc5ed39ebe4551cbbbaf9c310064117d0d00f6ee4141d768c71b877333ef	e5498999683bb0bfd3bcd839a1c1e8f0c610521c564ffb2a96ac456c02ea7f1d	454571456695240ebe314eee824b5b8edb77730f9e47937bdd03c26971f15473
136	102154	4701	83469	175136	13ed4f8af8c3eb01de83de773285130f054e7faeffba73b81f9456b91e87df6e	c9c984465df071a9a09e3f8fa49b29e80a486ab549ca29d2af0a885efc092f0a	5371cd4581a2b4b181b7df3b5671f26f3c0c4223803b39bfa3d0affb4988e27f
137	102384	4813	85416	181147	f9262f77161c9a8ae972b8c6c9acf7e3b49022927623a95cf6c956dc48598e82	6bd784b91da8cedf1e9f7217d6677fd869e47293fe3a9e9ef80939f6b7d3fd17	f3ec0b945a791152eb03ccbe7637d999109dcb8a1c4c30ed45ee6b4c584eb46a
