G8_CORNERS degree=5 profile_size=17
TARGET 55500000 profile=4,205,884,2883,9008,11037,14569,17824,19669,19900,20116,23082,26446,31990,39106,39696,39697
TARGET 55500005 profile=196,2002,8804,9012,11081,14554,14761,19396,19410,20116,23586,26352,26436,29521,30395,35592,35761
TARGET 55500050 profile=192,200,1900,5996,9008,11861,11985,14564,18203,20117,20521,23841,27312,29737,34440,38856,39600
TARGET 55500055 profile=192,2883,5972,8868,14568,19168,19296,19627,19813,20468,24336,26081,27096,30762,33153,33841,36600
TARGET 55500500 profile=940,994,2883,5996,19027,19965,19966,20117,23521,26075,27286,29130,30241,30244,35313,36369,38236
TARGET 55500505 profile=0,1394,1843,2883,5962,11013,18201,19180,19624,19965,20463,23586,30244,32352,35058,38236,39096
TARGET 55500550 profile=2917,3097,5915,12229,18645,18696,19813,20521,21312,26807,29520,30240,32139,32316,33153,35313,36675
TARGET 55500555 profile=12,24,1900,5972,6923,12109,12940,17746,18549,20450,26435,29406,29754,30402,33202,35313,38232
TARGET 55505000 profile=193,2881,3097,7688,8794,9012,11872,12237,12841,14404,17994,18645,20131,24541,30720,33738,39097
TARGET 55505005 profile=204,1842,2880,2882,5962,8644,9025,14564,19027,19269,23011,23640,24456,31987,33816,35596,36474
TARGET 55505050 profile=721,8808,8826,11826,12586,18347,18646,19095,19269,23643,25098,25201,30720,33192,35284,35325,39696
TARGET 55505055 profile=3,874,2002,5962,9000,9008,11001,12696,17728,19180,24336,26079,29746,30754,35326,35779,37900
TARGET 55505500 profile=28,884,1812,3001,6994,11858,11872,18544,19669,25056,27275,29442,30241,33192,35325,36675,39106
TARGET 55505505 profile=1812,1882,2880,6780,8914,9001,12109,12164,12840,17728,19194,24552,28824,33738,35280,39097,39106
TARGET 55505550 profile=1,4,1900,5915,14628,18696,19095,19669,20463,24552,24555,26087,26433,29130,30396,33666,36600
TARGET 55505555 profile=732,949,2917,5962,8640,9012,11858,12544,17728,17775,18645,24488,26440,29400,30120,33738,36369
TARGET 55550000 profile=944,2884,5927,7192,7692,10681,11878,12840,18203,18640,19516,23832,24378,30562,32356,36371,40200
TARGET 55550005 profile=937,2884,5920,6807,7200,8809,17874,22901,26446,27312,30405,30562,32032,35160,35760,36307,38235
TARGET 55550050 profile=278,937,1842,2884,5919,7680,11026,17746,19269,20116,23644,27312,30120,30721,32140,36636,37900
TARGET 55550055 profile=944,2002,5919,6039,7680,7688,14774,17730,18645,20198,26085,29544,30762,32029,34656,35058,35315
TARGET 55550500 profile=1320,1843,5986,12154,12578,17746,18203,19960,23520,23832,25098,28801,31849,32356,35313,35320,38880
TARGET 55550505 profile=936,948,2880,3000,6040,7688,14400,18203,19069,19396,19890,20532,24456,29156,34560,36304,39106
TARGET 55550550 profile=1,907,2884,6780,11086,12274,17754,19627,19813,19900,23832,26446,29136,29736,32316,34194,35304
TARGET 55550555 profile=3042,5913,7680,11851,12183,14586,18576,19396,20192,20450,20532,29146,29400,29520,30745,35313,36344
TARGET 55555000 profile=5,6807,8641,12155,12284,14761,17981,24541,24555,25201,26075,29442,30562,30722,31990,36307,39696
TARGET 55555005 profile=2880,6794,6814,8644,8794,11854,18696,20554,23795,23830,26073,27276,32139,32140,35315,35326,38880
TARGET 55555050 profile=1,204,3001,5919,5986,11985,14554,17848,20467,23034,23644,24565,30720,33183,34186,36600,39696
TARGET 55555055 profile=200,204,6993,7238,7680,11851,12274,14586,14700,17860,19296,23682,23841,26795,29400,34656,35760
TARGET 55555500 profile=152,2952,6832,6994,11871,11875,12201,12284,17994,20562,26110,29401,30402,30720,35320,36369,38778
TARGET 55555505 profile=2886,5913,5920,7632,14572,17715,17860,17970,20528,24489,26079,30406,32051,32280,35596,35784,39096
TARGET 55555550 profile=180,906,1842,7692,10955,12696,17730,17893,17980,24541,26075,26099,29146,30456,33192,36624,39600
TARGET 55555555 profile=152,938,1900,6040,7010,12848,12852,17730,17754,20532,23616,26073,26793,30562,34186,34560,36600
